n°UAI de l'établissement;Libellé de l'établissement;Région;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études ;Part en emploi 6 mois après la sortie ;Part des autres situations 
0631977G;Centre de Formation d'Apprentis de l'Education Nationale;AUVERGNE-RHONE-ALPES;33;67;68;-2;33;45;22
0631978H;Centre de formation d'apprentis;AUVERGNE-RHONE-ALPES;58;64;62;2;58;27;15
0632004L;Ecole supérieure de commerce et de management - WESFORD AUVERGNE;AUVERGNE-RHONE-ALPES;;;;;;;
0632065C;Centre de formation d'apprentis agricole des territoires d'Auvergne;AUVERGNE-RHONE-ALPES;36;63;66;-3;36;41;23
0632067E;CFPPA des Combrailles;AUVERGNE-RHONE-ALPES;43;33;45;-12;43;19;38
0632069G;Organisme de formation-Centre de Formation d'Apprentis EURL CETALION, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;;;;;;;
0632070H;Organisme de formation-Centre de Formation d'Apprentis d'Alternance Pro de Riom;AUVERGNE-RHONE-ALPES;;;;;;;
0632071J;Organisme de formation-Centre de Formation d'Apprentis de H et C CONSEIL, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;27;45;50;-5;27;33;40
0632072K;Organisme de formation-Centre de Formation d'Apprentis de la Fédération des Artisans Boulangers Pâtissiers, Romagnat;AUVERGNE-RHONE-ALPES;38;;;;38;48;14
0632075N;Organisme de formation-Centre de Formation d'Apprentis d'Alternance Auvergne, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;24;64;65;-1;24;49;27
0632076P;Organisme de formation-Centre de Formation d'Apprentis ADEIT-ADELFA, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;;;;;;;
0632077R;Organisme de formation-Centre de Formation d'Apprentis IFTAM, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;57;;;;57;22;21
0632078S;Organisme de formation-Centre de formation d'apprentis d'Association Formation Education Continue Massif Central, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;;;;;;;
0632081V;Organisme de formation-Centre de formation d'apprentis de CFI Formation, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;;;;;;;
0640096G;Ecole supérieure de commerce de Pau - Business School;NOUVELLE-AQUITAINE;;;;;;;
0640176U;Institut du travail social Pierre Bourdieu;NOUVELLE-AQUITAINE;;;;;;;
0640235H;Centre de formation d'apprentis de l'agglomération côte Basque - Adour;NOUVELLE-AQUITAINE;31;57;58;-2;31;39;30
0640238L;Centre de formation d'apprentis du lycée Saint Cricq;NOUVELLE-AQUITAINE;37;60;61;-1;37;38;25
0640239M;Site de formation d'apprentis de la chambre des métiers et de l'artisanat de région Nouvelle Aquitaine CFA Université des métiers de Pau;NOUVELLE-AQUITAINE;41;64;67;-2;41;38;21
0641395U;Centre de formation d'apprentis du bâtiment et des travaux publics des Pyrénées Atlantiques;NOUVELLE-AQUITAINE;48;66;69;-3;48;34;18
0641409J;Centre de Formation d'apprentis de l'industrie  Adour (C.F.A.I) d'Assat;NOUVELLE-AQUITAINE;43;70;72;-2;43;40;17
0641519D;Site de formation d'apprentis de la chambre des métiers et de l'artisanat de région Nouvelle Aquitaine CFA Université des métiers Bayonne Pays Basque;NOUVELLE-AQUITAINE;38;73;67;6;38;45;17
0641681E;GRETA Sud Aquitaine - Lycée Louis Barthou;NOUVELLE-AQUITAINE;;;;;;;
0641752G;CFA des Pyrénées Atlantiques;NOUVELLE-AQUITAINE;41;54;61;-7;41;32;27
0641772D;Organisme de formation-Centre de formation d'apprentis Epseco Bayonne;NOUVELLE-AQUITAINE;;;;;;;
0641918M;Centre de formation d'apprentis des commerces de sport loisirs;NOUVELLE-AQUITAINE;52;66;65;1;52;32;16
0642025D;Centre de formation d'apprentis de la côte Basque - Lycée des métiers Cantau;NOUVELLE-AQUITAINE;39;60;65;-5;39;36;25
0642033M;Centre de formation d'apprentis Fédération Compagnonnique des Métiers du Bâtiment (FCMB) d'Anglet;NOUVELLE-AQUITAINE;36;75;70;6;36;48;16
0642043Y;Centre de formation d'apprentis - Université de Pau et des pays de l'Adour;NOUVELLE-AQUITAINE;74;;;;74;20;6
0642106S;Damalis - Formations à Pau;NOUVELLE-AQUITAINE;;;;;;;
0642134X;organisme de formation-centre de formation d'apprentis fondation infa pau;NOUVELLE-AQUITAINE;;;;;;;
0642135Y;organisme de formation-centre de formation d'apprentis sport performance santé de bizanos;NOUVELLE-AQUITAINE;21;;;;21;33;46
0642137A;organisme de formation-centre de formation d'apprentis apprentissage des formations et développement des compétences de morlaas;NOUVELLE-AQUITAINE;;;;;;;
0642138B;organisme de formation-centre de formation d'apprentis mendiboure formation scop sa de bayonne;NOUVELLE-AQUITAINE;;;;;;;
0642141E;organisme de formation-centre de formation d'apprentis chambre de commerce et d'industrie Bayonne Pays Basque;NOUVELLE-AQUITAINE;;;;;;;
0642147L;organisme de formation-centre de formation d'apprentis Beau-Frêne Formation Billère;NOUVELLE-AQUITAINE;;;;;;;
0642151R;Organisme de formation-Centre de formation d'apprentis Education Environnement 64 - Buzy;NOUVELLE-AQUITAINE;;;;;;;
0642152S;Organisme de formation-Centre de formation d'apprentis Sponsoplus Academy;NOUVELLE-AQUITAINE;19;33;45;-12;19;27;54
0650593S;Centre de formation d'apprentis Ecole supérieure des métiers Chambre des metiers des Hautes-Pyrénées;OCCITANIE;36;64;62;2;36;41;23
0651054T;CFA Vecteur Pyrénées - Institut pyrénéen des métiers de service à l'environnement;OCCITANIE;3;59;63;-4;3;57;40
0651103W;ORGANISME DE FORMATION - CENTRE DE FORMATION D APPRENTIS CATALYSE - SEMEAC;OCCITANIE;;;;;;;
0660447C;Centre de formation d'apprentis de la Chambre de Métiers et de l'Artisanat des Pyrénées-Orientales;OCCITANIE;42;51;55;-4;42;30;28
0660488X;Centre de formation d'apprentis BTP des Pyrénées-Orientales;OCCITANIE;49;53;57;-4;49;27;24
0660552S;Néosup, Ecole supérieure;OCCITANIE;;;;;;;
0660682H;Greta des Pyrénées-Orientales;OCCITANIE;58;;;;58;19;23
0660733N;CFA Pyrénées Orientales;OCCITANIE;33;41;49;-8;33;28;39
0660952B;Organisme de formation-Centre de formation d'apprentis de Formation Plus Méditerranée, Perpignan;OCCITANIE;;;;;;;
0671755U;Centre de Formation d'apprentis du lycée Emile Mathis;GRAND EST;30;71;72;-1;30;50;20
0671760Z;Centre de Formation d'apprentis du LP André Siegfried;GRAND EST;43;58;60;-1;43;33;24
0671882G;Centre de Formation d'apprentis LPO Heinrich-Nessel;GRAND EST;41;68;70;-2;41;40;19
0672051R;Centre de Formation d'apprentis du Lycée Schweisguth;GRAND EST;39;56;59;-3;39;34;27
0672056W;Centre de Formation d'apprentis du LP Jules Verne;GRAND EST;43;69;67;2;43;39;18
0672064E;Centre de Formation d'apprentis du Lycée Stanislas;GRAND EST;56;64;74;-10;56;28;16
0672066G;Centre de Formation d'apprentis du Lycée Le Corbusier;GRAND EST;40;67;69;-2;40;40;20
0672270D;Centre de formation Bernard Stalter;GRAND EST;46;71;70;1;46;38;16
0672477D;Centre de Formation d'apprentis agricole rattaché au LEGTA;GRAND EST;47;69;64;4;47;36;17
0672564Y;Centre de Formation d'apprentis du Lycée Oberlin;GRAND EST;27;62;58;3;27;45;28
0672592D;Ecole Supérieure de management et de gestion;GRAND EST;;;;;;;
0672601N;Centre de Formation d'apprentis du CEFPPA;GRAND EST;40;57;61;-4;40;35;25
0672632X;Centre de formation d'apprentis régional des compagnons du Devoir-Alsace;GRAND EST;46;77;68;8;46;42;12
0672770X;Cfa - Iesa - Institut d'enseignement supérieur par alternance;GRAND EST;25;67;57;10;25;50;25
0672772Z;Institut européen de formation;GRAND EST;33;77;66;11;33;52;15
0672856R;Centre de Formation d'apprentis du Lycée Emile Victor;GRAND EST;38;74;74;0;38;46;16
0672866B;Ecole supérieure privée - Pigier Strasbourg;GRAND EST;33;0;12;-12;33;0;67
0672877N;Omnis;GRAND EST;54;68;64;4;54;31;15
0672879R;Ecole Supérieure de la Banque;GRAND EST;;;;;;;
0672892E;Centre de Formation d'apprentis du LPO Gutenberg;GRAND EST;32;;;;32;36;32
0672902R;CFA du secteur sanitaire, social et médico-social;GRAND EST;12;69;57;12;12;60;28
0673002Z;Centre de formation des apprentis Enseignement professionnel privé d'Alsace;GRAND EST;32;64;65;-1;32;44;24
0673012K;Centre de formation des apprentis des métiers de l'animation et du sport;GRAND EST;13;;;;13;;87
0673022W;EPITECH Strasbourg;GRAND EST;;;;;;;
0673028C;Centre de formation des apprentis CCI CAMPUS;GRAND EST;44;68;68;0;44;38;18
0673055G;FILEA Institut;GRAND EST;10;62;56;6;10;55;35
0673093Y;MediaSchool Strasbourg;GRAND EST;;;;;;;
0673144D;For'Mission SAS;GRAND EST;;;;;;;
0673145E;Orgaly France;GRAND EST;7;44;49;-5;7;41;52
0673147G;Centre de formation des Apprentis de l'académie de Strasbourg;GRAND EST;42;66;68;-2;42;38;20
0673152M;Organisme de formations professionnelles et de formations en apprentissage ACT'IN Formations;GRAND EST;2;63;59;4;2;62;36
0673155R;CFA - Société de gestion de formation et de conseil - Centre de formation des professionnels de la petite enfance;GRAND EST;;;;;;;
0673160W;AS Formation;GRAND EST;;;;;;;
0673162Y;Institut Santé - For You only;GRAND EST;;;;;;;
0681197G;Centre de Formation d'apprentis du LPO Joseph Storck;GRAND EST;43;54;53;1;43;31;26
0681486W;Centre de Formation d'apprentis du Lycée Roosevelt;GRAND EST;33;59;60;0;33;40;27
0681489Z;Centre de Formation d'apprentis du LPO Mermoz;GRAND EST;49;57;60;-3;49;29;22
0681492C;Centre de Formation d'apprentis du Lycée Gustave Eiffel;GRAND EST;46;67;62;5;46;36;18
0681498J;Centre de Formation d'apprentis Centre Alsace Marcel Rudloff;GRAND EST;47;62;63;-1;47;33;20
0681499K;Centre de Formation d'apprentis du Lycée des métiers Charles Pointet;GRAND EST;;;;;;;
0681710P;Centre de Formation d'apprentis de l'artisanat;GRAND EST;49;59;65;-6;49;30;21
0681750H;Centre de Formation d'apprentis agricole;GRAND EST;39;60;62;-1;39;37;24
0681816E;Centre de formation d'apprentis universitaire Alsace;GRAND EST;82;59;64;-5;82;11;7
0681832X;Centre de Formation d'apprentis de l'Industrie d'Alsace;GRAND EST;36;67;73;-5;36;43;21
0681904A;Institut régional de formation pour adultes;GRAND EST;;;;;;;
0681955F;Ecole Supérieure de gestion et de management;GRAND EST;32;;;;32;45;23
0681983L;Centre de formation d'apprentis de l'hotellerie et restauration;GRAND EST;43;56;59;-3;43;32;25
0682016X;Centre de formation d'apprentis IMT Business School Mulhouse;GRAND EST;43;63;63;0;43;36;21
0682049H;Ecole de Commerce et de Management de Mulhouse;GRAND EST;;;;;;;
0682054N;PRO-FORMAT;GRAND EST;;;;;;;
0682076M;Ecole supérieure de Commerce des trois frontières;GRAND EST;;;;;;;
0682085X;CFA Centre des apprentis d'Alsace;GRAND EST;38;69;74;-5;38;43;19
0690723L;Centre de formation CARREL;AUVERGNE-RHONE-ALPES;51;72;67;5;51;35;14
0691774D;Université Lyon 1;AUVERGNE-RHONE-ALPES;87;;;;87;6;7
0692210C;Centre de Formation d'Apprentis de l'Industrie LYON;AUVERGNE-RHONE-ALPES;36;73;74;-1;36;47;17
0692214G;A.FO.BAT. DU RHONE  CFA PHILIBERT DE L'ORME;AUVERGNE-RHONE-ALPES;42;68;69;-1;42;39;19
0692360R;Organisme de formation-Centre de formation d'apprentis Centre Textile Régional Association Régionale Pour La Formation Alternée LIMAS;AUVERGNE-RHONE-ALPES;50;74;72;2;50;36;14
0692366X;Centre de Formation continue des Métiers des Arts de la Coiffure;AUVERGNE-RHONE-ALPES;20;75;71;4;20;60;20
0692436Y;FEDERATION REGIONALE DES MAISONS FAMILIALES RURALES D'EDUCATION ET D'ORIENTATION DE RHONE-ALPES (FRMFREO);AUVERGNE-RHONE-ALPES;38;63;62;1;38;39;23
0692437Z;UNIVERSITE LYON 3;AUVERGNE-RHONE-ALPES;;;;;;;
0692514H;SOCIETE D'ENSEIGNEMENT PROFESSIONNEL DU RHONE (SEPR);AUVERGNE-RHONE-ALPES;30;67;67;0;30;47;23
0692719F;Centre de Formation d'Apprentis des métiers de bouche François Rabelais;AUVERGNE-RHONE-ALPES;33;73;66;7;33;49;18
0692780X;Organisme de formation-Centre de formation d'apprentis Centre Textile Régional MAYA CAMPUS LYON;AUVERGNE-RHONE-ALPES;38;51;63;-12;38;32;30
0692781Y;Organisme de formation-Centre de formation d'apprentis Association pour la Formation Professionnelle dans les Industries de l'Ameublement AFPIA LYON;AUVERGNE-RHONE-ALPES;26;75;74;1;26;55;19
0692998J;GRETA-CFA Lyon Métropole;AUVERGNE-RHONE-ALPES;23;61;61;0;23;47;30
0693002N;GRETA-CFA Rhône;AUVERGNE-RHONE-ALPES;33;77;67;10;33;52;15
0693088G;Organisme de formation-Centre de formation d'apprentis des Compagnons du Devoir LYON;AUVERGNE-RHONE-ALPES;44;73;68;5;44;41;15
0693306U;INSTITUT DE GESTION SOCIALE (IGS);AUVERGNE-RHONE-ALPES;40;71;65;6;40;42;18
0693328T;Centre de Formation d'Apprentis Interfora;AUVERGNE-RHONE-ALPES;29;75;74;2;29;53;18
0693400W;Organisme de formation-Centre de formation d'apprentis AFRA BTP (ASSOCIATION DE FORMATION RHONE-ALPES DU BATIMENT ET DES TRAVAUX PUBLICS);AUVERGNE-RHONE-ALPES;47;76;75;1;47;40;13
0693452C;Organisme de formation-Centre de formation d'apprentis IFIR (INSTITUT DE FORMATION INTERPROFESSIONNEL DU RHONE);AUVERGNE-RHONE-ALPES;37;69;65;3;37;44;19
0693492W;CFA de Rhône Alpes;AUVERGNE-RHONE-ALPES;31;64;63;1;31;45;24
0693501F;Centre de formation continue Régional Techniques Avancées C.E.R.T.A.;AUVERGNE-RHONE-ALPES;;;;;;;
0693588A;Organisme de formation-Centre de formation d'apprentis IFRIA (INSTITUT DE FORMATION REGIONAL DES INDUSTRIES ALIMENTAIRES);AUVERGNE-RHONE-ALPES;21;58;54;3;21;45;34
0693624P;INSTITUT DE FORMATION ALTERNEE POUR L'INDUSTRIE    (IFAI);AUVERGNE-RHONE-ALPES;39;66;72;-6;39;41;20
0693640G;Organisme de formation-Centre de formation d'apprentis POLYVIA FORMATION Lyon - Auvergne - Rhône-Alpes LYON;AUVERGNE-RHONE-ALPES;37;72;68;4;37;45;18
0693674U;Organisme de formation-Centre de formation d'apprentis MFR ST MARTIN EN HAUT;AUVERGNE-RHONE-ALPES;36;;;;36;48;16
0693694R;Centre de Formation d'Apprentis Compagnons du Tour de France AGEFA PME Rhône Alpes;AUVERGNE-RHONE-ALPES;43;66;71;-5;43;38;19
0693695S;CESAME;AUVERGNE-RHONE-ALPES;;;;;;;
0693702Z;INSTITUT NATIONAL DE L'HYGIENE ET DU NETTOYAGE INDUSTRIEL (INHNI);AUVERGNE-RHONE-ALPES;32;60;57;3;32;41;27
0693703A;Organisme de formation-Centre de formation d'apprentis Ecole supérieure de la banque LYON;AUVERGNE-RHONE-ALPES;58;;;;58;29;13
0693733H;Ecole technique supérieure privée PIGIER;AUVERGNE-RHONE-ALPES;37;64;61;3;37;40;23
0693764S;AKTEAP;AUVERGNE-RHONE-ALPES;33;64;64;0;33;43;24
0693872J;Centre de Formation continue Instic 3IS Lyon Cti formation;AUVERGNE-RHONE-ALPES;;;;;;;
0693891E;Centre de Formation d'Apprentis FORMA SUP Ain Rhone Loire;AUVERGNE-RHONE-ALPES;60;;;;60;;40
0693936D;Centre de Formation d'Apprentis Ducretet Auvergne Rhône Alpes;AUVERGNE-RHONE-ALPES;16;68;67;1;16;57;27
0694047Z;Centre de Formation d'Apprentis de l'Académie de Lyon;AUVERGNE-RHONE-ALPES;29;60;59;1;29;42;29
0694061P;Ecole supérieure internationale des métiers de l'aérien - Lyon;AUVERGNE-RHONE-ALPES;;;;;;;
0694089V;Ecole tech sup privée AFIP Formations;AUVERGNE-RHONE-ALPES;55;;;;55;40;5
0694100G;Ecole Pour l'informatique et les nouvelles technologies;AUVERGNE-RHONE-ALPES;;;;;;;
0694179T;Centre de formation continue Bâtiment Travaux Publics FORMA BTP;AUVERGNE-RHONE-ALPES;;;;;;;
0694202T;Centre de formation continue Opus formation;AUVERGNE-RHONE-ALPES;12;58;55;3;12;51;37
0694215G;Ecole tech sup privée Isitech Partner Formation Partner Sup';AUVERGNE-RHONE-ALPES;;;;;;;
0694231Z;Organisme de formation-Centre de formation d'apprentis LOU RUGBY LYON;AUVERGNE-RHONE-ALPES;30;;;;30;35;35
0694253Y;IPSO CAMPUS;AUVERGNE-RHONE-ALPES;66;;;;66;26;8
0694268P;INST FORM METIERS DE LA MAISON;AUVERGNE-RHONE-ALPES;;;;;;;
0694270S;Centre de formation continue Institut de formation petite enfance;AUVERGNE-RHONE-ALPES;;;;;;;
0694286J;Etabl sup tech privé LY FORMATION ECORIS;AUVERGNE-RHONE-ALPES;;;;;;;
0694293S;Institut de formation d'aides-soignants - Pôle Formation Santé;AUVERGNE-RHONE-ALPES;0;59;49;9;0;59;41
0694324A;Centre de formation continue métiers du sport Innova Formation;AUVERGNE-RHONE-ALPES;39;63;60;2;39;39;22
0694339S;Centre de Formation d'Apprentis Métiers des énergies Auvergne-Rhône-Alpes;AUVERGNE-RHONE-ALPES;25;88;81;8;25;67;8
0694364U;Ecole technique supérieure privée de commerce vente ACFAL Formation;AUVERGNE-RHONE-ALPES;;;;;;;
0694365V;Ecole technique supérieure privée Camas Academy;AUVERGNE-RHONE-ALPES;;;;;;;
0694376G;Centre de formation d'apprentis O R T Lyon;AUVERGNE-RHONE-ALPES;57;80;71;9;57;35;8
0694381M;Organisme de formation-Centre de formation d'apprentis de ORGALY Lyon;AUVERGNE-RHONE-ALPES;3;55;46;9;3;53;44
0694395C;Organisme de formation-Centre de formation d'apprentis de Nicollin SAS Saint-Fons;AUVERGNE-RHONE-ALPES;;;;;;;
0694400H;Organisme de formation-Centre de formation d'apprentis ACI PERFORMANCE Villeurbanne;AUVERGNE-RHONE-ALPES;;;;;;;
0694412W;Organisme de formation-Centre de formation d'apprentis UCPA FORMATION Lyon;AUVERGNE-RHONE-ALPES;27;68;59;9;27;50;23
0694418C;Organisme de formation-Centre de formation d'apprentis LEARN-FIT Bron;AUVERGNE-RHONE-ALPES;;;;;;;
0694427M;Organisme de formation-Centre de formation d'apprentis CORALLIS Université Marennes;AUVERGNE-RHONE-ALPES;0;71;65;6;0;71;29
0694428N;Organisme de formation-Centre de formation d'apprentis BOREALE FORMATION OULLINS;AUVERGNE-RHONE-ALPES;;;;;;;
0694433U;Organisme de formation-Centre de formation d'apprentis R'EVE FORMATION LYON;AUVERGNE-RHONE-ALPES;;;;;;;
0694438Z;Organisme de formation-Centre de formation d'apprentis ACADEMIE DES SERVICES AUX FAMILLES - ASAF VILLEURBANNE;AUVERGNE-RHONE-ALPES;8;58;56;2;8;53;39
0694440B;Organisme de formation-Centre de formation d'apprentis INSTITUT PREPARATOIRE AUX CARRIERES SPORTIVES LYON;AUVERGNE-RHONE-ALPES;;;;;;;
0700796K;CFA de la Haute-Saône;BOURGOGNE-FRANCHE-COMTE;40;56;58;-2;40;34;26
0700954G;Maison Familiale Rurale de Combeaufon;BOURGOGNE-FRANCHE-COMTE;;;;;;;
0700955H;Maison Familiale Rurale de montbozon;BOURGOGNE-FRANCHE-COMTE;;;;;;;
0700957K;Maison Familiale Rurale d'Ailleville;BOURGOGNE-FRANCHE-COMTE;;;;;;;
0700958L;Maison Familiale Rurale de Fougerolles;BOURGOGNE-FRANCHE-COMTE;19;;;;19;57;24
0701029N;CFA de Haute Saône à Vesoul;BOURGOGNE-FRANCHE-COMTE;31;71;72;-1;31;49;20
0701053P;Maison Familiale Rurale de Chargey-lès-Gray;BOURGOGNE-FRANCHE-COMTE;;;;;;;
0701141K;Greta-CFA Haute-Saône - Nord Franche-Comté;BOURGOGNE-FRANCHE-COMTE;97;;;;97;0;3
0711078L;CIFA JEAN LAMELOISE;BOURGOGNE-FRANCHE-COMTE;44;67;63;4;44;38;18
0711096F;Bâtiment CFA Bourgogne Franche-Comté Site Autun;BOURGOGNE-FRANCHE-COMTE;41;81;69;12;41;48;11
0711103N;OF CFA de Saone et Loire;BOURGOGNE-FRANCHE-COMTE;36;67;67;0;36;43;21
0711317W;CFA DES METIERS DE L'AUTOMOBILE;BOURGOGNE-FRANCHE-COMTE;38;77;72;5;38;48;14
0711453U;Maison Familiale Rurale du Charolais-Brionnais d'Anzy-le-Duc;BOURGOGNE-FRANCHE-COMTE;;;;;;;
0711454V;Maison Familiale Rurale de Mazille;BOURGOGNE-FRANCHE-COMTE;;;;;;;
0711566S;POLE FORMATION UIMM BOURGOGNE 21-71;BOURGOGNE-FRANCHE-COMTE;31;79;74;5;31;55;14
0711940Y;CEFAA CHAGNY;BOURGOGNE-FRANCHE-COMTE;;;;;;;
0711944C;AFTRAL;BOURGOGNE-FRANCHE-COMTE;;;;;;;
0711945D;Aftral;BOURGOGNE-FRANCHE-COMTE;;;;;;;
0711946E;BATIMENT CFA BOURGOGNE FRANCHE COMTE;BOURGOGNE-FRANCHE-COMTE;39;65;67;-2;39;40;21
0720927S;Organisme de formation-Centre de formation d'apprentis de coiffure de la Sarthe - Le Mans;PAYS DE LA LOIRE;63;73;66;6;63;27;10
0720928T;Site de formation d'apprentis de l'URMA Sarthe - Le Mans;PAYS DE LA LOIRE;54;62;68;-6;54;28;18
0720930V;Organisme de formation-Centre de formation d'apprentis de la Chambre de commerce et d'industrie Le Mans Sarthe;PAYS DE LA LOIRE;38;67;65;2;38;42;20
0720937C;Organisme de formation-Centre de formation d'apprentis de BTP CFA Sarthe - Le Mans;PAYS DE LA LOIRE;52;78;70;8;52;37;11
0721366U;Maison Familiale Rurale Les Forges - La Ferté-Bernard;PAYS DE LA LOIRE;;;;;;;
0721381K;Maison Familiale Rurale de Bernay-en-Champagne;PAYS DE LA LOIRE;;;;;;;
0721422E;Greta-CFA du Maine;PAYS DE LA LOIRE;38;79;73;6;38;49;13
0721426J;Maison Familiale Rurale de Coulans-sur-Gée;PAYS DE LA LOIRE;;;;;;;
0721427K;Maison Familiale Rurale de Verneil-le-Chétif;PAYS DE LA LOIRE;;;;;;;
0721429M;Organisme de formation-Centre de formation d'apprentis de l'Institut technologique européen des métiers de la musique - Le Mans;PAYS DE LA LOIRE;41;59;66;-7;41;34;25
0721476N;CFA de la Sarthe;PAYS DE LA LOIRE;37;61;64;-2;37;39;24
0721554Y;Organisme de formation-Centre de formation d'apprentis de l'Enseignement Catholique 72 - Le Mans;PAYS DE LA LOIRE;27;55;57;-1;27;40;33
0721639R;Centre de Formation d'apprentis Education Nationale 72;PAYS DE LA LOIRE;31;67;69;-2;31;46;23
0721673C;Organisme de formation-Centre de formation d'apprentis de l'Institut national des arts du music hall - Le Mans;PAYS DE LA LOIRE;;;;;;;
0721696C;Organisme de formation-Centre de formation d'apprentis AFTRAL Allonnes;PAYS DE LA LOIRE;11;88;76;12;11;79;10
0721712V;Institut Régional du sport et de la santé d'Allonnes;PAYS DE LA LOIRE;;;;;;;
0730805D;Ecole supérieure privée;AUVERGNE-RHONE-ALPES;4;8;20;-12;4;8;88
0730858L;Université Chambéry;AUVERGNE-RHONE-ALPES;76;;;;76;15;9
0730878H;Organisme de formation-Centre de formation d'apprentis de BTP des Savoies-Saint-Alban-Leysse;AUVERGNE-RHONE-ALPES;41;66;71;-5;41;39;20
0731252P;Organisme de formation-Centre de formation d'apprentis de la MFR Le Fontanil-SAINT-ALBAN-LEYSSE;AUVERGNE-RHONE-ALPES;50;68;68;0;50;34;16
0731302U;Greta Savoie;AUVERGNE-RHONE-ALPES;32;64;66;-1;32;44;24
0731341L;Organisme de formation-Centre de formation d'apprentis de Coiffure et Vente-Chambéry;AUVERGNE-RHONE-ALPES;45;59;54;5;45;32;23
0731505P;Organisme de formation-Centre de formation d'apprentis du pôle formation UIMM Savoie-La Motte-Servolex;AUVERGNE-RHONE-ALPES;36;76;72;3;36;48;16
0731506R;Organisme de formation-Centre de formation d'apprentis de TECHNOPOLYS-La Motte-Servolex;AUVERGNE-RHONE-ALPES;41;77;75;2;41;46;13
0731582Y;Organisme de formation-Centre de formation d apprentis AGM-G5 FORMATION ALBERTVILLE;AUVERGNE-RHONE-ALPES;18;;;;18;41;41
0740290N;Organisme de formation-Centre de formation d'apprentis de coiffure Gabriel Fauré-Annecy;AUVERGNE-RHONE-ALPES;41;62;66;-5;41;37;22
0740298X;Organisme de formation-Centre de formation d'apprentis des métiers de l'automobile-Thonon-Les-Bains;AUVERGNE-RHONE-ALPES;39;73;69;4;39;45;16
0741158G;Organisme de formation-Centre de formation d'apprentis de Groisy-Groisy;AUVERGNE-RHONE-ALPES;37;69;67;2;37;43;20
0741251H;Organisme de formation-Centre de formation d'apprentis de la carrosserie automobile-Annecy;AUVERGNE-RHONE-ALPES;41;72;68;4;41;42;17
0741322K;Greta Lac;AUVERGNE-RHONE-ALPES;57;57;67;-10;57;24;19
0741323L;Greta Arve Faucigny;AUVERGNE-RHONE-ALPES;;;;;;;
0741502F;Organisme de formation-Centre de formation d'apprentis de la MFR LE VILLARET-THONES;AUVERGNE-RHONE-ALPES;;;;;;;
0741540X;Organisme de formation-Centre de formation d'apprentis de FORMASUP-Annecy;AUVERGNE-RHONE-ALPES;66;52;64;-12;66;18;16
0741557R;Organisme de formation-Centre de formation dapprentis de AGEFA PME ANNECY;AUVERGNE-RHONE-ALPES;78;64;74;-10;78;14;8
0741677W;Organisme de formation-Centre de formation d'apprentis de l'industrie FORMAVENIR-Thyez;AUVERGNE-RHONE-ALPES;35;74;76;-2;35;48;17
0741775C;centre d'élevage de poisy;AUVERGNE-RHONE-ALPES;22;79;73;6;22;61;17
0741776D;Organisme de formation-Centre de formation d'apprentis de Tetras-Annecy;AUVERGNE-RHONE-ALPES;;;;;;;
0750738V;Centre de Formation d'apprentis - Ecole des fleuristes de Paris;ILE-DE-FRANCE;58;52;60;-9;58;22;20
0750761V;CFA de l'Institut Français de la Mode;ILE-DE-FRANCE;53;;;;53;;47
0750765Z;Centre de Formation d'apprentis - Bijouterie-Joaillerie de Paris;ILE-DE-FRANCE;77;72;69;3;77;17;6
0750768C;CFA des Métiers de la Gastronomie;ILE-DE-FRANCE;34;65;66;-1;34;43;23
0751452W;Of-Cfa Ecole d'ameublement de Paris - la Bonne Graine;ILE-DE-FRANCE;33;;;;33;;67
0751457B;Of-Cfa AEPO, CFA de l'Optique;ILE-DE-FRANCE;36;84;73;11;36;53;11
0751475W;Centre de Formation d'apprentis - Equipement électrique;ILE-DE-FRANCE;36;75;67;8;36;48;16
0751488K;Centre de Formation d'apprentis - Ecole du travail ORT;ILE-DE-FRANCE;41;52;64;-12;41;30;29
0751489L;Centre de Formation d'apprentis - Miroiterie;ILE-DE-FRANCE;35;58;63;-5;35;38;27
0751497V;Centre de Formation Professionnelle de la Pharmacie Paris Ile-de-France;ILE-DE-FRANCE;33;75;74;1;33;50;17
0751503B;Centre de Formation d'apprentis - Ecole Professionnelle de Boucherie;ILE-DE-FRANCE;36;72;69;3;36;46;18
0751508G;Centre de Formation d'apprentis - St Lambert Maçonnerie;ILE-DE-FRANCE;35;67;66;0;35;43;22
0751510J;Centre de Formation d'apprentis - Alimentation et Hôtellerie;ILE-DE-FRANCE;37;51;63;-12;37;32;31
0751541T;Cours de Promotion Professionnelle - Ecole supérieure des métiers de la viande - Ecole-Nationale-Supérieure-des-Métiers-de-la-Viande;ILE-DE-FRANCE;;;;;;;
0751698N;Organisme de formation-CFA  LA COMPAGNIE DE FORMATION PIGIER PERFORMANCE;ILE-DE-FRANCE;42;75;63;12;42;43;15
0752068R;Centre de Formation d'apprentis - Commerce de l'alimentation;ILE-DE-FRANCE;31;53;57;-4;31;37;32
