n°UAI de l'établissement;Libellé de l'établissement;Région;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études ;Part en emploi 6 mois après la sortie ;Part des autres situations 
0342306X;Centre de formation d'apprentis Sud Tourisme;OCCITANIE;18;62;54;7;18;51;31
0342307Y;Organisme de formation-Centre de formation d'apprentis de Polyvia formation Montpellier Occitanie, Baillargues;OCCITANIE;;;;;;;
0342318K;Centre de formation d'apprentis Purple Campus Pérols;OCCITANIE;36;57;58;-1;36;37;27
0342338G;Centre de formation d'apprentis de l'Enseignement Supérieur ASuR LR;OCCITANIE;73;;;;73;;27
0342347S;Centre de Formation d'Apprentis Institut Régional de Formation aux Métiers de l'Artisanat de l'Hérault;OCCITANIE;32;53;58;-5;32;36;32
0342368P;SAS Sud Campus;OCCITANIE;;;;;;;
0342384G;Ctre de formation d'apprentis Transports en Commun;OCCITANIE;;;;;;;
0342426C;Alkas Formation;OCCITANIE;;;;;;;
0342427D;Organisme de formation-Centre de formation d'apprentis de Centre Supérieur d'Administrtion et de Management des Entreprises Sup, Montpellier;OCCITANIE;84;;;;84;12;4
0342428E;Organisme de formation-Centre de formation d apprentis de Alternance Languedoc, Montpellier;OCCITANIE;100;;;;100;;0
0342429F;Organisme de formation-Centre de formation d apprentis de A2A Formation, Montpellier;OCCITANIE;;;;;;;
0342430G;Organisme de formation-Centre de formation d apprentis de Association les Cavaliers des Trois Fontaines, Le Pouget;OCCITANIE;57;;;;57;14;29
0342432J;Organisme de formation-Centre de formation d'apprentis de l'Institut Régional de Formation pour Adultes, Montpellier;OCCITANIE;18;45;48;-3;18;37;45
0342433K;Organisme de formation-Centre de formation d apprentis de l'Institut des Métiers Network, Lattes;OCCITANIE;38;40;52;-12;38;25;37
0342465V;Organisme de formation-Centre de formation d'apprentis de Royer Robin Associés, Montpellier;OCCITANIE;;;;;;;
0350936C;Université Rennes 1;BRETAGNE;90;;;;90;8;2
0350998V;CFA CMA Bretagne - Faculté des Métiers Bruz;BRETAGNE;46;68;68;0;46;37;17
0351002Z;CFA Bâtiment 35;BRETAGNE;44;70;71;0;44;39;17
0351884H;CFA de la CCI d'Ille-et-Vilaine Faculté des métiers;BRETAGNE;35;65;64;0;35;42;23
0351972D;Maison Familiale Rurale de Montauban;BRETAGNE;36;78;76;1;36;49;15
0351974F;Maison Familiale Rurale de Messac;BRETAGNE;;;;;;;
0351976H;Maison Familiale Rurale de Saint-Grégoire;BRETAGNE;36;72;64;9;36;47;17
0351978K;Maison Familiale Rurale de Saint-Aubin d'Aubigne;BRETAGNE;;;;;;;
0351980M;CFA de l'Union nationale des industries de carrières et matériaux;BRETAGNE;47;65;69;-4;47;34;19
0352025L;Maison Familiale Rurale de Fougères;BRETAGNE;12;86;76;11;12;76;12
0352026M;Maison Familiale Rurale de Janze;BRETAGNE;;;;;;;
0352027N;Maison Familiale Rurale de Baulon;BRETAGNE;0;37;48;-11;0;37;63
0352028P;Maison Familiale Rurale de Saint-Méen-le-Grand;BRETAGNE;;;;;;;
0352193U;CFA DE ST AUBIN DU CORMIER;BRETAGNE;30;69;60;9;30;48;22
0352356W;CFA des Compagnons du Devoir;BRETAGNE;47;72;68;4;47;38;15
0352382Z;AFTEC Rennes;BRETAGNE;46;70;69;2;46;38;16
0352449X;CFA Propreté INHNI;BRETAGNE;41;57;57;1;41;34;25
0352450Y;CFA ES Banque - Site de Rennes;BRETAGNE;;;;;;;
0352475A;OF CFA MFU Bretagne;BRETAGNE;20;70;67;3;20;56;24
0352490S;OF-CFA SOGESTE - ESCCOT;BRETAGNE;30;68;64;4;30;48;22
0352492U;CFA agricole privé MFR Bretagne;BRETAGNE;29;73;63;10;29;52;19
0352495X;CPSA de Combourg;BRETAGNE;;;;;;;
0352496Y;CFA  Apprendre et se Former en TRAnsport et Logistique;BRETAGNE;5;75;72;3;5;71;24
0352512R;Maison Familiale Rurale de Montfort-sur-Meu;BRETAGNE;10;78;78;0;10;70;20
0352579N;CFA PROMOTRANS;BRETAGNE;41;73;70;3;41;44;15
0352690J;OF-CFA E.N. VIRTUEL SUPPORT S.I.;BRETAGNE;29;73;74;0;29;52;19
0352715L;Antenne de CFA AGAEAPB;BRETAGNE;36;67;63;3;36;43;21
0352758H;Buroscope Ecole privée;BRETAGNE;;;;;;;
0352822C;Totem Formation;BRETAGNE;48;77;70;7;48;40;12
0352856P;Greta-CFA Est-Bretagne;BRETAGNE;48;72;74;-3;48;38;14
0352862W;CFA du Sport Bretagne;BRETAGNE;19;57;56;1;19;46;35
0352906U;Alticome Formation;BRETAGNE;;;;;;;
0352937C;CFA du lycée privé Ozanam;BRETAGNE;60;;;;60;37;3
0352938D;CFA du lycée privé De la Salle;BRETAGNE;;;;;;;
0352947N;OF - CFA CLPS Le Rheu;BRETAGNE;;;;;;;
0352948P;OF - CFA Espace Concours - Rennes;BRETAGNE;;;;;;;
0352949R;OF - CFA Optima Vezin;BRETAGNE;37;;;;37;41;22
0352952U;OF - CFA Lodima Ouest Bruz;BRETAGNE;;;;;;;
0352954W;OF - CFA IBEP;BRETAGNE;18;59;58;1;18;48;34
0352963F;CFA Forget Formation Cesson-Sévigné;BRETAGNE;;;;;;;
0352973S;CFA Kiwi Institute - Rennes;BRETAGNE;9;58;52;6;9;53;38
0352983C;CFA IRSS SPORT RENNES;BRETAGNE;18;64;60;4;18;53;29
0352985E;CFA des Préparateurs en Pharmacie 35 Rennes;BRETAGNE;18;79;78;1;18;65;17
0352986F;CFA Key Form - Solutions Rennes;BRETAGNE;;;;;;;
0352988H;CFA Les Sommeliers-Cavistes Vitré;BRETAGNE;9;75;63;12;9;68;23
0360548A;Organisme de formation-Centre de formation d'apprentis de CMA REGION VAL DE LOIRE-Châteauroux;CENTRE-VAL DE LOIRE;41;61;59;2;41;36;23
0360766M;OF CFA de l'Indre;CENTRE-VAL DE LOIRE;32;70;66;4;32;48;20
0360777Z;Organisme de formation-Centre de formation d'apprentis de la CCI de l'Indre -Châteauroux;CENTRE-VAL DE LOIRE;58;52;64;-12;58;22;20
0360864U;Organisme de formation-Centre de formation d'apprentis IBS CHATEAUROUX;CENTRE-VAL DE LOIRE;;;;;;;
0370811F;Organisme de formation-Centre de formation d'apprentis de CMA REGION VAL DE LOIRE-Joué les Tours;CENTRE-VAL DE LOIRE;41;69;65;5;41;41;18
0370825W;organisme de formation-Centre de formation d'apprentis de La Cité des Formations - Tours;CENTRE-VAL DE LOIRE;27;58;61;-3;27;42;31
0371384D;Ecole Tourangelle Supérieure (ETS);CENTRE-VAL DE LOIRE;;;;;;;
0371436K;Tours Fondettes Agrocampus;CENTRE-VAL DE LOIRE;30;59;59;0;30;41;29
0371437L;Organisme de formation-Centre de formation d'apprentis des Compagnons du Devoir -Tours;CENTRE-VAL DE LOIRE;54;70;69;1;54;32;14
0371461M;CA.R.T.I.F.;CENTRE-VAL DE LOIRE;35;48;60;-12;35;31;34
0371514V;Centre de Formation d'Apprentis des Métiers des Industries Pharmaceutiques et Cosmétologiques;CENTRE-VAL DE LOIRE;39;58;66;-8;39;36;25
0371515W;Organisme de formation-Centre de formation d'apprentis de INHNI - Tours;CENTRE-VAL DE LOIRE;35;49;56;-6;35;32;33
0371561W;Organisme de formation d'apprentis de l'Académie de la coiffure de Touraine - TOURS;CENTRE-VAL DE LOIRE;;;;;;;
0371685F;Organisme de formation-Centre de formation d'apprentis de la MFEO BOURGUEILF-CFA MFEO Bourgueil;CENTRE-VAL DE LOIRE;;;;;;;
0371700X;Alternance Touraine;CENTRE-VAL DE LOIRE;32;;;;32;56;12
0371701Y;Organisme de formation-Centre de formation d'apprentis-SAINT GATIEN LA SALLE JOUE-LES-TOURS;CENTRE-VAL DE LOIRE;;;;;;;
0371792X;Organisme de formation-Centre de formation d'apprentis CEFIM Tours;CENTRE-VAL DE LOIRE;;;;;;;
0371793Y;Organisme de formation-Centre de formation d'apprentis AFTRAL PARCAY-MESLAY;CENTRE-VAL DE LOIRE;0;85;73;12;0;85;15
0371796B;OF-CFA-ANTEE FORMATION;CENTRE-VAL DE LOIRE;18;50;61;-11;18;41;41
0371798D;Organisme de formation-Centre de formation d'apprentis IRSS SPORT LA RICHE;CENTRE-VAL DE LOIRE;;;;;;;
0371800F;Organisme de formation d'apprentis de J L A FORMATION FONDETTES;CENTRE-VAL DE LOIRE;;;;;;;
0381861S;Organisme de formation-Centre de formation d'apprentis d'IMT-Grenoble;AUVERGNE-RHONE-ALPES;35;70;67;3;35;46;19
0382050X;Ecole Supérieure Faugier Grenoble;AUVERGNE-RHONE-ALPES;;;;;;;
0382441X;Organisme de formation-Centre de formation d apprentis Espace Formation des Métiers de l'Artisanat - Bourgoin Jallieu;AUVERGNE-RHONE-ALPES;45;70;64;7;45;39;16
0382650Z;Greta de Grenoble;AUVERGNE-RHONE-ALPES;33;72;65;7;33;48;19
0382652B;Greta Nord Isère;AUVERGNE-RHONE-ALPES;31;68;66;2;31;47;22
0382896S;Ecole Technologique privée Campus Eductive;AUVERGNE-RHONE-ALPES;;;;;;;
0382910G;Organisme de formation-Centre de formation d'apprentis d'AFTRAL-Saint Quentin Fallavier;AUVERGNE-RHONE-ALPES;18;77;70;7;18;63;19
0382938M;Maison Familiale Rurale de Moirans;AUVERGNE-RHONE-ALPES;22;88;77;10;22;68;10
0383091D;Organisme de formation-Centre de formation d'apprentis d'ADFI-Moirans;AUVERGNE-RHONE-ALPES;36;76;75;1;36;48;16
0383139F;Organisme de formation-Centre de formation d'apprentis d'IFA des Alpes-Grenoble;AUVERGNE-RHONE-ALPES;30;73;66;7;30;51;19
0383169N;Organisme de formation-Centre de formation d'apprentis de FORMASUP-Grenoble;AUVERGNE-RHONE-ALPES;75;58;63;-5;75;15;10
0383173T;Organisme de formation-Centre de formation d'apprentis d'UNICEM-Montalieu-Vercieu;AUVERGNE-RHONE-ALPES;45;83;76;6;45;45;10
0383174U;Organisme de formation-Centre de formation d'apprentis de FCR 38 Compagnons du Tour de France-Echirolles;AUVERGNE-RHONE-ALPES;40;68;73;-5;40;40;20
0383232G;Organisme de formation-Centre de formation d apprentis de MFR SAINT-EGREVE;AUVERGNE-RHONE-ALPES;;;;;;;
0383241S;QUALIFORMATION;AUVERGNE-RHONE-ALPES;33;;;;33;43;24
0383249A;Organisme de formation-Centre de formation d'apprentis du BTP-Bourgoin Jallieu;AUVERGNE-RHONE-ALPES;44;69;65;4;44;39;17
0383332R;Organisme de formation-Centre de formation d'apprentis du FIPAG-Grenoble;AUVERGNE-RHONE-ALPES;36;67;65;2;36;43;21
0383350K;Ecole technique privée Alternance Rhône Alpes;AUVERGNE-RHONE-ALPES;18;;;;18;50;32
0383369F;CENTRE DE FORMATION CONTINUE;AUVERGNE-RHONE-ALPES;;;;;;;
0383426T;Organisme de formation-Centre de formation d'apprentis de Sports et Animations-Vienne;AUVERGNE-RHONE-ALPES;34;;;;34;;66
0383474V;CFP CHARMILLES;AUVERGNE-RHONE-ALPES;59;67;68;-1;59;28;13
0383493R;Université Grenoble Alpes;AUVERGNE-RHONE-ALPES;;;;;;;
0383545X;Organisme de formation-Centre de formation dapprentis de ECOLE SCHNEIDER ELECTRIC SAINT-MARTIN-D'HERES;AUVERGNE-RHONE-ALPES;;;;;;;
0383546Y;Université Grenoble Alpes (Etablissement public expérimental);AUVERGNE-RHONE-ALPES;89;;;;89;10;1
0383548A;Organisme de formation-Centre de formation d apprentis -  ACTION CHEVAL FORMATION - GRENOBLE;AUVERGNE-RHONE-ALPES;30;;;;30;40;30
0383556J;Organisme de formation-Centre de formation d apprentis de G5 FORMATION - SAINT MARTN D'HERES;AUVERGNE-RHONE-ALPES;;;;;;;
0390799G;CFA du Jura;BOURGOGNE-FRANCHE-COMTE;44;66;66;0;44;37;19
0391038S;CFA de Montmorot;BOURGOGNE-FRANCHE-COMTE;34;;;;34;;66
0391039T;CFA Poligny;BOURGOGNE-FRANCHE-COMTE;41;;;;41;;59
0391213G;Maison Familiale Rurale d'Amange;BOURGOGNE-FRANCHE-COMTE;;;;;;;
0391236G;AFTRAL - Apprendre à se former en transport et logistique;BOURGOGNE-FRANCHE-COMTE;;;;;;;
0400100S;Site de formation d'apprentis de la chambre des métiers et de l'artisanat de région Nouvelle Aquitaine CFA des métiers et de l'artisanat des Landes;NOUVELLE-AQUITAINE;41;62;64;-1;41;37;22
0400751Z;Centre de formation d'apprentis du bâtiment et des travaux publics des Landes;NOUVELLE-AQUITAINE;45;61;67;-6;45;34;21
0400753B;Maison Familiale Rurale de Castelnau-Chalosse;NOUVELLE-AQUITAINE;;;;;;;
0400780F;Centre de formation d'apprentis des Industries du Bois;NOUVELLE-AQUITAINE;;;;;;;
0400781G;Centre de formation d'apprentis des métiers de l'hôtellerie - Lycée de Borda;NOUVELLE-AQUITAINE;40;43;54;-11;40;26;34
0400802E;Maison Familiale Rurale de Pontonx-sur-l'Adour;NOUVELLE-AQUITAINE;44;73;64;9;44;41;15
0400803F;Maison Familiale Rurale d'Aire-sur-l'Adour;NOUVELLE-AQUITAINE;;;;;;;
0400898J;CFA des Landes;NOUVELLE-AQUITAINE;30;57;60;-3;30;40;30
0400918F;CFA Sabres;NOUVELLE-AQUITAINE;36;;;;36;;64
0401042R;Centre de formation d'apprentis du bois et de l'habitat - Lycée Haroun Tazieff;NOUVELLE-AQUITAINE;30;77;75;2;30;54;16
0401092V;organisme de formation-centre de formation d'apprentis ducos fabien formation saint-avit;NOUVELLE-AQUITAINE;;;;;;;
0401095Y;organisme de formation-centre de formation d'apprentis école supérieure du numérique des landes mont-de-marsan;NOUVELLE-AQUITAINE;66;;;;66;22;12
0401098B;organisme de formation-centre de formation d'apprentis Pôle Etude Recherche Formation Plus de Tarnos;NOUVELLE-AQUITAINE;;;;;;;
0410590U;Organisme de formation-Centre de formation d'apprentis de CMA REGION VAL DE LOIRE-Blois;CENTRE-VAL DE LOIRE;41;57;58;-1;41;34;25
0410892X;Organisme de formation-Centre de formation d'apprentis de PROMOTRANS Saint-Ouen;CENTRE-VAL DE LOIRE;37;69;69;1;37;43;20
0410955R;CFA du Loir et Cher;CENTRE-VAL DE LOIRE;36;54;60;-6;36;35;29
0411066L;Organisme de formation-Centre de formation d'apprentis des métiers du champ social, médico-social et sanitaire - Blois;CENTRE-VAL DE LOIRE;15;64;59;5;15;55;30
0411089L;Organisme de formation-Centre de formation d'apprentis Fédération Française d'Equitation-Lamotte-Beuvron;CENTRE-VAL DE LOIRE;;;;;;;
0421095M;UNIVERSITE DE SAINT-ETIENNE;AUVERGNE-RHONE-ALPES;75;;;;75;21;4
0421139K;CENTRE DE FORMATION D'APPRENTIS DU BATIMENT ET DES TRAVAUX PUBLICS LOIRE;AUVERGNE-RHONE-ALPES;41;72;69;3;41;43;16
0421184J;Maison Familiale Rurale de Saint-Chamond;AUVERGNE-RHONE-ALPES;;;;;;;
0421187M;Maison Familiale Rurale de Saint-Germain Lespinasse;AUVERGNE-RHONE-ALPES;;;;;;;
0421567A;Organisme de formation-Centre de formation d'apprentis Institut des Métiers de Saint-Etienne;AUVERGNE-RHONE-ALPES;35;64;63;1;35;41;24
0421609W;Centre de Formation d'Apprentiss du Roannais ARPA;AUVERGNE-RHONE-ALPES;46;68;67;1;46;37;17
0421807L;Maison Familiale Rurale de Saint-Etienne;AUVERGNE-RHONE-ALPES;;;;;;;
0421831M;GRETA-CFA Loire;AUVERGNE-RHONE-ALPES;33;48;57;-8;33;32;35
0421975U;Organisme de formation-Centre de formation d'apprentis ASSOCIATION DE FORMATION DES INDUSTRIES DE LA LOIRE (AFIL) ST ETIENNE;AUVERGNE-RHONE-ALPES;42;79;73;6;42;46;12
0422256Z;INSTITUT REGIONAL UNIVERSITAIRE POLYTECHNIQUE;AUVERGNE-RHONE-ALPES;35;75;67;8;35;49;16
0422296T;Alpha primo;AUVERGNE-RHONE-ALPES;;;;;;;
0422315N;Centre de formation continue enseignement secondaire technique et professionnel Esc'al Formation;AUVERGNE-RHONE-ALPES;;;;;;;
0422330E;Organisme de formation-Centre de formation d'apprentis de l'Association Départementale des Maisons des Jeunes et de la Culture de la Loire Feurs;AUVERGNE-RHONE-ALPES;;;;;;;
0430844J;INSTITUT DE FORMATION PROFESSIONNELLE 43;AUVERGNE-RHONE-ALPES;47;67;66;1;47;35;18
0430855W;CENTRE DE FORMATION AUX TECHNIQUES DU BATIMENT;AUVERGNE-RHONE-ALPES;48;71;73;-2;48;37;15
0430966S;Espace Réussite, Aiguilhe;AUVERGNE-RHONE-ALPES;70;;;;70;20;10
0431012S;centre form prof promo agricoles;AUVERGNE-RHONE-ALPES;36;70;73;-3;36;45;19
0431037U;CFA DES METIERS DU SPORT;AUVERGNE-RHONE-ALPES;8;68;59;9;8;62;30
0431038V;Organisme de formation-Centre de Formation d'Apprentis de DEA Formation du Puy-En-Velay;AUVERGNE-RHONE-ALPES;41;;;;41;50;9
0440096R;Centre de Formation d'Apprentis Fab'Academy du Pôle formation - UIMM Centre de Nantes;PAYS DE LA LOIRE;39;74;71;4;39;45;16
0440333Y;Organisme de formation-Centre de formation d'apprentis de Coiffure et de l'Esthétique;PAYS DE LA LOIRE;41;68;66;3;41;40;19
0440334Z;Organisme de formation-Centre de formation d'apprentis de la Fédération des Métiers liés à la Communication et à l'Electricité - Nantes;PAYS DE LA LOIRE;37;74;72;2;37;47;16
0440342H;Organisme de formation-Centre de formation d'apprentis de GRAFIPOLIS (AFIIG);PAYS DE LA LOIRE;33;65;60;5;33;44;23
0440344K;Site de formation d'apprentis de l'URMA Loire-Atlantique - Sainte-Luce-sur-Loire;PAYS DE LA LOIRE;41;70;68;2;41;41;18
0440395R;Centre de formation d'apprentis agricole de loire-atlantique;PAYS DE LA LOIRE;40;71;60;11;40;42;18
0441826W;Maison Familiale Rurale de Machecoul;PAYS DE LA LOIRE;48;;;;48;44;8
0441827X;Maison Familiale Rurale de Legé;PAYS DE LA LOIRE;;;;;;;
0441828Y;Maison Familiale Rurale de Châteaubriant;PAYS DE LA LOIRE;30;;;;30;50;20
0441831B;Maison Familiale Rurale de Riaillé;PAYS DE LA LOIRE;;;;;;;
0441854B;Organisme de formation-Centre de formation d'apprentis de AFTRAL Sainte Luce sur Loire;PAYS DE LA LOIRE;19;81;71;10;19;66;15
0441969B;Centre de Formation d'Apprentis Maisons Familiales Rurales;PAYS DE LA LOIRE;39;73;62;11;39;44;17
0441972E;Maison Familiale Rurale de Carquefou;PAYS DE LA LOIRE;;;;;;;
0441975H;GRETA-CFA Loire-Alantique;PAYS DE LA LOIRE;33;73;72;1;33;49;18
0442096P;Organisme de formation-Centre de formation d'apprentis du LPO la Joliverie;PAYS DE LA LOIRE;41;78;77;1;41;45;14
0442233N;Centre de Formation Compagnonnique des Métiers du Bâtiment;PAYS DE LA LOIRE;;;;;;;
0442275J;Organisme de formation-Centre de formation d'apprentis de l'IA - Nantes;PAYS DE LA LOIRE;39;70;68;2;39;42;19
0442291B;école technique privée Pigier Performance;PAYS DE LA LOIRE;35;79;67;12;35;51;14
0442349P;Organisme de formation-Centre de formation d'apprentis de St Félix la Salle - OGEC Nantes Erdre;PAYS DE LA LOIRE;35;72;68;4;35;46;19
0442393M;Organisme de formation-Centre de formation d'apprentis de SESAM FORMATION - Nantes;PAYS DE LA LOIRE;;;;;;;
0442415L;Organisme de formation-Centre de formation d'apprentis de FormaSup des Pays de la Loire - Nantes;PAYS DE LA LOIRE;75;64;66;-3;75;16;9
0442416M;Organisme de formation-Centre de formation d'apprentis de Bâtiment et TP de Loire-Atlantique - Saint Herblain;PAYS DE LA LOIRE;47;74;72;3;47;39;14
0442533P;institut supérieur d'optique;PAYS DE LA LOIRE;49;76;76;0;49;39;12
0442566A;Ecole technique privée CAP VERS;PAYS DE LA LOIRE;;;;;;;
0442574J;Centre de formation d'apprentis éducation nationale 44;PAYS DE LA LOIRE;33;64;66;-2;33;43;24
0442575K;Organisme de formation-Centre de formation d'apprentis de ADAMSSE CFA - Nantes;PAYS DE LA LOIRE;4;73;61;12;4;70;26
0442590B;Centre de formation d'apprentis Design et innovation;PAYS DE LA LOIRE;72;;;;72;;28
0442610Y;Organisme de formation-Centre de formation d'apprentis de la MFR CFA de Clisson;PAYS DE LA LOIRE;;;;;;;
0442621K;Organisme de formation-Centre de formation d'apprentis de Centre étude formation industrielle - Saint Nazaire;PAYS DE LA LOIRE;56;;;;56;30;14
0442667K;Alternance Pays de Loire;PAYS DE LA LOIRE;44;;;;44;44;12
0442688H;Centre de formation école nantaise de commerce;PAYS DE LA LOIRE;;;;;;;
0442689J;Institut Régional du sport et de la santé de Nantes;PAYS DE LA LOIRE;14;71;62;8;14;61;25
0442789T;Centre de formation continue Henriman Formation;PAYS DE LA LOIRE;15;79;77;3;15;68;17
0442792W;Organisme de formation-Centre de formation d'apprentis de Sport et Animation Pays de la Loire - Nantes;PAYS DE LA LOIRE;23;;;;23;;77
0442844C;ENI ECOLE INFORMATIQUE;PAYS DE LA LOIRE;100;;;;100;;0
0442846E;Site de formation d'apprentis de l'IFRIA Nantes;PAYS DE LA LOIRE;55;78;79;-1;55;35;10
0442891D;Organisme de formation-Centre de formation d'apprentis de HAESA FORMATION SAINT NAZAIRE;PAYS DE LA LOIRE;;;;;;;
0442892E;Organisme de formation-Centre de formation d'apprentis de ARINFO - ECOLE DES METIERS DU NUMERIQUE NANTES;PAYS DE LA LOIRE;27;58;61;-2;27;43;30
0442896J;CFA de l'ESB;PAYS DE LA LOIRE;22;75;76;-1;22;59;19
0442901P;Organisme de formation-Centre de formation d'apprentis de CAP FORMATION Saint Herblain;PAYS DE LA LOIRE;;;;;;;
0442903S;Organisme de formation-Centre de formation d'apprentis de Retravailler dans l'Ouest Nantes;PAYS DE LA LOIRE;80;56;67;-11;80;11;9
0442904T;Organisme de formation-Centre de formation d'apprentis de ICF ATLANTIQUE FORMATION SAINT-NAZAIRE;PAYS DE LA LOIRE;20;59;57;1;20;47;33
0442908X;Organisme de formation-Centre de formation d'apprentis de ICF ATLANTIQUE VTO Orvault;PAYS DE LA LOIRE;;;;;;;
0442917G;Organisme de formation-Centre de formation d'apprentis de l'Institut professionnel Sanitaire et Social;PAYS DE LA LOIRE;;;;;;;
0442918H;Organisme de formation-Centre de formation d'apprentis de LISA Formation Saint Nazaire;PAYS DE LA LOIRE;;;;;;;
0442919J;Organisme de formation-Centre de formation d'apprentis de AFTRAL St Nazaire;PAYS DE LA LOIRE;;;;;;;
0450762J;Institut de formation professionnelle;CENTRE-VAL DE LOIRE;;;;;;;
0450805F;Organisme de formation-Centre de formation d'apprentis de préparateurs en pharmacie Centre Val de Loire Orléans;CENTRE-VAL DE LOIRE;16;78;83;-4;16;66;18
0450807H;Organisme de formation-Centre de formation d'apprentis de ORLEANS METROPOLE - Orléans;CENTRE-VAL DE LOIRE;27;54;54;0;27;39;34
0450808J;Organisme de formation-Centre de formation d'apprentis de CFA EST-Loiret - Montargis;CENTRE-VAL DE LOIRE;36;59;57;1;36;38;26
0450809K;Organisme de formation-Centre de formation d'apprentis de CMA REGION VAL DE LOIRE-Orléans;CENTRE-VAL DE LOIRE;43;64;63;1;43;37;20
0451418X;Organisme de formation-Centre de formation d'apprentis de CFAS ARDEQAF - Olivet;CENTRE-VAL DE LOIRE;27;37;45;-8;27;27;46
0451463W;CFA du Loiret;CENTRE-VAL DE LOIRE;43;;;;43;;57
0451481R;Organisme de formation-Centre de formation d'apprentis de AFTEC Formation Orléans;CENTRE-VAL DE LOIRE;41;64;66;-2;41;37;22
0451548N;AFTRAL;CENTRE-VAL DE LOIRE;26;79;75;4;26;58;16
0451550R;Organisme de formation-Centre de formation d'apprentis  OGEC Saint-Paul-Bourdon-Blanc SEMOY;CENTRE-VAL DE LOIRE;68;;;;68;18;14
0451566H;Site de formation d'apprentis de Ecole Supérieure de la Banque ORLEANS;CENTRE-VAL DE LOIRE;63;;;;63;27;10
0451582A;Fédération Compagnonnique Régionale d'Orléans;CENTRE-VAL DE LOIRE;48;;;;48;40;12
0451583B;Organisme de formation-Centre de formation d'apprentis de ARFASSEC CENTRE FORMASAT Saint Jean le Blanc;CENTRE-VAL DE LOIRE;27;;;;27;;73
0451602X;OF CFA de la Mouillère;CENTRE-VAL DE LOIRE;34;62;62;0;34;41;25
0451653C;Organisme de formation-Centre de formation d'apprentis du CFAI Centre Val de Loire - La Chapelle Saint Mesmin;CENTRE-VAL DE LOIRE;43;71;71;-1;43;40;17
0451656F;Organisme de formation-Centre de formation d'apprentis du CFA des Universités Centre-Val de Loire-Oléans;CENTRE-VAL DE LOIRE;78;64;68;-4;78;14;8
0451694X;Organisme de formation-Centre de formation d'apprentis de la  MFEO GIEN;CENTRE-VAL DE LOIRE;;;;;;;
0451708M;Organisme de formation-Centre de formation d'apprentis de GIP FTLV-IP ACADEMIE ORLEANS-TOURS-ORLEANS;CENTRE-VAL DE LOIRE;40;73;71;2;40;44;16
0451715V;Centre de Formation d'Apprentis Régional des MFR;CENTRE-VAL DE LOIRE;36;63;63;0;36;40;24
0451782T;Organisme de formation-Centre de formation d'apprentis de BTP - Centre Val de Loire Saran;CENTRE-VAL DE LOIRE;48;65;66;-2;48;34;18
0460495N;Centre de formation d'apprentis Ecole des metiers du Lot;OCCITANIE;47;58;61;-3;47;31;22
0460654L;Centre de formation des apprentis agricole du Lot  EPLA de Figeac;OCCITANIE;31;44;56;-12;31;30;39
0470110P;Site de formation d'apprentis de la chambre des métiers et de l'artisanat de région Nouvelle Aquitaine CFA de La Palme;NOUVELLE-AQUITAINE;41;60;60;0;41;35;24
0470744D;Centre de formation d'apprentis cité de la formation;NOUVELLE-AQUITAINE;32;53;55;-2;32;36;32
0470781U;Maison Familiale Rurale de Barbaste;NOUVELLE-AQUITAINE;;;;;;;
0470815F;OF CFA du Lot et Garonne;NOUVELLE-AQUITAINE;28;52;58;-7;28;37;35
0470818J;Maison Familiale Rurale de Castelmoron;NOUVELLE-AQUITAINE;;;;;;;
0470819K;Maison Familiale Rurale de Bourgougnague;NOUVELLE-AQUITAINE;;;;;;;
0470834B;GRETA Est Aquitaine Lycée professionnel Val de Garonne;NOUVELLE-AQUITAINE;23;50;62;-12;23;38;39
0470908G;Maison Familiale Rurale de Miramont-de-Guyenne;NOUVELLE-AQUITAINE;;;;;;;
0470941T;Centre de formation d'apprentis du bâtiment et des travaux publics du Lot-et-Garonne;NOUVELLE-AQUITAINE;47;60;64;-4;47;32;21
0470944W;Association pour le développement économique et social;NOUVELLE-AQUITAINE;;;;;;;
0470974D;Sud Management;NOUVELLE-AQUITAINE;67;;;;67;16;17
0471035V;Centre de formation d'apprentis du LP Porte du Lot;NOUVELLE-AQUITAINE;35;75;65;10;35;48;17
0471051M;organisme de formation-centre de formation d'apprentis alternance aquitaine groupe alternance agen estillac;NOUVELLE-AQUITAINE;34;69;66;3;34;45;21
0480499G;Centre de formation d'apprentis Interprofessionnel Henry Giral;OCCITANIE;45;68;64;4;45;38;17
0480635E;Maison Familiale Rurale de Javols;OCCITANIE;;;;;;;
0480651X;Greta de Lozère;OCCITANIE;;;;;;;
0480677A;CFA de Marvejols;OCCITANIE;29;;;;29;;71
0490985E;Organisme de formation-Centre de formation d'apprentis de la CCI Maine-et-Loire - Centre Pierre Cointreau Angers;PAYS DE LA LOIRE;41;72;67;5;41;42;17
0490986F;Site de formation d'apprentis de l'URMA Maine-et-Loire - Angers;PAYS DE LA LOIRE;52;71;71;0;52;34;14
0490993N;Organisme de formation-Centre de formation d'apprentis de BTP CFA Maine-et-Loire - Angers;PAYS DE LA LOIRE;45;74;72;1;45;40;15
0491827V;Maison Familiale Rurale de Noyant;PAYS DE LA LOIRE;;;;;;;
0491828W;Maison Familiale Rurale de Cholet;PAYS DE LA LOIRE;59;;;;59;32;9
