n°UAI de l'établissement;Libellé de l'établissement;Région;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études ;Part en emploi 6 mois après la sortie ;Part des autres situations 
0333158D;Maison Familiale Rurale de Gironde;NOUVELLE-AQUITAINE;4;48;60;-12;4;46;50
0333199Y;Organisme de formation-Centre de formation d'apprentis ASPECT Aquitaine;NOUVELLE-AQUITAINE;35;63;68;-4;35;41;24
0333200Z;Organisme de formation-Centre de formation d'apprentis groupement professionnel de formation de l'hospitalisation privée Nouvelle Aquitaine (GPFHP);NOUVELLE-AQUITAINE;2;68;66;2;2;67;31
0333203C;L'institut des métiers du notariat de Bordeaux;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333215R;Institut international Image - Son 3IS;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333233K;Altea formation;NOUVELLE-AQUITAINE;62;66;68;-2;62;25;13
0333240T;Organisme de formation-Centre de formation d'apprentis Fédération compagnonnique des métiers du batiment de Floirac;NOUVELLE-AQUITAINE;31;59;65;-6;31;41;28
0333246Z;Institut supérieur d'optique;NOUVELLE-AQUITAINE;72;76;75;2;72;21;7
0333326L;Kedge Business School - Campus de Bordeaux - Siège social;NOUVELLE-AQUITAINE;10;70;59;11;10;63;27
0333335W;Organisme de formation-Centre de formation d'apprentis Ducretet Nouvelle-Aquitaine;NOUVELLE-AQUITAINE;17;66;64;2;17;55;28
0333400S;organisme de formation-centre de formation d'apprentis - université de bordeaux;NOUVELLE-AQUITAINE;78;65;62;3;78;14;8
0333405X;Ecole technique privée Pigier Performance;NOUVELLE-AQUITAINE;45;74;62;11;45;41;14
0333435E;Cafa formations;NOUVELLE-AQUITAINE;33;64;60;4;33;43;24
0333437G;Organisme de formation-Centre de formation d'apprentis Groupe Conseil Ingenierie Formation Bègles;NOUVELLE-AQUITAINE;15;60;59;0;15;51;34
0333438H;Organisme de formation-Centre de formations d'apprentis STADE FORMATION ARTIGUES PRES BORDEAUX;NOUVELLE-AQUITAINE;23;58;60;-2;23;45;32
0333439J;organisme de formation - centre de formation d'apprentis formation insertion développement des ressources humaines bordeaux;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333440K;organisme de formation-centre de formation d'apprentis ifp bordeaux;NOUVELLE-AQUITAINE;45;72;67;5;45;40;15
0333441L;formations d'aki 10 - formadkle;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333444P;organisme de formation-centre de formation d'apprentis IPCEM Bordeaux;NOUVELLE-AQUITAINE;57;nd;nd;nd;57;29;14
0333450W;organisme de formation-centre de formation d'apprentis fondation infa de Bordeaux;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333452Y;organisme de formation-centre de formation d'apprentis form'aqui bruges;NOUVELLE-AQUITAINE;3;36;48;-12;3;34;63
0333453Z;organisme de formation-centre de formation d'apprentis modula formation bruges;NOUVELLE-AQUITAINE;77;nd;nd;nd;77;19;4
0333457D;organisme de formation-centre de formation d'apprentis institut de formation et de conseils en gestion de carrières cenon;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333459F;organisme de formation-centre de formation d'apprentis 3ie bordeaux;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333460G;organisme de formation-centre de formation d'apprentis institut d'enseignement supérieur technique bordeaux;NOUVELLE-AQUITAINE;67;54;66;-12;67;18;15
0333463K;organisme de formation-centre de formation d'apprentis ACF Alternance Conseil Formation bordeaux;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333469S;organisme de formation-centre de formation d'apprentis m.partn'hair bordeaux;NOUVELLE-AQUITAINE;37;nd;nd;nd;37;41;22
0333470T;organisme de formation-centre de formation d'apprentis institut gt bassens;NOUVELLE-AQUITAINE;0;100;88;12;0;100;0
0333472V;organisme de formation-centre de formation d'apprentis symphonie accompagnements cfa grand âge et dépendance de cenon;NOUVELLE-AQUITAINE;12;55;55;0;12;48;40
0333476Z;organisme de formation-centre de formation d'apprentis isteg mérignac;NOUVELLE-AQUITAINE;20;46;58;-12;20;37;43
0333477A;organisme de formation-centre de formation d'apprentis g2c agathe prepa Bordeaux;NOUVELLE-AQUITAINE;9;72;67;4;9;66;25
0333498Y;Organisme de formation-Centre de formation d'apprentis Fondation INFA - Carcans;NOUVELLE-AQUITAINE;7;45;57;-12;7;42;51
0333499Z;Organisme de formation-Centre de formation d'apprentis SAS PROMOTRANS FPC;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333500A;Organisme de formation-Centre de formation d'apprentis Evocime Formations Comportementales de Bègles;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333502C;Organisme de formation-Centre de formation d'apprentis de la Chambre de Métiers et de l'Artisanat de Région Nouvelle-Aquitaine;NOUVELLE-AQUITAINE;42;68;69;-1;42;39;19
0333512N;Organisme de formation-Centre de formation d'apprentis IRSS Sport de Bordeaux;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333517U;Organisme de formation-Centre de formation d'apprentis de Euro Fitness Fédération de Bordeaux;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333518V;Organisme de formation-Centre de formation d'apprentis de Skills Major Pessac;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0340937J;Ecole Ruffel;OCCITANIE;48;nd;nd;nd;48;42;10
0340994W;IDELCA Business School;OCCITANIE;16;22;34;-12;16;18;66
0341024D;Organisme de formation-Centre de formation d'apprentis Municipal de la ville de Sète, Sète;OCCITANIE;41;63;58;4;41;37;22
0341493N;Organisme de formation-Centre de formation d'apprentis du BTP de l'Hérault, Montpellier;OCCITANIE;36;60;63;-3;36;39;25
0341540P;GRETA de Montpellier Littoral;OCCITANIE;32;68;69;-1;32;46;22
0341541R;Greta Hérault Ouest;OCCITANIE;10;42;54;-12;10;38;52
0341621C;CFA de l'Hérault;OCCITANIE;31;56;57;-1;31;39;30
0341674K;Institut supérieur privé Sup'Exup;OCCITANIE;18;75;67;8;18;62;20
0341728U;Institut Régional du Travail Social;OCCITANIE;19;68;67;1;19;56;25
0341821V;ESICAD, Etablissement d'enseignement technique supérieur privé;OCCITANIE;48;60;63;-3;48;31;21
0341919B;Organisme de formation-Centre de formation d'apprentis de l'Union des industries et métiers de la métallurgie, Baillargues;OCCITANIE;35;70;69;1;35;46;19
0341979S;Organisme de formation-Centre de formation d'apprentis de l'hospitalisation privée, Castelnau-Le-Lez;OCCITANIE;0;80;68;12;0;80;20
0341985Y;Organisme de formation-Centre de formation d'apprentis du Transport et Logistique AFTRAL, Pérols;OCCITANIE;18;69;66;3;18;57;25
0342005V;ZBS GROUP;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0342009Z;Organisme de formation-Centre de formation d'apprentis de l' Institut Formation Régional Industries Alimentaires Occitanie, Pérols;OCCITANIE;21;70;73;-3;21;55;24
0342180K;Organisme de formation-Centre de formation d'apprentis des travaux publics en Languedoc-Roussillon, Montpellier;OCCITANIE;42;79;76;3;42;46;12
0342189V;Keyce International Academy;OCCITANIE;32;67;58;9;32;45;23
0342217A;Organisme de formation-Centre de formation d'apprentis des Professions Sanitaires, Sociales et Médico-sociales, Montpellier;OCCITANIE;20;66;62;4;20;53;27
0342239Z;Centre de formation des apprentis des Métiers du Sport, de l'animation et du Tourisme en Occitanie;OCCITANIE;24;nd;nd;nd;nd;nd;nd
0342258V;Section d'apprentisssage Paul Bousquet;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0342261Y;Institut de Formation Continue, IFC Montpellier;OCCITANIE;17;85;73;12;17;70;13
0342306X;Centre de formation d'apprentis Sud Tourisme;OCCITANIE;20;65;57;7;20;52;28
0342307Y;Organisme de formation-Centre de formation d'apprentis de Polyvia formation Montpellier Occitanie, Baillargues;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0342318K;Organisme de formation-Centre de formation d'apprentis de Purple Campus Pérols;OCCITANIE;37;62;62;1;37;39;24
0342338G;Organisme de formation-Centre de formation d'apprentis de l'Enseignement Supérieur en Languedoc-Roussillon, Montpellier;OCCITANIE;73;71;67;4;73;19;8
0342347S;Organisme de formation-Centre de formation d'apprentis de l'Institut Régional de Formation aux Métiers de l'Artisanat de l'Hérault, Montpellier;OCCITANIE;28;53;61;-8;28;38;34
0342354Z;Association SUPEXUP, Ecoles de commerce privées;OCCITANIE;39;61;65;-4;39;37;24
0342368P;SAS Sud Campus;OCCITANIE;66;nd;nd;nd;66;21;13
0342384G;Organisme de formation-Centre de formation d'apprentis des Transports en Commun, Montpellier;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0342419V;Pigier Performance, Etablissement d'enseignement technique supérieur privé;OCCITANIE;35;71;63;7;35;46;19
0342426C;Alkas Formation;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0342427D;Organisme de formation-Centre de formation d'apprentis de Centre Supérieur d'Administrtion et de Management des Entreprises Sup, Montpellier;OCCITANIE;49;51;57;-6;49;26;25
0342428E;Organisme de formation-Centre de formation d apprentis du Groupe Alternance Montpellier, Montpellier;OCCITANIE;50;58;60;-1;50;29;21
0342429F;Organisme de formation-Centre de formation d apprentis de A2A Formation, Montpellier;OCCITANIE;65;nd;nd;nd;65;12;23
0342430G;Organisme de formation-Centre de formation d apprentis de Association les Cavaliers des Trois Fontaines, Le Pouget;OCCITANIE;41;47;56;-9;41;27;32
0342432J;Organisme de formation-Centre de formation d'apprentis de l'Institut Régional de Formation pour Adultes, Montpellier;OCCITANIE;11;53;49;4;11;47;42
0342433K;Organisme de formation-Centre de formation d apprentis de l'Institut des Métiers Network, Lattes;OCCITANIE;26;43;54;-11;26;32;42
0342435M;Organisme de formation-Centre de formation d apprentis de l'Organisme de Formation par l'Insertion l'Accompagnement et la Qualification, Montpellier;OCCITANIE;10;65;59;6;10;59;31
0342440T;Organisme de formation-Centre de formation d'apprentis  de Diginamic, Montpellier;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0342444X;Organisme de formation-Centre de formation d'apprentis  de Passerelles Scop SA, Montpellier;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0342449C;Organisme de formation-Centre de formation d'apprentis Centre de Formation et de Promotion des MFR Garrigues du Pic St Loup, Claret;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0342454H;Organisme de formation-Centre de formation d'apprentis de SARL Perform Coiffure, Montpellier;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0342456K;Organisme de formation-Centre de formation d'apprentis de Institut Catholique Formation Alternance, Montpellier;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0342457L;Organisme de formation-Centre de formation d'apprentis de la Fondation INFA, Montpellier;OCCITANIE;9;55;56;-1;9;50;41
0342459N;Organisme de formation-Centre de formation d'apprentis de l'Ifolog Méditerranée, Montpellier;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0342462S;Organisme de formation-Centre de formation d'apprentis de l'INSTitut d'Education Permanente Occitanie Léo Lagrange, Montpellier;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0342465V;Organisme de formation-Centre de formation d'apprentis de Royer Robin Associés, Montpellier;OCCITANIE;30;nd;nd;nd;30;55;15
0342473D;Organisme de formation-Centre de formation d'apprentis de l'Ecole Dentaire Française - Ecole Supérieure d'Assistanat Dentaire, Béziers;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0350936C;Université Rennes 1;BRETAGNE;87;78;66;12;87;10;3
0350998V;CFA CMA Bretagne - Faculté des Métiers Bruz;BRETAGNE;44;72;71;1;44;40;16
0351002Z;CFA Bâtiment 35;BRETAGNE;43;72;71;0;43;41;16
0351884H;CFA de la CCI d'Ille-et-Vilaine Faculté des métiers;BRETAGNE;34;70;68;1;34;46;20
0351972D;Maison Familiale Rurale de Montauban;BRETAGNE;33;79;76;3;33;53;14
0351974F;Maison Familiale Rurale de Messac;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0351976H;Maison Familiale Rurale de Saint-Grégoire;BRETAGNE;34;71;67;4;34;47;19
0351978K;Maison Familiale Rurale de Saint-Aubin d'Aubigne;BRETAGNE;47;nd;nd;nd;47;23;30
0351980M;CFA de l'Union nationale des industries de carrières et matériaux;BRETAGNE;40;67;78;-11;40;40;20
0352025L;Maison Familiale Rurale de Fougères;BRETAGNE;26;84;76;8;26;62;12
0352026M;Maison Familiale Rurale de Janze;BRETAGNE;60;nd;nd;nd;60;23;17
0352027N;Maison Familiale Rurale de Baulon;BRETAGNE;14;62;60;2;14;53;33
0352028P;Maison Familiale Rurale de Saint-Méen-le-Grand;BRETAGNE;45;59;67;-8;45;32;23
0352193U;CFA DE ST AUBIN DU CORMIER;BRETAGNE;30;75;65;10;30;52;18
0352356W;CFA des Compagnons du Devoir;BRETAGNE;45;68;71;-3;45;37;18
0352382Z;AFTEC Rennes;BRETAGNE;45;69;69;0;45;38;17
0352449X;CFA Propreté INHNI;BRETAGNE;33;64;62;2;33;43;24
0352475A;OF CFA MFU Bretagne;BRETAGNE;20;74;68;6;20;59;21
0352490S;OF-CFA SOGESTE - ESCCOT;BRETAGNE;53;74;69;5;53;35;12
0352494W;CENTRE DE FORMATION PROFESSIONNELLE ET DE PROMOTION AGRICOLE;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0352495X;CPSA de Combourg;BRETAGNE;7;78;70;7;7;72;21
0352496Y;CFA  Apprendre et se Former en TRAnsport et Logistique;BRETAGNE;3;94;82;12;3;91;6
0352512R;Maison Familiale Rurale de Montfort-sur-Meu;BRETAGNE;10;83;78;4;10;74;16
0352579N;CFA PROMOTRANS;BRETAGNE;40;67;73;-6;40;40;20
0352710F;Institut national supérieur de Commerce, des Affaires et du Management - Groupe ESCCOT;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0352715L;CFA AGAEAPB;BRETAGNE;33;70;70;0;33;47;20
0352758H;Buroscope Ecole privée;BRETAGNE;19;55;62;-7;19;45;36
0352822C;Totem Formation;BRETAGNE;46;73;71;2;46;40;14
0352856P;Greta-CFA Est-Bretagne;BRETAGNE;47;76;76;0;47;40;13
0352862W;CFA du Sport Bretagne;BRETAGNE;15;65;63;2;15;55;30
0352864Y;CFA Institut Managérial Supérieur de Commerce et de Formation;BRETAGNE;47;nd;nd;nd;47;44;9
0352906U;Alticome Formation;BRETAGNE;47;67;69;-3;47;35;18
0352937C;CFA du lycée privé Ozanam;BRETAGNE;56;93;81;12;56;41;3
0352938D;CFA du lycée privé De la Salle;BRETAGNE;27;70;76;-6;27;51;22
0352947N;OF - CFA CLPS Le Rheu;BRETAGNE;42;67;57;10;42;39;19
0352948P;OF - CFA ASCOR - Rennes;BRETAGNE;13;57;64;-7;13;50;37
0352949R;OF - CFA Optima Vezin;BRETAGNE;8;68;66;2;8;62;30
0352952U;OF - CFA Lodima Ouest Bruz;BRETAGNE;35;68;65;4;35;45;20
0352954W;OF - CFA IBEP;BRETAGNE;15;60;61;-1;15;51;34
0352963F;CFA ABSkill I Cesson-Sévigné;BRETAGNE;81;nd;nd;nd;81;13;6
0352973S;CFA Kiwi Institute - Rennes;BRETAGNE;10;58;56;2;10;52;38
0352978X;CFA IRSS Santé Profilsup;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0352983C;CFA IRSS SPORT RENNES;BRETAGNE;19;69;64;6;19;56;25
0352985E;CFA des Préparateurs en Pharmacie 35 Rennes;BRETAGNE;18;85;80;5;18;70;12
0352986F;CFA Key Form - Solutions Rennes;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0352988H;CFA Les Sommeliers-Cavistes Vitré;BRETAGNE;3;74;64;9;3;71;26
0352990K;CFA Evocime Formations comportementales;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0352997T;CFA PROMOTRANS FPC Noyal-Chatillon s/Seiche;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0353005B;CFA du Groupe AFTEC - Rennes;BRETAGNE;2;3;15;-12;2;3;95
0353009F;CFA de l'IHECF - Bruz;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0353031E;CFA Formation Avenir professionnel - Saint-Malo;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0353053D;Bâtiment CFA Bretagne;BRETAGNE;38;75;74;2;38;46;16
0360548A;Organisme de formation-Centre de formation d'apprentis de CMA REGION VAL DE LOIRE-Châteauroux;CENTRE-VAL DE LOIRE;42;68;65;3;42;40;18
0360766M;OF CFA de l'Indre;CENTRE-VAL DE LOIRE;34;76;71;6;34;50;16
0360777Z;Organisme de formation-Centre de formation d'apprentis de la CCI de l'Indre -Châteauroux;CENTRE-VAL DE LOIRE;53;65;66;-1;53;31;16
0360864U;Organisme de formation-Centre de formation d'apprentis IBS CHATEAUROUX;CENTRE-VAL DE LOIRE;nd;nd;nd;nd;nd;nd;nd
0370759Z;Ecole secondaire professionnelle privée IST;CENTRE-VAL DE LOIRE;nd;nd;nd;nd;nd;nd;nd
0370811F;Organisme de formation-Centre de formation d'apprentis de CMA REGION VAL DE LOIRE-Joué les Tours;CENTRE-VAL DE LOIRE;43;73;68;4;43;41;16
0370825W;organisme de formation-Centre de formation d'apprentis de La Cité des Formations - Tours;CENTRE-VAL DE LOIRE;29;69;68;1;29;49;22
0370983T;Organisme de formation-Centre de formation d'apprentis de CFA MFEO - SORIGNY;CENTRE-VAL DE LOIRE;36;90;78;12;36;58;6
0371253L;Maison Familiale Rurale de Tours;CENTRE-VAL DE LOIRE;nd;nd;nd;nd;nd;nd;nd
0371256P;Maison Familiale Rurale de Neuvy-le-Roi;CENTRE-VAL DE LOIRE;nd;nd;nd;nd;nd;nd;nd
0371384D;Ecole Tourangelle Supérieure (ETS);CENTRE-VAL DE LOIRE;32;nd;nd;nd;32;55;13
0371395R;Maison Familiale Rurale d'Azay-le-Rideau;CENTRE-VAL DE LOIRE;nd;nd;nd;nd;nd;nd;nd
0371409F;Maison Familiale Rurale du Val de l'Indre à Noyant de Touraine;CENTRE-VAL DE LOIRE;36;68;67;1;36;43;21
0371436K;Tours Fondettes Agrocampus;CENTRE-VAL DE LOIRE;31;63;67;-4;31;43;26
0371437L;Organisme de formation-Centre de formation d'apprentis des Compagnons du Devoir -Tours;CENTRE-VAL DE LOIRE;50;70;72;-2;50;35;15
0371461M;CA.R.T.I.F.;CENTRE-VAL DE LOIRE;28;62;67;-5;28;45;27
0371486P;Maison Familiale Rurale de Loches;CENTRE-VAL DE LOIRE;nd;nd;nd;nd;nd;nd;nd
0371495Z;I.S.C.B. - Institut Supérieur de Commerce et de Bureautique;CENTRE-VAL DE LOIRE;49;83;71;12;49;42;9
0371514V;Centre de Formation d'Apprentis des Métiers des Industries Pharmaceutiques et Cosmétologiques;CENTRE-VAL DE LOIRE;45;53;65;-12;45;29;26
0371515W;Organisme de formation-Centre de formation d'apprentis de INHNI - Tours;CENTRE-VAL DE LOIRE;31;56;63;-7;31;39;30
0371561W;Organisme de formation d'apprentis de l'Académie de la coiffure de Touraine - TOURS;CENTRE-VAL DE LOIRE;53;40;52;-12;53;19;28
0371682C;Institut Professionnel des Métiers du Sport;CENTRE-VAL DE LOIRE;17;57;68;-11;17;47;36
0371685F;Organisme de formation-Centre de formation d'apprentis de la MFEO BOURGUEILF-CFA MFEO Bourgueil;CENTRE-VAL DE LOIRE;4;57;56;0;4;54;42
0371700X;Alternance Touraine;CENTRE-VAL DE LOIRE;32;67;68;-2;32;45;23
0371701Y;Organisme de formation-Centre de formation d'apprentis-SAINT GATIEN LA SALLE JOUE-LES-TOURS;CENTRE-VAL DE LOIRE;55;97;85;12;55;43;2
0371713L;Ecole de formation initiale de l'industrie pharmaceutique - EFIIP Groupe IMT;CENTRE-VAL DE LOIRE;38;68;73;-5;38;42;20
0371761N;Organisme de formation-Centre de formation d'apprentis de PROMOTRANS JOUE-LES-TOURS;CENTRE-VAL DE LOIRE;nd;nd;nd;nd;nd;nd;nd
0371792X;Centre Européen de Formation informatique et du Multimédia de Tours;CENTRE-VAL DE LOIRE;39;nd;nd;nd;39;36;25
0371793Y;Organisme de formation-Centre de formation d'apprentis AFTRAL PARCAY-MESLAY;CENTRE-VAL DE LOIRE;16;79;71;8;16;67;17
0371796B;OF-CFA-ANTEE FORMATION;CENTRE-VAL DE LOIRE;18;65;62;3;18;54;28
0371798D;Organisme de formation-Centre de formation d'apprentis IRSS SPORT LA RICHE;CENTRE-VAL DE LOIRE;21;80;68;12;21;63;16
0371799E;Organisme de formation-Centre de formation d'apprentis IRSS SANTE PROFILSUP;CENTRE-VAL DE LOIRE;nd;nd;nd;nd;nd;nd;nd
0371800F;Organisme de formation d'apprentis de J L A FORMATION FONDETTES;CENTRE-VAL DE LOIRE;28;71;66;5;28;51;21
0381861S;Organisme de formation-Centre de formation d'apprentis d'IMT-Grenoble;AUVERGNE-RHONE-ALPES;34;74;70;3;34;49;17
0382050X;Ecole Supérieure Faugier Grenoble;AUVERGNE-RHONE-ALPES;52;83;71;12;52;40;8
0382275S;Organisme de formation-Centre de formation d'apprentis de la MFR Le Chalet-Saint André De Gaz;AUVERGNE-RHONE-ALPES;49;72;76;-3;49;37;14
0382432M;Maison Familiale Rurale La Grive Bourgoin-Jallieu;AUVERGNE-RHONE-ALPES;42;61;57;4;42;36;22
0382433N;Maison Familiale Rurale d'Eyzin-Pinet;AUVERGNE-RHONE-ALPES;41;77;70;7;41;46;13
0382435R;Maison Familiale Rurale de Saint-André-le-Gaz;AUVERGNE-RHONE-ALPES;35;65;71;-6;35;42;23
0382436S;Maison Familiale Rurale Mozas Bourgoin-Jallieu;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0382437T;Maison Familiale Rurale de Coublevie;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0382439V;Maison Familiale Rurale de Chatte;AUVERGNE-RHONE-ALPES;27;64;68;-5;27;47;26
0382441X;Organisme de formation-Centre de formation d apprentis Espace Formation des Métiers de l'Artisanat - Bourgoin Jallieu;AUVERGNE-RHONE-ALPES;44;74;69;5;44;42;14
0382442Y;Organisme de formation-Centre de formation d'apprentis de MFR DE CROLLES;AUVERGNE-RHONE-ALPES;23;73;75;-2;23;56;21
0382650Z;Greta de Grenoble;AUVERGNE-RHONE-ALPES;34;71;69;2;34;47;19
0382652B;Greta Nord Isère;AUVERGNE-RHONE-ALPES;35;70;69;1;35;45;20
0382660K;Organisme de formation-Centre de formation d'apprentis d'AFTRAL-Veurey Voroize;AUVERGNE-RHONE-ALPES;19;68;69;-1;19;56;25
0382908E;Maison Familiale Rurale de Vignieu;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0382910G;Organisme de formation-Centre de formation d'apprentis d'AFTRAL-Saint Quentin Fallavier;AUVERGNE-RHONE-ALPES;18;80;74;6;18;65;17
0382938M;Maison Familiale Rurale de Moirans;AUVERGNE-RHONE-ALPES;29;88;78;10;29;63;8
0383091D;Organisme de formation-Centre de formation d'apprentis d'ADFI-Moirans;AUVERGNE-RHONE-ALPES;39;77;77;0;39;47;14
0383139F;Organisme de formation-Centre de formation d'apprentis d'IFA des Alpes-Grenoble;AUVERGNE-RHONE-ALPES;35;74;70;4;35;48;17
0383169N;Organisme de formation-Centre de formation d'apprentis de FORMASUP-Grenoble;AUVERGNE-RHONE-ALPES;78;61;66;-4;78;14;8
0383173T;Organisme de formation-Centre de formation d'apprentis d'UNICEM-Montalieu-Vercieu;AUVERGNE-RHONE-ALPES;39;80;79;1;39;49;12
0383174U;Organisme de formation-Centre de formation d'apprentis de FCR 38 Compagnons du Tour de France-Echirolles;AUVERGNE-RHONE-ALPES;40;65;73;-8;40;39;21
0383232G;Organisme de formation-Centre de formation d apprentis de MFR SAINT-EGREVE;AUVERGNE-RHONE-ALPES;31;70;75;-6;31;48;21
0383241S;QUALIFORMATION;AUVERGNE-RHONE-ALPES;29;70;64;6;29;50;21
0383249A;Organisme de formation-Centre de formation d'apprentis du BTP-Bourgoin Jallieu;AUVERGNE-RHONE-ALPES;41;66;70;-4;41;39;20
0383332R;Organisme de formation-Centre de formation d'apprentis du FIPAG-Grenoble;AUVERGNE-RHONE-ALPES;31;69;75;-7;31;47;22
0383350K;Ecole technique privée Alternance Rhône Alpes;AUVERGNE-RHONE-ALPES;37;66;68;-1;37;42;21
0383369F;CENTRE DE FORMATION CONTINUE;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0383426T;Organisme de formation-Centre de formation d'apprentis de Sports et Animations-Vienne;AUVERGNE-RHONE-ALPES;34;nd;nd;nd;nd;nd;nd
0383474V;CFP CHARMILLES;AUVERGNE-RHONE-ALPES;58;71;74;-3;58;30;12
0383514N;Organisme de formation-Centre de formation d apprentis de IPSO CAMPUS GRENOBLE;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0383545X;Organisme de formation-Centre de formation dapprentis de ECOLE SCHNEIDER ELECTRIC SAINT-MARTIN-D'HERES;AUVERGNE-RHONE-ALPES;51;82;81;1;51;40;9
0383546Y;Université Grenoble Alpes (Etablissement public expérimental);AUVERGNE-RHONE-ALPES;83;64;67;-4;83;11;6
0383548A;Organisme de formation-Centre de formation d apprentis -  ACTION CHEVAL FORMATION - GRENOBLE;AUVERGNE-RHONE-ALPES;28;63;60;3;28;45;27
0383551D;Ecole de gestion et de commerce CCI Villefontaine;AUVERGNE-RHONE-ALPES;45;86;75;11;45;47;8
0383553F;Organisme de formation - Centre de formation d'apprentis Institut de Formation du vélo-Voiron;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0383556J;Organisme de formation-Centre de formation d apprentis de G5 FORMATION - SAINT MARTN D'HERES;AUVERGNE-RHONE-ALPES;30;51;61;-10;30;36;34
0383567W;Organisme de formation-Centre de formation d'apprentis CLM Formation de Villefontaine;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0383568X;Organisme de formation-Centre de formation d'apprentis de IFPES-Les GarderieForm - Bourgoin-Jallieu;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0390799G;CFA du Jura;BOURGOGNE-FRANCHE-COMTE;40;71;69;2;40;43;17
0391038S;CFA de Montmorot;BOURGOGNE-FRANCHE-COMTE;34;62;64;-2;34;41;25
0391039T;CFA Poligny;BOURGOGNE-FRANCHE-COMTE;33;74;73;1;33;49;18
0391213G;Maison Familiale Rurale d'Amange;BOURGOGNE-FRANCHE-COMTE;21;70;61;8;21;55;24
0391236G;AFTRAL - Apprendre à se former en transport et logistique;BOURGOGNE-FRANCHE-COMTE;nd;nd;nd;nd;nd;nd;nd
0391238J;Trajectoire formations techniques;BOURGOGNE-FRANCHE-COMTE;nd;nd;nd;nd;nd;nd;nd
0400100S;Site de formation d'apprentis de la chambre des métiers et de l'artisanat de région Nouvelle Aquitaine CFA des métiers et de l'artisanat des Landes;NOUVELLE-AQUITAINE;44;66;66;0;44;37;19
0400751Z;Organisme de formation-Centre de formation d'apprentis du bâtiment et des travaux publics des Landes;NOUVELLE-AQUITAINE;43;71;68;3;43;40;17
0400753B;Maison Familiale Rurale de Castelnau-Chalosse;NOUVELLE-AQUITAINE;50;nd;nd;nd;50;32;18
0400780F;Organisme de formation-Centre de formation d'apprentis des Industries du Bois;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0400800C;Maison Familiale Rurale de Oeyreluy;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0400802E;Maison Familiale Rurale de Pontonx-sur-l'Adour;NOUVELLE-AQUITAINE;37;75;64;11;37;48;15
