n°UAI de l'établissement;Libellé de l'établissement;Région;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études ;Part en emploi 6 mois après la sortie ;Part des autres situations 
0281182H;Site de formation d'apprentis de Innov'Educ-Wild Code School-La Loupe;CENTRE-VAL DE LOIRE;nd;nd;nd;nd;nd;nd;nd
0290346U;Université de Brest;BRETAGNE;68;nd;nd;nd;68;25;7
0291596C;Maison Familiale Rurale de Poullan-sur-Mer;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0291601H;Maison Familiale Rurale de Saint-Renan;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0291603K;Maison Familiale Rurale de Pleyben;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0291604L;Maison Familiale Rurale de Plabennec;BRETAGNE;35;71;68;3;35;46;19
0291790N;Maison Familiale Rurale de Lesneven;BRETAGNE;11;78;74;4;11;69;20
0291792R;IFAC-CCI MBO Campus des métiers;BRETAGNE;39;68;69;-1;39;42;19
0291815R;Maison Familiale Rurale de Plounévez-Lochrist;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0291842V;Maison Familiale Rurale du Le Faou;BRETAGNE;45;nd;nd;nd;45;39;16
0291843W;Maison Familiale Rurale de Landivisiau;BRETAGNE;52;nd;nd;nd;52;19;29
0291844X;Maison Familiale Rurale d'Elliant;BRETAGNE;51;74;73;1;51;36;13
0291915Z;CFA CMA Bretagne - Campus de Quimper;BRETAGNE;41;67;67;0;41;40;19
0291961Z;Maison Familiale Rurale de Morlaix;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0292009B;CFA DE HANVEC;BRETAGNE;34;65;72;-7;34;42;24
0292038H;CFA AFTRAL Ergué-Gabéric;BRETAGNE;21;74;75;-1;21;59;20
0292039J;Ecole technique privée ESCAM;BRETAGNE;23;76;69;7;23;59;18
0292159P;CFA Institut nautique Concarneau;BRETAGNE;9;56;67;-10;9;51;40
0292167Y;INSTITUT SUPERIEUR DE FORMATION FRUITS ET LEGUMES;BRETAGNE;51;79;70;9;51;39;10
0292194C;Institut de formation régionale des Industries agro-alimentaires Ouest;BRETAGNE;41;80;78;2;41;47;12
0292327X;Greta-CFA de Bretagne occidentale;BRETAGNE;34;76;73;4;34;50;16
0292351Y;CFA EMBA Business School CCI-MBO Quimper;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0292374Y;OF - CFA AFTRAL Brest;BRETAGNE;17;65;73;-7;17;54;29
0292377B;CFA Nautisme en Bretagne;BRETAGNE;35;52;64;-12;35;33;32
0292381F;CFA EXAOUEST Quimper;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0292382G;CFA Initiatives Formation Pont-de-Buis;BRETAGNE;60;76;64;12;60;30;10
0292384J;CFA ITC-MTV QUIMPER;BRETAGNE;15;79;73;5;15;67;18
0292386L;CFA IRSS Santé ProfilSup - Antenne de Brest;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0292387M;CFA IFPS Quimper Cornouaille;BRETAGNE;4;73;77;-4;4;70;26
0292388N;CFA IRSS SPORT BREST;BRETAGNE;20;73;69;4;20;58;22
0292391S;CFA Formations Equitation Finistère - Saint-Thois;BRETAGNE;35;62;64;-3;35;40;25
0292401C;CFA du Brest Open Campus;BRETAGNE;50;nd;nd;nd;50;38;12
0292413R;CFA ITC Gouesnou;BRETAGNE;11;88;76;12;11;78;11
0292425D;OF - CFA Lodima Ouest Quimper;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0301330H;Maison Familiale Rurale Petite Camargue Gallargues;OCCITANIE;31;72;60;12;31;50;19
0301365W;Greta du Gard et de la Lozère;OCCITANIE;31;66;70;-4;31;45;24
0301430S;Maison Familiale Rurale de Castillon-du-Gard;OCCITANIE;20;54;57;-3;20;43;37
0301431T;Maison Familiale Rurale de Marguerittes;OCCITANIE;41;60;69;-9;41;36;23
0301432U;Maison Familiale Rurale de Vézénobres;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0301433V;Maison Familiale Rurale de Uzès;OCCITANIE;40;49;61;-12;40;29;31
0301435X;CFA du Gard;OCCITANIE;36;62;62;0;36;40;24
0301567R;Organisme de formation-Centre de formation d'apprentis des Compagnons du Devoirs et du Tour de France Languedoc-Roussillon, Nîmes;OCCITANIE;48;65;66;-2;48;34;18
0301629H;Site de formation d'apprentis du Gard de la Chambre de Métiers et de l'Artisanat de la Région Occitanie, Nîmes;OCCITANIE;39;63;61;2;39;39;22
0301649E;Organisme de formation-Centre de formation d'apprentis d'Emmanuel d'Alzon, Nîmes;OCCITANIE;43;63;68;-6;43;36;21
0301673F;Sud Formation Conseil;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0301690Z;Section d'apprentissage privée du lycée polyvalent privé de La Salle;OCCITANIE;32;90;78;12;32;61;7
0301748M;Pigier;OCCITANIE;54;nd;nd;nd;54;27;19
0301758Y;Institut pour la Formation et Conseils, IFC Alès;OCCITANIE;47;78;66;12;47;42;11
0301760A;Section d'apprentissage privée du lycée professionnel Sainte Marie;OCCITANIE;31;75;69;7;31;52;17
0301786D;Organisme de formation-Centre de formation d'apprentis des BTP du Gard, Méjannes-les-Alès;OCCITANIE;43;59;63;-4;43;34;23
0301856E;Site de formation d'apprentis du Groupe Alternance Nîmes, Nimes;OCCITANIE;46;66;64;2;46;35;19
0301875A;Organisme de formation-Centre de formation d'apprentis de Cévennes Formations, Alès;OCCITANIE;57;nd;nd;nd;57;24;19
0311192C;Ecole Vidal;OCCITANIE;30;79;67;12;30;55;15
0311257Y;Ecole de la Pradette;OCCITANIE;40;85;73;12;40;51;9
0311341P;Organisme de formation - Centre de formation d'apprentis BTP Occitanie - Sites de Toulouse et Muret;OCCITANIE;34;67;68;-1;34;44;22
0311348X;Organisme de formation - Centre de formation d'apprentis du Comminges;OCCITANIE;35;52;57;-5;35;34;31
0311357G;Organisme de formation - Centre de formation d'apprentis de la Pharmacie;OCCITANIE;18;84;85;-1;18;69;13
0311375B;Organisme de formation - Centre de formation d'apprentis Coiffure esthetique Jasmin;OCCITANIE;39;63;63;0;39;38;23
0311716X;Organisme de formation - Centre de formation d'apprentis Industrie Midi-Pyrénées;OCCITANIE;35;78;78;0;35;51;14
0311717Y;Organisme de formation - Centre de formation d'apprentis Commerce et Services;OCCITANIE;32;59;61;-3;32;40;28
0311729L;Organisme de formation - Centre de formation d'apprentis Chambre des métiers de la haute-Garonne;OCCITANIE;42;71;68;2;42;41;17
0311994Z;Greta Midi-Pyrénées Centre;OCCITANIE;14;65;66;-1;14;56;30
0312058U;Maison Familiale Rurale de Mane;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0312135C;ESARC Evolution Toulouse;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0312186H;INSTITUT ROUSSEAU;OCCITANIE;66;67;66;1;66;23;11
0312211K;Institut Supérieur Technique privé d'Enseignement  et de Formation Toulouse;OCCITANIE;64;73;70;3;64;26;10
0312239R;Organisme de formation - Centre de formation d'apprentis Compagnons du devoir et du Tour de France;OCCITANIE;45;66;68;-3;45;36;19
0312240S;Organisme de formation - Centre de formation d'apprentis AFTRAL Transport et Logistique;OCCITANIE;20;82;77;5;20;66;14
0312330P;Centre de formation des apprentis agricole Piémont-Pyrénées   EPLA de Saint-Gaudens;OCCITANIE;28;58;62;-4;28;42;30
0312331R;CFA Toulouse Auzeville;OCCITANIE;17;74;69;4;17;61;22
0312332S;Centre de formation d'apprentis Campus IGS;OCCITANIE;51;71;68;3;51;35;14
0312344E;Ecole technique privée Grand Sud Formation Toulouse;OCCITANIE;24;60;60;0;24;45;31
0312499Y;Mission formation continue et apprentissage Université Toulouse 3;OCCITANIE;70;67;69;-1;70;20;10
0312504D;Organisme de formation - Centre de formation d'apprentis Fédération compagnonique régionale Occitanie;OCCITANIE;38;71;71;0;38;44;18
0312505E;INSTITUT DE FORMATION REGIONAL  DES INDUSTRIES ALIMENTAIRES OCCITANIE Antenne de Toulouse  (IFRIA OCCITANIE);OCCITANIE;54;nd;nd;nd;54;32;14
0312550D;Institut pour la PRomotion des Etudes Sanitaires et Sociales (centre IPRESS);OCCITANIE;7;66;66;0;7;61;32
0312563T;Institut Supérieur d'Optique Toulouse;OCCITANIE;66;71;74;-3;66;24;10
0312606P;Organisme de formation - Centre de formation d'apprentis Métier du travail social;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0312608S;Section d'apprentissage privée du lycée professionnel privé AIRBUS Toulouse;OCCITANIE;44;93;81;12;44;52;4
0312677S;Organisme de formation - Centre de fomation d'apprentis Promotrans;OCCITANIE;51;45;57;-12;51;22;27
0312694K;Organisme de formation - Centre de formation d'apprentisde la propreté INHNI;OCCITANIE;38;58;58;0;38;36;26
0312713F;Section d'apprentissage université de Toulouse 2 Jean Jaurès;OCCITANIE;75;nd;nd;nd;75;11;14
0312723S;ESICAD - Centre de Toulouse;OCCITANIE;50;59;65;-5;50;30;20
0312727W;Ecole Technique Privée ISSEC PIGIER - Sections Post-BTS;OCCITANIE;55;72;68;4;55;33;12
0312738H;Organisme de formation - Centre de formation d'apprentis ASPECT Occitanie;OCCITANIE;63;63;64;-1;63;24;13
0312755B;Organisme de formation - Centre de formation d'apprentis MIDISUP;OCCITANIE;87;nd;nd;nd;nd;nd;nd
0312838S;Ecole Technique Privée hors contrat - ADEFI Formation;OCCITANIE;66;65;66;-2;66;22;12
0312859P;Organisme de formation - Centre de formation d'apprentis FORMAPOSTE;OCCITANIE;37;63;61;3;37;40;23
0312895D;Section d'apprentissage de l'Institut de Formation, Recherche, Animation, Sanitaire et Social;OCCITANIE;4;87;77;10;4;84;12
0312899H;Greta Midi-Pyrénées Sud;OCCITANIE;23;73;64;9;23;56;21
0312912X;Centre de formation d'apprentis de l'académie de Toulouse;OCCITANIE;42;70;72;-1;42;41;17
0312945H;Organisme de formation - Centre de formation d'apprentis UNICEM OCCITANIE;OCCITANIE;40;75;74;1;40;45;15
0312984A;Organisme de foramtion - Centre de formation d'apprentis ADRAR - RAMONVILLE ST AGNE;OCCITANIE;14;62;62;1;14;54;32
0312985B;Organisme de foramtion - Centre de formation d'apprentis CEPFOR - LABEGE;OCCITANIE;14;74;66;8;14;64;22
0312986C;Organisme de foramtion - Centre de formation d'apprentis TEMANA - COLOMIERS;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0312988E;Organisme de foramtion - Centre de formation d'apprentis Euroformation Sud - Toulouse;OCCITANIE;57;71;59;12;57;31;12
0312991H;Organisme de foramtion - Centre de formation d'apprentis Loisirs Education et Citoyenneté formation;OCCITANIE;100;nd;nd;nd;100;0;0
0312994L;Organisme de foramtion - Centre de formation d'apprentis JEKA - FORMATION;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0312997P;Organisme de foramtion - Centre de formation d'apprentis CCPU;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0312998R;Organisme de foramtion - Centre de formation d'apprentis INNOVISTA;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0313002V;Organisme de formation - Centre de formation d'apprentis SARL AMIPY - Groupe alternance Toulouse;OCCITANIE;42;51;61;-10;42;30;28
0313003W;Organisme de foramtion - Centre de formation d'apprentis Institut Supérieur Vidal;OCCITANIE;61;57;60;-3;61;22;17
0313005Y;Organisme de foramtion - Centre de formation d'apprentis AP FORMATION;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0313006Z;Organisme de formation centre de formation d'apprentis ABC FORMATION;OCCITANIE;33;nd;nd;nd;33;38;29
0313007A;Organisme de foramtion - Centre de formation d'apprentis Centre de Formation Apprentissage et Perfectionnement;OCCITANIE;30;65;65;0;30;45;25
0313009C;Organisme de foramtion - Centre de formation d'apprentis PROSFORMA;OCCITANIE;31;48;57;-9;31;33;36
0313012F;Organisme de foramtion - Centre de formation d'apprentis SUD ERKA;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0313013G;Organisme de foramtion - Centre de formation d'apprentis SAS IFCDis Groupe;OCCITANIE;16;47;54;-6;16;40;44
0313021R;Organisme de foramtion - Centre de formation d'apprentis MFR TOULOUSE NORD;OCCITANIE;25;nd;nd;nd;25;29;46
0313022S;Organisme de foramtion - Centre de formation d'apprentis CVIFS;OCCITANIE;47;44;56;-12;47;23;30
0313023T;Organisme de foramtion - Centre de formation d'apprentis INCM;OCCITANIE;28;64;65;-1;28;46;26
0313028Y;Organisme de foramtion - Centre de formation d'apprentis Aubry Coiffure - Esthétique;OCCITANIE;50;59;54;6;50;30;20
0313030A;Organisme de foramtion - Centre de formation d'apprentis ESAD;OCCITANIE;1;85;73;12;1;84;15
0313031B;Organisme de foramtion - Centre de formation d'apprentis Axio-Lution;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0313032C;Organisme de foramtion - Centre de formation d'apprentis AMS GRAND SUD;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0313034E;Organisme de foramtion - Centre de formation d'apprentis EUROPHENIX;OCCITANIE;51;76;64;12;51;37;12
0313035F;Organisme de formation - Centre de formation d'apprentis ECOLE TOULOUSAINE D'ESTHETIQUE;OCCITANIE;33;nd;nd;nd;33;25;42
0313036G;Organisme de formation - Centre de formation d'apprentis IDGEO;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0313039K;Organisme de formation - Centre de formation d'apprentis 2L FORMATIONS;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0313041M;Organisme de formation - Centre de formation d'apprentis PROMOTRANS FORMATION PROFESSIONNELLE CONTINUE;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0313042N;Organisme de formation - Centre de formation d'apprentis CFPCT ASSOCIATION;OCCITANIE;86;nd;nd;nd;86;11;3
0313071V;Organisme de formation - Centre de formation d'apprentis UNLEARN;OCCITANIE;3;57;59;-2;3;55;42
0313088N;Organisme de formation - Centre de formation d'apprentis EIRL BONIN CAMILLE - PROGRESSONS FORMATION;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0313090R;Organisme de formation - Centre de formation d'apprentis G7 SOLUTION;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0320542R;Organisme de formation - Centre de formation d'apprentis Chambre des métiers du Gers;OCCITANIE;47;69;69;0;47;37;16
0320663X;Maison Familiale Rurale de Cologne;OCCITANIE;29;nd;nd;nd;29;42;29
0320677M;Centre de formation d'Apprentis Agricole du Gers;OCCITANIE;45;64;65;-2;45;35;20
0320684V;CFPPA DU GERS;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0320745L;Organisme de formation - Centre de formation d'apprentis CCI FORMATION GERS;OCCITANIE;20;67;63;4;20;53;27
0320753V;Organisme de formation - Centre de formation d'apprentis L'ECOLE DE LA PERFORMANCE;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0330174K;Maison Familiale Rurale Saint-Trelody - Lesparre;NOUVELLE-AQUITAINE;23;40;52;-12;23;31;46
0330175L;Maison Familiale Rurale de Saint-Yzans - Médoc;NOUVELLE-AQUITAINE;40;nd;nd;nd;40;20;40
0330176M;Maison Familiale Rurale de Blaye;NOUVELLE-AQUITAINE;17;60;66;-5;17;50;33
0330207W;Institut Régional du Travail Social Nouvelle-Aquitaine;NOUVELLE-AQUITAINE;4;83;71;12;4;79;17
0331708C;Organisme de formation-Centre de formation d'apprentis Bassin formation Cobas de La Teste de Buch;NOUVELLE-AQUITAINE;38;67;64;4;38;41;21
0331712G;Organisme de formation-Centre de formation d'apprentis Hygie Formations Pharmacie d'Aquitaine;NOUVELLE-AQUITAINE;16;83;84;-1;16;70;14
0332197J;Organisme de formation-Centre de formation d'apprentis du BTP de la Gironde de Blanquefort;NOUVELLE-AQUITAINE;36;68;67;1;36;44;20
0332291L;Centre hospitalier universitaire de Bordeaux;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0332471G;Maison Familiale Rurale des Eglisottes;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0332472H;Maison Familiale Rurale de La Sauve;NOUVELLE-AQUITAINE;27;45;57;-12;27;33;40
0332473J;Maison Familiale Rurale de Vayres;NOUVELLE-AQUITAINE;37;73;68;5;37;46;17
0332551U;Organisme de formation-Centre de formation d'apprentis du transport et de la logistique Aquitaine (AFTRAL);NOUVELLE-AQUITAINE;24;71;67;4;24;54;22
0332709R;CFA de la Gironde;NOUVELLE-AQUITAINE;30;58;64;-6;30;40;30
0332813D;Organisme de formation-Centre de formation d'apprentis Campus du lac Bordeaux;NOUVELLE-AQUITAINE;36;60;64;-3;36;39;25
0332814E;Organisme de formation-Centre de Formation d'apprentis de l'industrie (CFAI) Aquitaine;NOUVELLE-AQUITAINE;37;74;72;2;37;47;16
0332820L;Greta-CFA d'Aquitaine;NOUVELLE-AQUITAINE;39;71;70;1;39;43;18
0332882D;Organisme de formation-Centre de formation d'apprentis compagnons du devoir de Bordeaux;NOUVELLE-AQUITAINE;45;68;68;0;45;37;18
0332935L;Ecole secondaire professionnelle privée Formasup Campus;NOUVELLE-AQUITAINE;56;nd;nd;nd;56;31;13
0333000G;Organisme de formation-Centre de formation d'apprentis INHNI Propreté;NOUVELLE-AQUITAINE;38;74;62;11;38;46;16
0333016Z;NOSCHOOL;NOUVELLE-AQUITAINE;59;55;62;-7;59;23;18
0333114F;Organisme de formation-Centre de formation d'apprentis Formaposte Midi Atlantique;NOUVELLE-AQUITAINE;31;69;63;6;31;47;22
0333123R;Organisme de formation-Centre de formation d'apprentis IFRIA Nouvelle Aquitaine;NOUVELLE-AQUITAINE;49;71;73;-3;49;36;15
0333130Y;Organisme de formation-Centre de formations d'apprentis maison de la promotion sociale - Métiers de l'environnement;NOUVELLE-AQUITAINE;38;nd;nd;nd;38;33;29
0333131Z;Organisme de formation - Centre de formation d'apprentis Multimétiers de la Haute Gironde;NOUVELLE-AQUITAINE;34;58;63;-5;34;38;28
0333135D;Organisme de formation-Centre de formation d'apprentis sport, animation Nouvelle Aquitaine;NOUVELLE-AQUITAINE;24;65;63;2;24;49;27
0333158D;Maison Familiale Rurale de Gironde;NOUVELLE-AQUITAINE;5;48;57;-9;5;45;50
0333199Y;Organisme de formation-Centre de formation d'apprentis ASPECT Aquitaine;NOUVELLE-AQUITAINE;37;67;68;-2;37;42;21
0333200Z;Organisme de formation-Centre de formation d'apprentis groupement professionnel de formation de l'hospitalisation privée Nouvelle Aquitaine (GPFHP);NOUVELLE-AQUITAINE;4;71;70;1;4;68;28
0333203C;L'institut des métiers du notariat de Bordeaux;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333215R;Institut international Image - Son 3IS;NOUVELLE-AQUITAINE;20;29;41;-12;20;23;57
0333233K;Altea formation;NOUVELLE-AQUITAINE;59;66;67;-2;59;27;14
0333240T;Organisme de formation-Centre de formation d'apprentis Fédération compagnonnique des métiers du batiment de Floirac;NOUVELLE-AQUITAINE;41;62;65;-3;41;36;23
0333246Z;Institut supérieur d'optique;NOUVELLE-AQUITAINE;65;77;76;2;65;27;8
0333326L;Kedge Business School - Campus de Bordeaux - Siège social;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333335W;Organisme de formation-Centre de formation d'apprentis Ducretet Nouvelle-Aquitaine;NOUVELLE-AQUITAINE;20;68;66;2;20;54;26
0333400S;organisme de formation-centre de formation d'apprentis - université de bordeaux;NOUVELLE-AQUITAINE;81;74;67;7;81;14;5
0333405X;Ecole technique privée Pigier Performance;NOUVELLE-AQUITAINE;47;68;64;4;47;36;17
0333435E;Cafa formations;NOUVELLE-AQUITAINE;35;62;61;1;35;41;24
0333437G;Organisme de formation-Centre de formation d'apprentis Groupe Conseil Ingenierie Formation Bègles;NOUVELLE-AQUITAINE;35;63;61;2;35;41;24
0333438H;Organisme de formation-Centre de formations d'apprentis STADE FORMATION ARTIGUES PRES BORDEAUX;NOUVELLE-AQUITAINE;20;58;62;-5;20;46;34
0333439J;organisme de formation - centre de formation d'apprentis formation insertion développement des ressources humaines bordeaux;NOUVELLE-AQUITAINE;36;nd;nd;nd;36;52;12
0333440K;organisme de formation-centre de formation d'apprentis ifp bordeaux;NOUVELLE-AQUITAINE;50;65;65;0;50;32;18
0333441L;formations d'aki 10 - formadkle;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333444P;organisme de formation-centre de formation d'apprentis IPCEM Bordeaux;NOUVELLE-AQUITAINE;61;67;69;-3;61;26;13
0333446S;organisme de formation-centre de formation d'apprentis scribtel formation mérignac;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333450W;organisme de formation-centre de formation d'apprentis fondation infa de Bordeaux;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333452Y;organisme de formation-centre de formation d'apprentis form'aqui bruges;NOUVELLE-AQUITAINE;6;44;56;-12;6;42;52
0333453Z;organisme de formation-centre de formation d'apprentis modula formation bruges;NOUVELLE-AQUITAINE;51;87;75;12;51;43;6
0333457D;organisme de formation-centre de formation d'apprentis institut de formation et de conseils en gestion de carrières cenon;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333459F;organisme de formation-centre de formation d'apprentis 3ie bordeaux;NOUVELLE-AQUITAINE;22;nd;nd;nd;22;57;21
0333460G;organisme de formation-centre de formation d'apprentis institut d'enseignement supérieur technique bordeaux;NOUVELLE-AQUITAINE;58;59;68;-8;58;25;17
0333463K;organisme de formation-centre de formation d'apprentis ACF Alternance Conseil Formation bordeaux;NOUVELLE-AQUITAINE;26;65;67;-2;26;48;26
0333469S;organisme de formation-centre de formation d'apprentis m.partn'hair bordeaux;NOUVELLE-AQUITAINE;45;72;67;5;45;39;16
0333470T;organisme de formation-centre de formation d'apprentis institut gt bassens;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333472V;organisme de formation-centre de formation d'apprentis symphonie accompagnements cfa grand âge et dépendance de cenon;NOUVELLE-AQUITAINE;27;54;56;-2;27;39;34
0333476Z;organisme de formation-centre de formation d'apprentis isteg mérignac;NOUVELLE-AQUITAINE;52;36;48;-12;52;17;31
0333477A;organisme de formation-centre de formation d'apprentis g2c agathe prepa Bordeaux;NOUVELLE-AQUITAINE;11;76;70;6;11;68;21
0333498Y;Organisme de formation-Centre de formation d'apprentis Fondation INFA - Carcans;NOUVELLE-AQUITAINE;7;53;57;-4;7;49;44
0333499Z;Organisme de formation-Centre de formation d'apprentis SAS PROMOTRANS FPC;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333500A;Organisme de formation-Centre de formation d'apprentis Evocime Formations Comportementales de Bègles;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333502C;Organisme de formation-Centre de formation d'apprentis de la Chambre de Métiers et de l'Artisanat de Région Nouvelle-Aquitaine;NOUVELLE-AQUITAINE;43;67;67;0;43;38;19
0333512N;Site de formation d'apprentis IRSS Sport de Bordeaux;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333517U;Organisme de formation-Centre de formation d'apprentis de Euro Fitness Fédération de Bordeaux;NOUVELLE-AQUITAINE;19;49;61;-12;19;40;41
0333518V;Organisme de formation-Centre de formation d'apprentis de Skills Major Pessac;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333519W;Organisme de formation-Centre de formation d'apprentis Boulevard des Potes Bordeaux;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333553H;Organisme de formation-Centre de formation d'apprentis Aftral de Bassens;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333554J;Organisme de formation-Centre de formation d'apprentis Aftral de Blanquefort;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0333555K;Organisme de formation-Centre de formation d'apprentis Aérocampus Aquitaine de Latresne;NOUVELLE-AQUITAINE;2;95;83;12;2;92;6
0340937J;Ecole Ruffel;OCCITANIE;43;46;58;-12;43;26;31
0340994W;IDELCA Business School;OCCITANIE;36;19;31;-12;36;12;52
0341024D;Organisme de formation-Centre de formation d'apprentis Municipal de la ville de Sète, Sète;OCCITANIE;40;58;57;2;40;35;25
0341493N;Organisme de formation-Centre de formation d'apprentis du BTP de l'Hérault, Montpellier;OCCITANIE;38;58;63;-5;38;36;26
0341540P;GRETA de Montpellier Littoral;OCCITANIE;31;70;68;1;31;48;21
0341541R;Greta Hérault Ouest;OCCITANIE;71;41;53;-12;71;12;17
0341621C;CFA de l'Hérault;OCCITANIE;27;61;59;3;27;45;28
0341674K;Institut supérieur privé Sup'Exup;OCCITANIE;32;68;64;5;32;47;21
0341728U;Institut Régional du Travail Social;OCCITANIE;29;52;64;-12;29;37;34
0341821V;ESICAD, Etablissement d'enseignement technique supérieur privé;OCCITANIE;43;65;61;4;43;37;20
0341919B;Organisme de formation-Centre de formation d'apprentis de l'Union des industries et métiers de la métallurgie, Baillargues;OCCITANIE;41;68;71;-4;41;40;19
0341979S;Organisme de formation-Centre de formation d'apprentis de l'hospitalisation privée, Castelnau-Le-Lez;OCCITANIE;0;75;73;2;0;75;25
0341985Y;Organisme de formation-Centre de formation d'apprentis du Transport et Logistique AFTRAL, Pérols;OCCITANIE;34;59;64;-5;34;39;27
0342005V;ZBS GROUP;OCCITANIE;31;44;56;-12;31;31;38
0342009Z;Organisme de formation-Centre de formation d'apprentis de l' Institut Formation Régional Industries Alimentaires Occitanie, Pérols;OCCITANIE;23;50;62;-12;23;39;38
0342180K;Organisme de formation-Centre de formation d'apprentis des travaux publics en Languedoc-Roussillon, Montpellier;OCCITANIE;46;78;74;4;46;42;12
0342189V;Keyce International Academy;OCCITANIE;34;62;59;2;34;41;25
0342217A;Organisme de formation-Centre de formation d'apprentis des Professions Sanitaires, Sociales et Médico-sociales, Montpellier;OCCITANIE;20;73;65;8;20;58;22
0342239Z;Centre de formation des apprentis des Métiers du Sport, de l'animation et du Tourisme en Occitanie;OCCITANIE;25;60;61;-1;25;45;30
0342261Y;Institut de Formation Continue, IFC Montpellier;OCCITANIE;38;73;63;10;38;45;17
0342277R;Epitech;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0342307Y;Organisme de formation-Centre de formation d'apprentis de Polyvia formation Montpellier Occitanie, Baillargues;OCCITANIE;30;nd;nd;nd;30;50;20
0342318K;Organisme de formation-Centre de formation d'apprentis de Purple Campus Pérols;OCCITANIE;39;61;61;0;39;37;24
0342338G;Organisme de formation-Centre de formation d'apprentis de l'Enseignement Supérieur en Languedoc-Roussillon, Montpellier;OCCITANIE;68;71;68;3;68;23;9
0342347S;Organisme de formation-Centre de formation d'apprentis de l'Institut Régional de Formation aux Métiers de l'Artisanat de l'Hérault, Montpellier;OCCITANIE;30;53;60;-7;30;37;33
0342354Z;Association SUPEXUP, Ecoles de commerce privées;OCCITANIE;39;58;61;-3;39;35;26
0342368P;SAS Sud Campus;OCCITANIE;60;50;61;-11;60;20;20
0342384G;Organisme de formation-Centre de formation d'apprentis des Transports en Commun, Montpellier;OCCITANIE;0;86;74;12;0;86;14
0342419V;Pigier, Etablissement d'enseignement technique supérieur privé;OCCITANIE;42;60;59;1;42;35;23
0342426C;Alkas Formation;OCCITANIE;29;nd;nd;nd;29;48;23
0342427D;Organisme de formation-Centre de formation d'apprentis de Centre Supérieur d'Administrtion et de Management des Entreprises Sup, Montpellier;OCCITANIE;36;49;56;-7;36;32;32
0342428E;Organisme de formation-Centre de formation d apprentis du Groupe Alternance Montpellier, Montpellier;OCCITANIE;39;55;57;-2;39;34;27
0342429F;Organisme de formation-Centre de formation d apprentis de A2A Formation, Montpellier;OCCITANIE;56;43;42;1;56;19;25
0342430G;Organisme de formation-Centre de formation d apprentis de Association les Cavaliers des Trois Fontaines, Le Pouget;OCCITANIE;31;48;60;-12;31;33;36
