n°UAI de l'établissement;Libellé de l'établissement;Région;Dont apprentis en EPLE;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études;Part en emploi 6 mois après la sortie;Part des autres situations
0720920J;Etablissement régional d'enseignement adapté Raphael Elize;PAYS DE LA LOIRE;dont élèves en voie pro sco;35;22;29;-7;35;14;51
0721094Y;Lycée polyvalent Le Mans Sud;PAYS DE LA LOIRE;dont apprentis;51;84;75;8;51;41;8
0721094Y;Lycée polyvalent Le Mans Sud;PAYS DE LA LOIRE;ensemble;54;56;53;3;54;26;20
0721094Y;Lycée polyvalent Le Mans Sud;PAYS DE LA LOIRE;dont élèves en voie pro sco;54;52;50;2;54;24;22
0721301Y;Lycée professionnel Jean Rondeau - Lycée des métiers;PAYS DE LA LOIRE;dont apprentis;29;65;65;0;29;46;25
0721301Y;Lycée professionnel Jean Rondeau - Lycée des métiers;PAYS DE LA LOIRE;ensemble;38;62;55;7;38;39;23
0721301Y;Lycée professionnel Jean Rondeau - Lycée des métiers;PAYS DE LA LOIRE;dont élèves en voie pro sco;39;61;53;8;39;37;24
0721478R;Lycée polyvalent privé Saint Joseph - La Salle;PAYS DE LA LOIRE;ensemble;66;44;42;1;66;15;19
0721493G;Lycée général et technologique Marguerite Yourcenar;PAYS DE LA LOIRE;ensemble;75;68;62;5;75;17;8
0721548S;Lycée général et technologique André Malraux;PAYS DE LA LOIRE;ensemble;52;42;49;-7;52;20;28
0721680K;Lycée de la Clinique Soins-Etudes FSEF Sablé-sur-Sarthe - Annexe Pédagogique du Lycée Raphaël Elizé;PAYS DE LA LOIRE;ensemble;nd;nd;nd;nd;nd;nd;nd
0721684P;Lycée polyvalent privé Saint-Charles Sainte-Croix - Lycée des métiers commerce, comptabilité, gestion et informatique;PAYS DE LA LOIRE;ensemble;58;61;56;5;58;25;17
0730003G;Lycée polyvalent Marlioz;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0730003G;Lycée polyvalent Marlioz;AUVERGNE-RHONE-ALPES;ensemble;58;54;54;0;58;23;19
0730003G;Lycée polyvalent Marlioz;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;57;53;54;-1;57;23;20
0730005J;Lycée polyvalent Jean Moulin;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0730005J;Lycée polyvalent Jean Moulin;AUVERGNE-RHONE-ALPES;ensemble;65;67;64;3;65;24;11
0730005J;Lycée polyvalent Jean Moulin;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;62;67;63;4;62;25;13
0730006K;Lycée professionnel Le grand arc;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0730006K;Lycée professionnel Le grand arc;AUVERGNE-RHONE-ALPES;ensemble;44;49;46;3;44;27;29
0730006K;Lycée professionnel Le grand arc;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;45;47;44;3;45;26;29
0730012S;Lycée professionnel hôtelier;AUVERGNE-RHONE-ALPES;dont apprentis;17;68;71;-3;17;57;26
0730012S;Lycée professionnel hôtelier;AUVERGNE-RHONE-ALPES;ensemble;42;55;55;-1;42;32;26
0730012S;Lycée professionnel hôtelier;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;49;49;49;0;49;25;26
0730016W;Lycée polyvalent Monge - Lycée des métiers de la création industrielle;AUVERGNE-RHONE-ALPES;dont apprentis;71;nd;nd;nd;71;16;13
0730016W;Lycée polyvalent Monge - Lycée des métiers de la création industrielle;AUVERGNE-RHONE-ALPES;ensemble;53;58;59;-1;53;27;20
0730016W;Lycée polyvalent Monge - Lycée des métiers de la création industrielle;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;51;58;58;0;51;28;21
0730029K;Lycée polyvalent Ambroise Croizat - Lycée des métiers des services de montagne;AUVERGNE-RHONE-ALPES;dont apprentis;14;72;70;2;14;62;24
0730029K;Lycée polyvalent Ambroise Croizat - Lycée des métiers des services de montagne;AUVERGNE-RHONE-ALPES;ensemble;53;59;58;1;53;28;19
0730029K;Lycée polyvalent Ambroise Croizat - Lycée des métiers des services de montagne;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;60;54;54;1;60;22;18
0730032N;Lycée professionnel Le Nivolet;AUVERGNE-RHONE-ALPES;dont apprentis;36;79;74;5;36;51;13
0730032N;Lycée professionnel Le Nivolet;AUVERGNE-RHONE-ALPES;ensemble;54;59;50;8;54;27;19
0730032N;Lycée professionnel Le Nivolet;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;58;51;42;9;58;21;21
0730037U;Lycée Polyvalent Paul Héroult;AUVERGNE-RHONE-ALPES;dont apprentis;39;nd;nd;nd;39;26;35
0730037U;Lycée Polyvalent Paul Héroult;AUVERGNE-RHONE-ALPES;ensemble;47;61;55;7;47;32;21
0730037U;Lycée Polyvalent Paul Héroult;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;48;64;52;11;48;33;19
0730039W;Lycée professionnel Général Ferrié - Lycée des métiers de la montagne;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0730039W;Lycée professionnel Général Ferrié - Lycée des métiers de la montagne;AUVERGNE-RHONE-ALPES;ensemble;46;51;50;0;46;27;27
0730039W;Lycée professionnel Général Ferrié - Lycée des métiers de la montagne;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;45;50;50;0;45;27;28
0730043A;Lycée polyvalent René Perrin - Lycée des métiers des sciences et des techniques de l'industrie;AUVERGNE-RHONE-ALPES;dont apprentis;37;85;81;5;37;54;9
0730043A;Lycée polyvalent René Perrin - Lycée des métiers des sciences et des techniques de l'industrie;AUVERGNE-RHONE-ALPES;ensemble;39;66;61;5;39;41;20
0730043A;Lycée polyvalent René Perrin - Lycée des métiers des sciences et des techniques de l'industrie;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;39;59;53;6;39;36;25
0730760E;Lycée polyvalent privé Jeanne d'Arc;AUVERGNE-RHONE-ALPES;ensemble;54;59;51;8;54;27;19
0730763H;Lycée général et technologique privé des métiers Saint-Ambroise - Lycée des métiers du commerce de la gestion administrative et comptable;AUVERGNE-RHONE-ALPES;ensemble;67;53;64;-10;67;18;15
0730772T;Lycée professionnel privé Le Margeriaz;AUVERGNE-RHONE-ALPES;ensemble;47;56;53;3;47;29;24
0730773U;Lycée professionnel privé Jeanne d'Arc;AUVERGNE-RHONE-ALPES;ensemble;65;nd;nd;nd;65;21;14
0730774V;Lycée professionnel privé Sainte Anne - Savoisienne;AUVERGNE-RHONE-ALPES;ensemble;51;57;53;4;51;28;21
0730776X;Lycée professionnel privé Sainte-Geneviève - Lycée des métiers du commerce de la gestion administrative et comptable;AUVERGNE-RHONE-ALPES;ensemble;66;44;42;1;66;15;19
0730811K;Etablissement régional d'enseignement adapté Amélie Gex;AUVERGNE-RHONE-ALPES;ensemble;35;23;28;-6;35;15;50
0731043M;Lycée professionnel La Cardinière - Lycée des métiers du commerce, de la gestion administrative, logistique et transport;AUVERGNE-RHONE-ALPES;ensemble;56;55;45;9;56;24;20
0731045P;Etablissement régional d'enseignement adapté Le Mirantin;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0731045P;Etablissement régional d'enseignement adapté Le Mirantin;AUVERGNE-RHONE-ALPES;ensemble;43;46;38;8;43;26;31
0731045P;Etablissement régional d'enseignement adapté Le Mirantin;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;49;nd;nd;nd;49;16;35
0731248K;Lycée polyvalent L. Armand;AUVERGNE-RHONE-ALPES;dont apprentis;24;nd;nd;nd;24;48;28
0731248K;Lycée polyvalent L. Armand;AUVERGNE-RHONE-ALPES;ensemble;41;61;55;6;41;36;23
0731248K;Lycée polyvalent L. Armand;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;42;61;53;8;42;35;23
0731392S;Lycée général et technologique du Granier;AUVERGNE-RHONE-ALPES;dont apprentis;50;nd;nd;nd;50;47;3
0731392S;Lycée général et technologique du Granier;AUVERGNE-RHONE-ALPES;ensemble;43;69;67;3;43;39;18
0731392S;Lycée général et technologique du Granier;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;41;63;64;-1;41;37;22
0740005D;Lycée général et technologique Gabriel Fauré;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0740005D;Lycée général et technologique Gabriel Fauré;AUVERGNE-RHONE-ALPES;ensemble;42;74;63;11;42;42;16
0740005D;Lycée général et technologique Gabriel Fauré;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;41;74;62;12;41;44;15
0740006E;Lycée polyvalent Louis Lachenal - Lycée des métiers du Bâtiment et de l'industrie;AUVERGNE-RHONE-ALPES;dont apprentis;37;86;75;11;37;54;9
0740006E;Lycée polyvalent Louis Lachenal - Lycée des métiers du Bâtiment et de l'industrie;AUVERGNE-RHONE-ALPES;ensemble;37;74;67;7;37;46;17
0740006E;Lycée polyvalent Louis Lachenal - Lycée des métiers du Bâtiment et de l'industrie;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;37;71;64;6;37;44;19
0740009H;Lycée polyvalent des Glières;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0740009H;Lycée polyvalent des Glières;AUVERGNE-RHONE-ALPES;ensemble;51;43;47;-3;51;21;28
0740009H;Lycée polyvalent des Glières;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;51;42;45;-3;51;21;28
0740013M;Lycée polyvalent Guillaume Fichet;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0740013M;Lycée polyvalent Guillaume Fichet;AUVERGNE-RHONE-ALPES;ensemble;43;48;42;6;43;27;30
0740013M;Lycée polyvalent Guillaume Fichet;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;43;48;42;6;43;27;30
0740014N;Lycée professionnel F Bise;AUVERGNE-RHONE-ALPES;dont apprentis;30;62;73;-11;30;43;27
0740014N;Lycée professionnel F Bise;AUVERGNE-RHONE-ALPES;ensemble;51;49;53;-4;51;24;25
0740014N;Lycée professionnel F Bise;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;55;46;48;-2;55;21;24
0740017S;Lycée polyvalent Charles Poncet - Lycée des métiers de l'industrie;AUVERGNE-RHONE-ALPES;dont apprentis;43;nd;nd;nd;43;33;24
0740017S;Lycée polyvalent Charles Poncet - Lycée des métiers de l'industrie;AUVERGNE-RHONE-ALPES;ensemble;49;55;52;4;49;28;23
0740017S;Lycée polyvalent Charles Poncet - Lycée des métiers de l'industrie;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;50;55;48;7;50;28;22
0740027C;Lycée polyvalent Mont Blanc René Dayve - Lycée des métiers de l'industrie;AUVERGNE-RHONE-ALPES;dont apprentis;31;nd;nd;nd;31;62;7
0740027C;Lycée polyvalent Mont Blanc René Dayve - Lycée des métiers de l'industrie;AUVERGNE-RHONE-ALPES;ensemble;42;62;55;7;42;36;22
0740027C;Lycée polyvalent Mont Blanc René Dayve - Lycée des métiers de l'industrie;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;45;54;47;7;45;30;25
0740031G;Lycée professionnel Porte des Alpes - Lycée des métiers du bâtiment et des travaux publics;AUVERGNE-RHONE-ALPES;dont apprentis;51;82;80;2;51;40;9
0740031G;Lycée professionnel Porte des Alpes - Lycée des métiers du bâtiment et des travaux publics;AUVERGNE-RHONE-ALPES;ensemble;50;62;57;5;50;31;19
0740031G;Lycée professionnel Porte des Alpes - Lycée des métiers du bâtiment et des travaux publics;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;50;51;44;7;50;25;25
0740037N;Lycée général et technologique Mme de Staël;AUVERGNE-RHONE-ALPES;ensemble;42;nd;nd;nd;42;27;31
0740046Y;Lycée général et technologique La Versoie;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0740046Y;Lycée général et technologique La Versoie;AUVERGNE-RHONE-ALPES;ensemble;39;65;62;3;39;39;22
0740046Y;Lycée général et technologique La Versoie;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;44;nd;nd;nd;44;32;24
0740047Z;Lycée polyvalent Savoie Léman - Lycée des métiers de l'hôtellerie restauration;AUVERGNE-RHONE-ALPES;dont apprentis;14;62;74;-12;14;54;32
0740047Z;Lycée polyvalent Savoie Léman - Lycée des métiers de l'hôtellerie restauration;AUVERGNE-RHONE-ALPES;ensemble;48;58;61;-3;48;30;22
0740047Z;Lycée polyvalent Savoie Léman - Lycée des métiers de l'hôtellerie restauration;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;52;57;57;0;52;27;21
0740051D;Lycée polyvalent Anna de Noailles;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0740051D;Lycée polyvalent Anna de Noailles;AUVERGNE-RHONE-ALPES;ensemble;57;45;50;-5;57;20;23
0740051D;Lycée polyvalent Anna de Noailles;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;57;44;49;-6;57;19;24
0740054G;Lycée professionnel G. Sommeiller;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0740054G;Lycée professionnel G. Sommeiller;AUVERGNE-RHONE-ALPES;ensemble;44;51;47;4;44;28;28
0740054G;Lycée professionnel G. Sommeiller;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;45;51;46;5;45;28;27
0740059M;Lycée professionnel du Chablais;AUVERGNE-RHONE-ALPES;ensemble;46;34;37;-3;46;18;36
0740062R;Lycée professionnel A.Gordini;AUVERGNE-RHONE-ALPES;dont apprentis;60;54;66;-12;60;22;18
0740062R;Lycée professionnel A.Gordini;AUVERGNE-RHONE-ALPES;ensemble;46;42;54;-12;46;22;32
0740062R;Lycée professionnel A.Gordini;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;39;37;49;-12;39;23;38
0740082M;Lycée général et technologique privé saint michel;AUVERGNE-RHONE-ALPES;ensemble;64;35;47;-12;64;12;24
0740092Y;Lycée polyvalent privé Sainte Famille;AUVERGNE-RHONE-ALPES;ensemble;nd;nd;nd;nd;nd;nd;nd
0740098E;Lycée général et technologique privé Saint Joseph;AUVERGNE-RHONE-ALPES;ensemble;47;nd;nd;nd;47;36;17
0740100G;Lycée général et technologique privé Saint Joseph;AUVERGNE-RHONE-ALPES;ensemble;24;56;68;-12;24;43;33
0740143D;Lycée polyvalent privé St Jean Bosco Les Cordeliers;AUVERGNE-RHONE-ALPES;ensemble;58;53;46;8;58;22;20
0740144E;Lycée professionnel privé Saint Vincent;AUVERGNE-RHONE-ALPES;ensemble;53;35;38;-3;53;16;31
0740148J;Lycée professionnel privé La Fontaine;AUVERGNE-RHONE-ALPES;ensemble;64;52;51;1;64;19;17
0740152N;Lycée professionnel privé ESCR-Cecam;AUVERGNE-RHONE-ALPES;ensemble;67;46;41;5;67;15;18
0740155S;Lycée professionnel privé Mont Blanc;AUVERGNE-RHONE-ALPES;ensemble;51;70;58;12;51;34;15
0740156T;Lycée professionnel privé Jeanne d'Arc;AUVERGNE-RHONE-ALPES;ensemble;60;47;44;3;60;19;21
0741101V;Lycée Polyvalent privé Les Bressis;AUVERGNE-RHONE-ALPES;ensemble;58;57;56;1;58;24;18
0741164N;Lycée professionnel Tom Morel - Lycée des métiers de l'accueil, la vente et la gestion;AUVERGNE-RHONE-ALPES;dont apprentis;44;nd;nd;nd;44;40;16
0741164N;Lycée professionnel Tom Morel - Lycée des métiers de l'accueil, la vente et la gestion;AUVERGNE-RHONE-ALPES;ensemble;54;54;46;8;54;25;21
0741164N;Lycée professionnel Tom Morel - Lycée des métiers de l'accueil, la vente et la gestion;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;55;52;45;7;55;24;21
0741285V;Lycée professionnel privé ISETA-ECA;AUVERGNE-RHONE-ALPES;ensemble;56;58;48;9;56;25;19
0741286W;Lycée professionnel privé Sainte Famille  -Lycée des métiers de la comptabilité et de la gestion;AUVERGNE-RHONE-ALPES;ensemble;70;57;52;5;70;17;13
0741307U;Lycée polyvalent privé Jeanne d'Arc;AUVERGNE-RHONE-ALPES;ensemble;42;45;57;-12;42;26;32
0741418P;Lycée général et technologique Charles Baudelaire;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0741418P;Lycée général et technologique Charles Baudelaire;AUVERGNE-RHONE-ALPES;ensemble;36;53;61;-7;36;34;30
0741418P;Lycée général et technologique Charles Baudelaire;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;34;51;60;-9;34;33;33
0741469V;Lycée polyvalent privé Demotz de La Salle;AUVERGNE-RHONE-ALPES;ensemble;65;nd;nd;nd;65;23;12
0741476C;LYCEE POLYVALENT JEAN MONNET;AUVERGNE-RHONE-ALPES;dont apprentis;28;62;57;5;28;45;27
0741476C;LYCEE POLYVALENT JEAN MONNET;AUVERGNE-RHONE-ALPES;ensemble;42;38;40;-2;42;22;36
0741476C;LYCEE POLYVALENT JEAN MONNET;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;44;32;36;-4;44;18;38
0741532N;Lycée général et technologique de l'Albanais;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0741532N;Lycée général et technologique de l'Albanais;AUVERGNE-RHONE-ALPES;ensemble;54;nd;nd;nd;54;25;21
0741532N;Lycée général et technologique de l'Albanais;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;nd;nd;nd;nd;nd;nd;nd
0741669M;Lycee polyvalent Roger Frison Roche;AUVERGNE-RHONE-ALPES;ensemble;64;36;48;-12;64;13;23
0750330B;Lycée technologique privé Ecole Technique Supérieure du Laboratoire;ILE-DE-FRANCE;ensemble;40;65;70;-5;40;39;21
0750419Y;Lycée professionnel Mécanique automobile Camille Jenatzy;ILE-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0750419Y;Lycée professionnel Mécanique automobile Camille Jenatzy;ILE-DE-FRANCE;ensemble;57;36;41;-4;57;16;27
0750419Y;Lycée professionnel Mécanique automobile Camille Jenatzy;ILE-DE-FRANCE;dont élèves en voie pro sco;57;34;39;-6;57;15;28
0750428H;Lycée polyvalent Jacques MONOD;ILE-DE-FRANCE;dont apprentis;11;68;62;6;11;61;28
0750428H;Lycée polyvalent Jacques MONOD;ILE-DE-FRANCE;ensemble;60;44;48;-4;60;18;22
0750428H;Lycée polyvalent Jacques MONOD;ILE-DE-FRANCE;dont élèves en voie pro sco;66;38;44;-6;66;13;21
0750436S;Lycée professionnel Claude Anthime Corbon;ILE-DE-FRANCE;ensemble;67;31;33;-2;67;10;23
0750463W;Ecole du Verre de Paris - Lycée Polyvalent des Métiers d'Art Lucas de Nehou;ILE-DE-FRANCE;dont apprentis;33;nd;nd;nd;33;62;5
0750463W;Ecole du Verre de Paris - Lycée Polyvalent des Métiers d'Art Lucas de Nehou;ILE-DE-FRANCE;ensemble;53;68;56;12;53;32;15
0750463W;Ecole du Verre de Paris - Lycée Polyvalent des Métiers d'Art Lucas de Nehou;ILE-DE-FRANCE;dont élèves en voie pro sco;56;62;50;12;56;27;17
0750502N;Lycée polyvalent Maximilien Vox-arts appliqués - design de communication - industries graphiques;ILE-DE-FRANCE;ensemble;75;15;27;-12;75;4;21
0750508V;Lycée professionnel Charles de Gaulle;ILE-DE-FRANCE;ensemble;55;36;37;-2;55;16;29
0750553U;Lycée professionel Gaston Bachelard;ILE-DE-FRANCE;ensemble;78;53;41;12;78;12;10
0750558Z;Lycée polyvalent Paul Poiret - Lycée des métiers de la mode et du spectacle;ILE-DE-FRANCE;ensemble;59;50;41;9;59;20;21
0750588G;Lycée professionnel René Cassin - Lycée des métiers de la communication de la gestion et du management d'entreprise;ILE-DE-FRANCE;dont apprentis;43;67;64;3;43;38;19
0750588G;Lycée professionnel René Cassin - Lycée des métiers de la communication de la gestion et du management d'entreprise;ILE-DE-FRANCE;ensemble;53;40;44;-4;53;19;28
0750588G;Lycée professionnel René Cassin - Lycée des métiers de la communication de la gestion et du management d'entreprise;ILE-DE-FRANCE;dont élèves en voie pro sco;55;33;38;-6;55;15;30
0750647W;Lycée général et technologique Turgot;ILE-DE-FRANCE;ensemble;59;56;54;2;59;23;18
0750650Z;Lycée polyvalent d'Alembert - Lycée des métiers de la mode;ILE-DE-FRANCE;ensemble;47;65;54;10;47;34;19
0750651A;Lycée polyvalent Simone Weil;ILE-DE-FRANCE;ensemble;58;45;44;1;58;19;23
0750653C;Lycée général et technologique Sophie Germain;ILE-DE-FRANCE;ensemble;67;75;63;12;67;24;9
0750664P;Lycée général et technologique Racine;ILE-DE-FRANCE;ensemble;61;72;63;9;61;28;11
0750671X;Lycée polyvalent Edgar Quinet;ILE-DE-FRANCE;dont apprentis;5;85;77;8;5;81;14
0750671X;Lycée polyvalent Edgar Quinet;ILE-DE-FRANCE;ensemble;50;53;53;0;50;26;24
0750671X;Lycée polyvalent Edgar Quinet;ILE-DE-FRANCE;dont élèves en voie pro sco;54;48;49;-2;54;22;24
0750674A;Lycée technologique Jules Siegfried;ILE-DE-FRANCE;ensemble;50;64;59;4;50;32;18
0750676C;Lycée polyvalent Caroline Dorian;ILE-DE-FRANCE;dont apprentis;55;67;71;-4;55;30;15
0750676C;Lycée polyvalent Caroline Dorian;ILE-DE-FRANCE;ensemble;51;53;57;-4;51;26;23
0750676C;Lycée polyvalent Caroline Dorian;ILE-DE-FRANCE;dont élèves en voie pro sco;49;46;50;-5;49;23;28
0750677D;Lycée polyvalent Elisa Lemonnier;ILE-DE-FRANCE;ensemble;53;60;55;5;53;29;18
0750680G;Lycée général et technologique Arago;ILE-DE-FRANCE;ensemble;55;48;60;-12;55;22;23
0750681H;Lycée Polyvalent Boulle;ILE-DE-FRANCE;dont apprentis;79;nd;nd;nd;79;10;11
0750681H;Lycée Polyvalent Boulle;ILE-DE-FRANCE;ensemble;71;75;63;12;71;22;7
0750681H;Lycée Polyvalent Boulle;ILE-DE-FRANCE;dont élèves en voie pro sco;70;78;66;12;70;24;6
0750685M;Lycée général et technologique Pierre-Gilles de Gennes;ILE-DE-FRANCE;dont apprentis;61;59;71;-12;61;23;16
0750685M;Lycée général et technologique Pierre-Gilles de Gennes;ILE-DE-FRANCE;ensemble;53;70;70;1;53;33;14
0750685M;Lycée général et technologique Pierre-Gilles de Gennes;ILE-DE-FRANCE;dont élèves en voie pro sco;52;72;69;3;52;35;13
0750686N;Ecole Estienne Ecole supérieure des Arts et Industries Graphiques;ILE-DE-FRANCE;ensemble;57;47;54;-6;57;20;23
0750688R;Lycée général et technologique Rabelais;ILE-DE-FRANCE;ensemble;47;60;64;-4;47;32;21
0750690T;Lycée général et technologique François Villon;ILE-DE-FRANCE;ensemble;29;71;59;12;29;51;20
0750691U;Lycée polyvalent Raspail - Lycée des métiers des énergies et de l'environnement;ILE-DE-FRANCE;dont apprentis;38;76;74;2;38;47;15
0750691U;Lycée polyvalent Raspail - Lycée des métiers des énergies et de l'environnement;ILE-DE-FRANCE;ensemble;46;61;58;4;46;33;21
0750691U;Lycée polyvalent Raspail - Lycée des métiers des énergies et de l'environnement;ILE-DE-FRANCE;dont élèves en voie pro sco;47;58;53;4;47;30;23
0750692V;Lycée général et technologique Emile Dubois;ILE-DE-FRANCE;ensemble;63;62;61;0;63;23;14
0750695Y;Lycée polyvalent Fresnel - Lycée des métiers de l'optique;ILE-DE-FRANCE;dont apprentis;50;96;84;12;50;48;2
0750695Y;Lycée polyvalent Fresnel - Lycée des métiers de l'optique;ILE-DE-FRANCE;ensemble;60;67;68;-1;60;27;13
0750695Y;Lycée polyvalent Fresnel - Lycée des métiers de l'optique;ILE-DE-FRANCE;dont élèves en voie pro sco;62;58;64;-6;62;22;16
0750696Z;Lycée général et technologique Roger Verlomme - Lycée des métiers de la communication et de la gestion d'entreprise;ILE-DE-FRANCE;dont apprentis;64;nd;nd;nd;64;28;8
0750696Z;Lycée général et technologique Roger Verlomme - Lycée des métiers de la communication et de la gestion d'entreprise;ILE-DE-FRANCE;ensemble;51;64;61;3;51;32;17
0750696Z;Lycée général et technologique Roger Verlomme - Lycée des métiers de la communication et de la gestion d'entreprise;ILE-DE-FRANCE;dont élèves en voie pro sco;43;60;58;1;43;34;23
0750697A;Lycée polyvalent Bâtiment-Saint-Lambert;ILE-DE-FRANCE;dont apprentis;46;nd;nd;nd;46;39;15
0750697A;Lycée polyvalent Bâtiment-Saint-Lambert;ILE-DE-FRANCE;ensemble;46;61;63;-2;46;33;21
0750697A;Lycée polyvalent Bâtiment-Saint-Lambert;ILE-DE-FRANCE;dont élèves en voie pro sco;46;60;62;-2;46;32;22
0750705J;Lycée général et technologique Honoré de Balzac;ILE-DE-FRANCE;ensemble;61;52;61;-10;61;20;19
0750707L;Lycée technologique Ecole Nationale de Commerce;ILE-DE-FRANCE;dont apprentis;77;nd;nd;nd;77;17;6
0750707L;Lycée technologique Ecole Nationale de Commerce;ILE-DE-FRANCE;ensemble;56;65;61;4;56;29;15
0750707L;Lycée technologique Ecole Nationale de Commerce;ILE-DE-FRANCE;dont élèves en voie pro sco;54;64;61;4;54;29;17
0750708M;Lycée Polyvalent Jean Drouant - Lycée des métiers de l'hôtellerie et de la restauration;ILE-DE-FRANCE;ensemble;48;63;58;5;48;33;19
0750710P;Lycée technologique Auguste Renoir;ILE-DE-FRANCE;ensemble;33;19;31;-12;33;13;54
0750711R;Lycée général et technologique Henri Bergson;ILE-DE-FRANCE;dont apprentis;28;79;78;0;28;56;16
0750711R;Lycée général et technologique Henri Bergson;ILE-DE-FRANCE;ensemble;46;61;64;-3;46;33;21
0750711R;Lycée général et technologique Henri Bergson;ILE-DE-FRANCE;dont élèves en voie pro sco;52;53;58;-5;52;25;23
0750712S;Lycée polyvalent Diderot;ILE-DE-FRANCE;ensemble;54;46;52;-6;54;21;25
0750715V;Lycée général et technologique Maurice Ravel;ILE-DE-FRANCE;ensemble;55;66;63;2;55;29;16
0750770E;Lycée professionnel Abbé Grégoire;ILE-DE-FRANCE;ensemble;54;36;42;-6;54;16;30
0750775K;Lycée professionnel Gustave Ferrié;ILE-DE-FRANCE;ensemble;65;24;36;-12;65;8;27
0750776L;Lycée professionnel Marie Laurencin - Lycée des métiers de la mode;ILE-DE-FRANCE;ensemble;67;43;35;8;67;14;19
0750778N;Lycée Professionnel Turquetil - Lycée des métiers de la mode;ILE-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0750778N;Lycée Professionnel Turquetil - Lycée des métiers de la mode;ILE-DE-FRANCE;ensemble;52;32;37;-5;52;15;33
0750778N;Lycée Professionnel Turquetil - Lycée des métiers de la mode;ILE-DE-FRANCE;dont élèves en voie pro sco;52;31;37;-6;52;15;33
0750783U;Lycée professionnel Chennevière Malezieux;ILE-DE-FRANCE;dont apprentis;37;69;75;-6;37;44;19
0750783U;Lycée professionnel Chennevière Malezieux;ILE-DE-FRANCE;ensemble;48;55;53;2;48;28;24
0750783U;Lycée professionnel Chennevière Malezieux;ILE-DE-FRANCE;dont élèves en voie pro sco;50;52;48;4;50;26;24
0750784V;Lycée professionnel Métiers de l'Ameublement;ILE-DE-FRANCE;ensemble;72;38;39;-1;72;10;18
0750785W;Lycée professionnel Galilée;ILE-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0750785W;Lycée professionnel Galilée;ILE-DE-FRANCE;ensemble;67;45;39;5;67;15;18
0750785W;Lycée professionnel Galilée;ILE-DE-FRANCE;dont élèves en voie pro sco;68;45;39;7;68;15;17
