n°UAI de l'établissement;Libellé de l'établissement;Région;Dont apprentis en EPLE;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études;Part en emploi 6 mois après la sortie;Part des autres situations
0332870R;Lycée polyvalent de la mer - Lycée des Métiers de la Mer;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;47;45;43;3;47;24;29
0333273D;Lycée polyvalent Vaclav Havel;NOUVELLE-AQUITAINE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0333273D;Lycée polyvalent Vaclav Havel;NOUVELLE-AQUITAINE;ensemble;42;62;58;4;42;36;22
0333273D;Lycée polyvalent Vaclav Havel;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;44;63;56;6;44;35;21
0340002T;Lycée polyvalent Auguste Loubatières;OCCITANIE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0340002T;Lycée polyvalent Auguste Loubatières;OCCITANIE;ensemble;44;48;37;11;44;27;29
0340002T;Lycée polyvalent Auguste Loubatières;OCCITANIE;dont élèves en voie pro sco;43;47;35;12;43;27;30
0340006X;Lycée professionnel Fernand Léger, lycée des métiers du BTP et des arts;OCCITANIE;dont apprentis;58;62;74;-12;58;26;16
0340006X;Lycée professionnel Fernand Léger, lycée des métiers du BTP et des arts;OCCITANIE;ensemble;58;39;44;-4;58;16;26
0340006X;Lycée professionnel Fernand Léger, lycée des métiers du BTP et des arts;OCCITANIE;dont élèves en voie pro sco;59;31;32;-1;59;13;28
0340011C;Lycée polyvalent Jean Moulin, Lycée des métiers de l'industrie et du sanitaire et social;OCCITANIE;dont apprentis;68;35;47;-12;68;11;21
0340011C;Lycée polyvalent Jean Moulin, Lycée des métiers de l'industrie et du sanitaire et social;OCCITANIE;ensemble;52;41;40;1;52;20;28
0340011C;Lycée polyvalent Jean Moulin, Lycée des métiers de l'industrie et du sanitaire et social;OCCITANIE;dont élèves en voie pro sco;50;42;39;3;50;21;29
0340012D;Lycée professionnel Jean Mermoz, Lycée des métiers de la maintenance, de la menuiserie et de la relation client;OCCITANIE;ensemble;46;36;36;0;46;20;34
0340023R;Lycée général et technologique René Gosse;OCCITANIE;ensemble;37;58;55;3;37;37;26
0340028W;Lycée polyvalent Joseph Vallot;OCCITANIE;ensemble;49;40;38;2;49;21;30
0340030Y;Lycée polyvalent Louis Feuillade;OCCITANIE;ensemble;61;42;38;4;61;16;23
0340039H;Lycée général et technologique Georges Clemenceau;OCCITANIE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0340039H;Lycée général et technologique Georges Clemenceau;OCCITANIE;ensemble;47;59;58;1;47;31;22
0340039H;Lycée général et technologique Georges Clemenceau;OCCITANIE;dont élèves en voie pro sco;40;58;57;1;40;35;25
0340040J;Lycée polyvalent Jules Guesde;OCCITANIE;dont apprentis;25;65;70;-5;25;49;26
0340040J;Lycée polyvalent Jules Guesde;OCCITANIE;ensemble;61;54;55;-1;61;21;18
0340040J;Lycée polyvalent Jules Guesde;OCCITANIE;dont élèves en voie pro sco;66;50;50;0;66;17;17
0340042L;Lycée polyvalent Jean Mermoz;OCCITANIE;dont apprentis;20;77;82;-5;20;61;19
0340042L;Lycée polyvalent Jean Mermoz;OCCITANIE;ensemble;43;64;65;-1;43;37;20
0340042L;Lycée polyvalent Jean Mermoz;OCCITANIE;dont élèves en voie pro sco;53;53;51;2;53;24;23
0340043M;Lycée professionnel Pierre Mendès France, lycée des métiers des polytechniques;OCCITANIE;dont apprentis;40;68;67;1;40;41;19
0340043M;Lycée professionnel Pierre Mendès France, lycée des métiers des polytechniques;OCCITANIE;ensemble;49;47;47;0;49;24;27
0340043M;Lycée professionnel Pierre Mendès France, lycée des métiers des polytechniques;OCCITANIE;dont élèves en voie pro sco;51;39;39;-1;51;19;30
0340045P;Lycée professionnel Jules Ferry, lycée des métiers des services à la personne et de l'entreprise;OCCITANIE;dont apprentis;35;63;62;2;35;41;24
0340045P;Lycée professionnel Jules Ferry, lycée des métiers des services à la personne et de l'entreprise;OCCITANIE;ensemble;48;46;47;-1;48;24;28
0340045P;Lycée professionnel Jules Ferry, lycée des métiers des services à la personne et de l'entreprise;OCCITANIE;dont élèves en voie pro sco;53;38;41;-2;53;18;29
0340059E;Lycée général et technologique Jean Moulin;OCCITANIE;ensemble;37;54;56;-2;37;34;29
0340061G;Lycée professionnel Charles Alliès, lycée des métiers du commerce et de la maintenance des matériels;OCCITANIE;dont apprentis;62;nd;nd;nd;62;33;5
0340061G;Lycée professionnel Charles Alliès, lycée des métiers du commerce et de la maintenance des matériels;OCCITANIE;ensemble;52;42;38;4;52;20;28
0340061G;Lycée professionnel Charles Alliès, lycée des métiers du commerce et de la maintenance des matériels;OCCITANIE;dont élèves en voie pro sco;51;39;36;4;51;19;30
0340069R;Lycée professionnel Jacques Brel, lycée des métiers de la moto;OCCITANIE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0340069R;Lycée professionnel Jacques Brel, lycée des métiers de la moto;OCCITANIE;ensemble;56;43;43;0;56;19;25
0340069R;Lycée professionnel Jacques Brel, lycée des métiers de la moto;OCCITANIE;dont élèves en voie pro sco;56;38;39;-1;56;16;28
0340076Y;Lycée polyvalent Irène et Frédéric Joliot-Curie;OCCITANIE;dont apprentis;26;77;73;5;26;57;17
0340076Y;Lycée polyvalent Irène et Frédéric Joliot-Curie;OCCITANIE;ensemble;50;51;52;-1;50;26;24
0340076Y;Lycée polyvalent Irène et Frédéric Joliot-Curie;OCCITANIE;dont élèves en voie pro sco;53;44;47;-3;53;21;26
0340078A;Lycée professionnel Charles de Gaulle, Lycée des métiers de la commercialisation et de la restauration;OCCITANIE;ensemble;39;21;30;-9;39;13;48
0340088L;Section d'enseignement professionnel du lycée polyvalent Irène et Frédéric Joliot-Curie;OCCITANIE;ensemble;58;32;33;-2;58;13;29
0340833W;Etablissement régional d'enseignement adapté Jean-Jacques Rousseau;OCCITANIE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0340833W;Etablissement régional d'enseignement adapté Jean-Jacques Rousseau;OCCITANIE;ensemble;48;50;38;12;48;26;26
0340833W;Etablissement régional d'enseignement adapté Jean-Jacques Rousseau;OCCITANIE;dont élèves en voie pro sco;48;50;38;12;48;26;26
0340871M;Lycée général et technologique privé La Trinité;OCCITANIE;ensemble;50;nd;nd;nd;50;29;21
0340920R;Lycée professionnel privé Turgot, lycée des métiers de la santé et du social;OCCITANIE;ensemble;54;63;51;12;54;29;17
0340923U;Lycée professionnel privé Le Parterre;OCCITANIE;ensemble;61;nd;nd;nd;61;13;26
0340991T;Lycée polyvalent privé Nevers;OCCITANIE;ensemble;67;55;50;5;67;18;15
0340992U;Lycée professionnel privé le Sacré-Coeur;OCCITANIE;ensemble;56;41;38;3;56;18;26
0341385W;Lycée professionnel Léonard de Vinci, lycée des métiers de la construction écologique, durable et innovante;OCCITANIE;dont apprentis;44;65;66;-2;44;37;19
0341385W;Lycée professionnel Léonard de Vinci, lycée des métiers de la construction écologique, durable et innovante;OCCITANIE;ensemble;50;47;48;0;50;23;27
0341385W;Lycée professionnel Léonard de Vinci, lycée des métiers de la construction écologique, durable et innovante;OCCITANIE;dont élèves en voie pro sco;53;36;36;0;53;17;30
0341521U;Lycée polyvalent privé Saint-Joseph Pierre Rouge;OCCITANIE;ensemble;59;32;44;-12;59;13;28
0341523W;Lycée polyvalent privé Saint Joseph;OCCITANIE;ensemble;58;32;44;-12;58;14;28
0341736C;Lycée général et technologique Jean Monnet;OCCITANIE;ensemble;60;50;56;-6;60;20;20
0341765J;Lycée général et technologique privé Rabelais;OCCITANIE;ensemble;46;30;42;-12;46;16;38
0341794R;Lycée polyvalent Jean-François Champollion, Lycée des métiers de la communication et des usages du numérique;OCCITANIE;dont apprentis;4;71;69;2;4;68;28
0341794R;Lycée polyvalent Jean-François Champollion, Lycée des métiers de la communication et des usages du numérique;OCCITANIE;ensemble;42;32;40;-8;42;19;39
0341794R;Lycée polyvalent Jean-François Champollion, Lycée des métiers de la communication et des usages du numérique;OCCITANIE;dont élèves en voie pro sco;45;28;37;-9;45;15;40
0341921D;Lycée polyvalent Georges Pompidou;OCCITANIE;dont apprentis;41;50;62;-12;41;29;30
0341921D;Lycée polyvalent Georges Pompidou;OCCITANIE;ensemble;59;41;50;-9;59;17;24
0341921D;Lycée polyvalent Georges Pompidou;OCCITANIE;dont élèves en voie pro sco;60;39;48;-8;60;16;24
0342066L;Lycée polyvalent Jean Jaurès, Lycée des métiers de la santé et du social;OCCITANIE;ensemble;44;45;50;-5;44;26;30
0342073U;IRTS Montpellier, Lycée privé enseignement technique;OCCITANIE;ensemble;71;nd;nd;nd;71;17;12
0342090M;Lycée polyvalent victor Hugo;OCCITANIE;ensemble;44;40;36;3;44;22;34
0342091N;Lycée polyvalent Marc Bloch;OCCITANIE;ensemble;62;52;45;7;62;20;18
0342175E;Lycée polyvalent privé La Merci Littoral;OCCITANIE;ensemble;54;48;43;5;54;22;24
0342225J;Lycée polyvalent Georges Frêche,  lycée des métiers de la gastronomie, de l'hôtellerie et du tourisme;OCCITANIE;dont apprentis;30;72;60;12;30;50;20
0342225J;Lycée polyvalent Georges Frêche,  lycée des métiers de la gastronomie, de l'hôtellerie et du tourisme;OCCITANIE;ensemble;47;53;50;3;47;28;25
0342225J;Lycée polyvalent Georges Frêche,  lycée des métiers de la gastronomie, de l'hôtellerie et du tourisme;OCCITANIE;dont élèves en voie pro sco;50;48;47;1;50;24;26
0342436N;Lycée polyvalent Simone Veil;OCCITANIE;ensemble;66;nd;nd;nd;66;20;14
0350005R;Lycée polyvalent Yvon-Bourges - Lycée des métiers de l'hôtellerie-restauration;BRETAGNE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0350005R;Lycée polyvalent Yvon-Bourges - Lycée des métiers de l'hôtellerie-restauration;BRETAGNE;ensemble;51;65;62;2;51;32;17
0350005R;Lycée polyvalent Yvon-Bourges - Lycée des métiers de l'hôtellerie-restauration;BRETAGNE;dont élèves en voie pro sco;52;62;61;1;52;30;18
0350009V;Lycée professionnel Alphonse Pellé;BRETAGNE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0350009V;Lycée professionnel Alphonse Pellé;BRETAGNE;ensemble;54;59;50;10;54;27;19
0350009V;Lycée professionnel Alphonse Pellé;BRETAGNE;dont élèves en voie pro sco;56;58;48;10;56;26;18
0350011X;Lycée général et technologique Jean Guéhenno;BRETAGNE;ensemble;44;68;65;2;44;38;18
0350022J;Lycée général et technologique Beaumont - Lycée des métiers;BRETAGNE;ensemble;36;72;61;10;36;46;18
0350026N;Lycée général et technologique Jean Macé;BRETAGNE;ensemble;61;65;65;1;61;25;14
0350028R;Lycée général et technologique Bréquigny;BRETAGNE;ensemble;45;70;62;8;45;39;16
0350029S;Lycée général et technologique Joliot-Curie;BRETAGNE;ensemble;40;71;60;11;40;43;17
0350030T;Lycée polyvalent Pierre Mendès-France - Lycée des métiers du bâtiment et de l'énergétique;BRETAGNE;dont apprentis;56;90;78;12;56;40;4
0350030T;Lycée polyvalent Pierre Mendès-France - Lycée des métiers du bâtiment et de l'énergétique;BRETAGNE;ensemble;53;60;53;8;53;28;19
0350030T;Lycée polyvalent Pierre Mendès-France - Lycée des métiers du bâtiment et de l'énergétique;BRETAGNE;dont élèves en voie pro sco;53;52;46;6;53;24;23
0350031U;Lycée professionnel Jean Jaurès - Lycée des métiers;BRETAGNE;ensemble;57;51;42;9;57;22;21
0350032V;Lycée professionnel Louis Guilloux - Lycée des métiers de l'hôtellerie-restauration - Lycée des métiers de la mode;BRETAGNE;dont apprentis;15;62;73;-11;15;53;32
0350032V;Lycée professionnel Louis Guilloux - Lycée des métiers de l'hôtellerie-restauration - Lycée des métiers de la mode;BRETAGNE;ensemble;56;50;52;-2;56;22;22
0350032V;Lycée professionnel Louis Guilloux - Lycée des métiers de l'hôtellerie-restauration - Lycée des métiers de la mode;BRETAGNE;dont élèves en voie pro sco;60;48;48;0;60;19;21
0350042F;Lycée général et technologique Maupertuis;BRETAGNE;ensemble;43;50;58;-8;43;29;28
0350048M;Lycée polyvalent Jacques Cartier;BRETAGNE;ensemble;51;61;51;10;51;30;19
0350050P;Lycée professionnel Bel Air - Lycée des métiers de la logistique, du transport et de la maintenance des véhicules;BRETAGNE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0350050P;Lycée professionnel Bel Air - Lycée des métiers de la logistique, du transport et de la maintenance des véhicules;BRETAGNE;ensemble;45;58;52;5;45;32;23
0350050P;Lycée professionnel Bel Air - Lycée des métiers de la logistique, du transport et de la maintenance des véhicules;BRETAGNE;dont élèves en voie pro sco;46;57;51;6;46;31;23
0350053T;Lycée général et technologique Bertrand d'Argentré;BRETAGNE;ensemble;48;69;66;3;48;36;16
0350059Z;Lycée professionnel Bréquigny;BRETAGNE;ensemble;52;50;49;1;52;24;24
0350062C;Lycée professionnel Maupertuis;BRETAGNE;dont apprentis;55;nd;nd;nd;55;36;9
0350062C;Lycée professionnel Maupertuis;BRETAGNE;ensemble;50;47;46;2;50;24;26
0350062C;Lycée professionnel Maupertuis;BRETAGNE;dont élèves en voie pro sco;49;42;42;0;49;21;30
0350102W;Lycée professionnel Beaumont - Lycée des métiers des services - Lycée des métiers de l'industrie et de l'habitat;BRETAGNE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0350102W;Lycée professionnel Beaumont - Lycée des métiers des services - Lycée des métiers de l'industrie et de l'habitat;BRETAGNE;ensemble;51;37;44;-8;51;18;31
0350102W;Lycée professionnel Beaumont - Lycée des métiers des services - Lycée des métiers de l'industrie et de l'habitat;BRETAGNE;dont élèves en voie pro sco;52;36;43;-7;52;17;31
0350709F;Lycée professionnel La Champagne - Lycée des métiers;BRETAGNE;dont apprentis;19;77;75;1;19;62;19
0350709F;Lycée professionnel La Champagne - Lycée des métiers;BRETAGNE;ensemble;46;57;55;2;46;31;23
0350709F;Lycée professionnel La Champagne - Lycée des métiers;BRETAGNE;dont élèves en voie pro sco;50;52;50;2;50;26;24
0350710G;Lycée général François-René de Chateaubriand;BRETAGNE;ensemble;nd;nd;nd;nd;nd;nd;nd
0350732F;Etablissement régional d'enseignement adapté Jean Bart;BRETAGNE;ensemble;44;33;33;0;44;19;37
0350747X;Etablissement régional d'enseignement adapté Magda Hollander-Lafon;BRETAGNE;ensemble;29;32;37;-5;29;23;48
0350761M;Lycée professionnel Jean Guéhenno;BRETAGNE;dont apprentis;50;57;69;-12;50;28;22
0350761M;Lycée professionnel Jean Guéhenno;BRETAGNE;ensemble;51;41;51;-10;51;20;29
0350761M;Lycée professionnel Jean Guéhenno;BRETAGNE;dont élèves en voie pro sco;51;36;45;-8;51;18;31
0350769W;Lycée polyvalent privé Jean-Baptiste Le Taillandier - Lycée des métiers de la vente et du commerce;BRETAGNE;ensemble;58;59;57;2;58;25;17
0350774B;Lycée général et technologique privé Saint Sauveur;BRETAGNE;ensemble;62;nd;nd;nd;62;17;21
0350776D;Lycée polyvalent privé Saint Vincent Providence;BRETAGNE;ensemble;49;25;27;-2;49;13;38
0350777E;Lycée général et technologique privé Saint Martin;BRETAGNE;ensemble;44;68;68;0;44;38;18
0350790U;Lycée professionnel privé Notre-Dame;BRETAGNE;ensemble;61;49;45;4;61;19;20
0350791V;Lycée polyvalent privé Marcel Callo - Lycée des métiers de l'industrie, de l'automobile et de l'aéronautique;BRETAGNE;ensemble;73;55;54;2;73;15;12
0350793X;Lycée polyvalent privé Frédéric Ozanam - Lycée des métiers;BRETAGNE;ensemble;68;62;55;7;68;20;12
0350795Z;Lycée polyvalent privé de La Salle - Lycée des métiers de la gestion et du commerce;BRETAGNE;ensemble;71;60;55;5;71;18;11
0350797B;Lycée polyvalent privé Jeanne d'Arc - Lycée des métiers du tourisme - Lycée des métiers du secteur sanitaire et de l'intervention sociale;BRETAGNE;ensemble;58;52;63;-11;58;22;20
0350807M;Lycée professionnel privé Notre Dame - Lycée des métiers de la restauration et du service;BRETAGNE;ensemble;64;73;61;12;64;26;10
0350808N;Lycée polyvalent privé Sainte Jeanne d'Arc - Lycée des métiers;BRETAGNE;ensemble;76;60;55;5;76;14;10
0351054F;Lycée professionnel Charles Tillon;BRETAGNE;ensemble;69;40;48;-7;69;13;18
0351878B;Lycée professionnel Coetlogon;BRETAGNE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0351878B;Lycée professionnel Coetlogon;BRETAGNE;ensemble;49;41;44;-3;49;21;30
0351878B;Lycée professionnel Coetlogon;BRETAGNE;dont élèves en voie pro sco;49;41;44;-3;49;21;30
0351907H;Lycée général et technologique René Descartes;BRETAGNE;ensemble;38;74;66;8;38;46;16
0351930H;Lycée polyvalent privé La Providence;BRETAGNE;ensemble;nd;nd;nd;nd;nd;nd;nd
0352009U;Lycée général et technologique Victor et Hélène Basch;BRETAGNE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0352009U;Lycée général et technologique Victor et Hélène Basch;BRETAGNE;ensemble;58;54;61;-7;58;23;19
0352009U;Lycée général et technologique Victor et Hélène Basch;BRETAGNE;dont élèves en voie pro sco;58;52;60;-8;58;22;20
0352072M;Lycée polyvalent privé Institution Saint-Malo - La Providence;BRETAGNE;ensemble;62;34;46;-12;62;13;25
0352446U;Lycée professionnel privé Sainte Thérèse;BRETAGNE;ensemble;53;79;67;12;53;37;10
0360003H;Lycée professionnel Chateauneuf;CENTRE-VAL DE LOIRE;dont apprentis;32;84;73;11;32;57;11
0360003H;Lycée professionnel Chateauneuf;CENTRE-VAL DE LOIRE;ensemble;47;52;51;0;47;28;25
0360003H;Lycée professionnel Chateauneuf;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;49;43;46;-2;49;22;29
0360005K;Lycée polyvalent Pasteur;CENTRE-VAL DE LOIRE;dont apprentis;38;nd;nd;nd;38;48;14
0360005K;Lycée polyvalent Pasteur;CENTRE-VAL DE LOIRE;ensemble;40;51;51;-1;40;30;30
0360005K;Lycée polyvalent Pasteur;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;41;42;41;0;41;24;35
0360009P;Lycée général et technologique Pierre et Marie Curie;CENTRE-VAL DE LOIRE;ensemble;31;68;64;4;31;47;22
0360011S;Lycée professionnel Les Charmilles - Lycée des métiers des services à la personne et du tertiaire;CENTRE-VAL DE LOIRE;ensemble;54;49;41;8;54;22;24
0360019A;Lycée polyvalent George Sand;CENTRE-VAL DE LOIRE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0360019A;Lycée polyvalent George Sand;CENTRE-VAL DE LOIRE;ensemble;31;50;45;5;31;34;35
0360019A;Lycée polyvalent George Sand;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;31;49;44;5;31;34;35
0360024F;Lycée polyvalent Balzac-D'Alembert - Lycée des métiers du cuir et du transport;CENTRE-VAL DE LOIRE;dont apprentis;56;nd;nd;nd;56;41;3
0360024F;Lycée polyvalent Balzac-D'Alembert - Lycée des métiers du cuir et du transport;CENTRE-VAL DE LOIRE;ensemble;38;48;54;-6;38;30;32
0360024F;Lycée polyvalent Balzac-D'Alembert - Lycée des métiers du cuir et du transport;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;36;44;52;-8;36;28;36
0360043B;Lycée polyvalent Blaise Pascal;CENTRE-VAL DE LOIRE;dont apprentis;14;86;82;4;14;74;12
0360043B;Lycée polyvalent Blaise Pascal;CENTRE-VAL DE LOIRE;ensemble;49;62;62;0;49;32;19
0360043B;Lycée polyvalent Blaise Pascal;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;56;53;54;-2;56;23;21
0360050J;Etablissement régional d'enseignement adapté Eric Tabarly;CENTRE-VAL DE LOIRE;ensemble;30;20;24;-5;30;14;56
0360505D;Lycée polyvalent privé Saint Cyr-Sainte Julitte;CENTRE-VAL DE LOIRE;ensemble;64;nd;nd;nd;64;12;24
0360693H;Lycée Général et Technologique Sainte Solange;CENTRE-VAL DE LOIRE;ensemble;nd;nd;nd;nd;nd;nd;nd
0370009J;Lycée polyvalent François Rabelais;CENTRE-VAL DE LOIRE;dont apprentis;13;90;83;7;13;78;9
0370009J;Lycée polyvalent François Rabelais;CENTRE-VAL DE LOIRE;ensemble;31;61;62;-1;31;42;27
0370009J;Lycée polyvalent François Rabelais;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;35;54;56;-2;35;35;30
0370016S;Lycée polyvalent Thérèse Planiol - Lycée des métiers du service et de la production;CENTRE-VAL DE LOIRE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0370016S;Lycée polyvalent Thérèse Planiol - Lycée des métiers du service et de la production;CENTRE-VAL DE LOIRE;ensemble;57;47;40;7;57;20;23
0370016S;Lycée polyvalent Thérèse Planiol - Lycée des métiers du service et de la production;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;57;47;39;7;57;20;23
0370032J;Lycée professionnel François Clouet - Lycée des métiers de la mode et des services;CENTRE-VAL DE LOIRE;ensemble;49;47;44;3;49;24;27
0370036N;Lycée général et technologique Balzac;CENTRE-VAL DE LOIRE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0370036N;Lycée général et technologique Balzac;CENTRE-VAL DE LOIRE;ensemble;43;70;62;8;43;40;17
0370036N;Lycée général et technologique Balzac;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;49;71;61;10;49;36;15
0370037P;Lycée général et technologique Choiseul;CENTRE-VAL DE LOIRE;ensemble;45;57;62;-5;45;31;24
0370038R;Lycée général et technologique Grandmont;CENTRE-VAL DE LOIRE;dont apprentis;36;72;77;-5;36;46;18
0370038R;Lycée général et technologique Grandmont;CENTRE-VAL DE LOIRE;ensemble;42;65;64;1;42;38;20
0370038R;Lycée général et technologique Grandmont;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;43;63;60;3;43;35;22
0370039S;Lycée général et technologique Paul-Louis Courier;CENTRE-VAL DE LOIRE;ensemble;62;42;54;-12;62;16;22
0370040T;L.P. Albert Bayet - Lycée des métiers de l'hôtellerie restauration, de l'automobile et de la logistique et des industries graphiques et plurimédia;CENTRE-VAL DE LOIRE;dont apprentis;30;71;72;-1;30;50;20
0370040T;L.P. Albert Bayet - Lycée des métiers de l'hôtellerie restauration, de l'automobile et de la logistique et des industries graphiques et plurimédia;CENTRE-VAL DE LOIRE;ensemble;41;46;50;-4;41;27;32
0370040T;L.P. Albert Bayet - Lycée des métiers de l'hôtellerie restauration, de l'automobile et de la logistique et des industries graphiques et plurimédia;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;42;41;47;-5;42;24;34
0370053G;Lycée professionnel Gustave Eiffel - Lycée des métiers de l'industrie;CENTRE-VAL DE LOIRE;dont apprentis;27;nd;nd;nd;27;54;19
0370053G;Lycée professionnel Gustave Eiffel - Lycée des métiers de l'industrie;CENTRE-VAL DE LOIRE;ensemble;61;46;52;-5;61;18;21
0370053G;Lycée professionnel Gustave Eiffel - Lycée des métiers de l'industrie;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;66;38;42;-4;66;13;21
0370054H;Lycée professionnel Martin Nadaud - Lycée des métiers de l'architecture, de la construction et de l'énergie;CENTRE-VAL DE LOIRE;dont apprentis;43;74;77;-3;43;42;15
0370054H;Lycée professionnel Martin Nadaud - Lycée des métiers de l'architecture, de la construction et de l'énergie;CENTRE-VAL DE LOIRE;ensemble;49;56;59;-3;49;29;22
0370054H;Lycée professionnel Martin Nadaud - Lycée des métiers de l'architecture, de la construction et de l'énergie;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;54;39;41;-2;54;18;28
0370728R;Lycée général et technologique privé Notre Dame La Riche - Lycée des métiers du commerce et de l'informatique, sous le patronage de St-François;CENTRE-VAL DE LOIRE;ensemble;38;54;62;-9;38;34;28
0370748M;Lycée polyvalent privé St-Gatien - Lycée des métiers de l'habitat et de la construction;CENTRE-VAL DE LOIRE;ensemble;65;56;54;2;65;20;15
0370749N;Lycée général et technologique privé Sainte-Marguerite;CENTRE-VAL DE LOIRE;ensemble;63;51;60;-9;63;19;18
0370757X;Lycée professionnel privé Notre Dame La Riche, sous le patronage de Saint Vincent de Paul;CENTRE-VAL DE LOIRE;ensemble;62;39;43;-4;62;15;23
0370771M;Lycée professionnel Victor Laloux - Lycée des métiers de la distribution et des services;CENTRE-VAL DE LOIRE;dont apprentis;29;nd;nd;nd;29;50;21
0370771M;Lycée professionnel Victor Laloux - Lycée des métiers de la distribution et des services;CENTRE-VAL DE LOIRE;ensemble;54;42;41;2;54;20;26
0370771M;Lycée professionnel Victor Laloux - Lycée des métiers de la distribution et des services;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;55;39;38;1;55;18;27
0370881G;Lycée général et technologique privé Marmoutier;CENTRE-VAL DE LOIRE;ensemble;37;62;73;-11;37;39;24
0370888P;Lycée professionnel d'Arsonval - Lycée des métiers d'art, de l'aménagement de l'espace et de la communication;CENTRE-VAL DE LOIRE;ensemble;62;33;44;-11;62;13;25
0371099U;Lycée professionnel Henri Becquerel - Lycée des métiers de l'électricité, du numérique, de la restauration rapide et collective;CENTRE-VAL DE LOIRE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0371099U;Lycée professionnel Henri Becquerel - Lycée des métiers de l'électricité, du numérique, de la restauration rapide et collective;CENTRE-VAL DE LOIRE;ensemble;56;41;39;2;56;18;26
0371099U;Lycée professionnel Henri Becquerel - Lycée des métiers de l'électricité, du numérique, de la restauration rapide et collective;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;56;39;39;1;56;17;27
0371100V;Lycée professionnel Joseph Cugnot - Lycée des métiers de l'industrie et des services;CENTRE-VAL DE LOIRE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0371100V;Lycée professionnel Joseph Cugnot - Lycée des métiers de l'industrie et des services;CENTRE-VAL DE LOIRE;ensemble;39;45;44;1;39;27;34
0371100V;Lycée professionnel Joseph Cugnot - Lycée des métiers de l'industrie et des services;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;39;44;44;1;39;27;34
0371123V;Lycée professionnel Jean Chaptal;CENTRE-VAL DE LOIRE;dont apprentis;38;nd;nd;nd;38;38;24
0371123V;Lycée professionnel Jean Chaptal;CENTRE-VAL DE LOIRE;ensemble;50;46;48;-2;50;23;27
0371123V;Lycée professionnel Jean Chaptal;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;51;44;44;0;51;21;28
0371211R;Lycée professionnel Beauregard - Lycée des métiers du tertiaire, de la maintenance et de l'électronique;CENTRE-VAL DE LOIRE;ensemble;52;42;38;4;52;20;28
0371328T;Lycée professionnel privé Sainte-Ursule;CENTRE-VAL DE LOIRE;ensemble;49;47;47;0;49;24;27
0371417P;Lycée général et technologique Jean Monnet;CENTRE-VAL DE LOIRE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0371417P;Lycée général et technologique Jean Monnet;CENTRE-VAL DE LOIRE;ensemble;45;68;66;2;45;38;17
0371417P;Lycée général et technologique Jean Monnet;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;49;68;64;4;49;35;16
0371418R;Lycée général et technologique Jacques de Vaucanson;CENTRE-VAL DE LOIRE;ensemble;47;63;60;2;47;33;20
0371532P;Lycée polyvalent privé Esthétique de Touraine;CENTRE-VAL DE LOIRE;ensemble;49;70;69;1;49;36;15
0380008C;Lycée général et technologique L'Oiselet;AUVERGNE-RHONE-ALPES;dont apprentis;29;76;74;1;29;54;17
0380008C;Lycée général et technologique L'Oiselet;AUVERGNE-RHONE-ALPES;ensemble;34;70;69;1;34;46;20
0380008C;Lycée général et technologique L'Oiselet;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;38;64;64;0;38;40;22
0380010E;Lycée professionnel Gambetta;AUVERGNE-RHONE-ALPES;dont apprentis;22;79;70;9;22;62;16
