n°UAI de l'établissement;Libellé de l'établissement;Région;Dont apprentis en EPLE;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études;Part en emploi 6 mois après la sortie;Part des autres situations
0130058T;Lycée professionnel L'Estaque - lycée des métiers du nautisme et de la sécurité;PROVENCE-ALPES-COTE D'AZUR;ensemble;51;32;37;-5;51;15;34
0130059U;Lycée professionnel Blaise Pascal;PROVENCE-ALPES-COTE D'AZUR;ensemble;49;42;41;1;49;21;30
0130062X;Lycée professionnel Frédéric Mistral - Lycée des métiers de l'automobile et des services aux entreprises;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0130062X;Lycée professionnel Frédéric Mistral - Lycée des métiers de l'automobile et des services aux entreprises;PROVENCE-ALPES-COTE D'AZUR;ensemble;48;40;39;1;48;21;31
0130062X;Lycée professionnel Frédéric Mistral - Lycée des métiers de l'automobile et des services aux entreprises;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;49;40;38;2;49;20;31
0130063Y;Lycée professionnel Leau - Lycée des métiers de l'esthétique, de la coiffure et des métiers associés;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;16;52;62;-11;16;43;41
0130063Y;Lycée professionnel Leau - Lycée des métiers de l'esthétique, de la coiffure et des métiers associés;PROVENCE-ALPES-COTE D'AZUR;ensemble;46;39;46;-7;46;21;33
0130063Y;Lycée professionnel Leau - Lycée des métiers de l'esthétique, de la coiffure et des métiers associés;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;50;36;42;-6;50;18;32
0130064Z;LP Jean Brochier - Lycée des métiers de la mode, des services aux personnes et aux entreprises;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0130064Z;LP Jean Brochier - Lycée des métiers de la mode, des services aux personnes et aux entreprises;PROVENCE-ALPES-COTE D'AZUR;ensemble;52;40;37;3;52;19;29
0130064Z;LP Jean Brochier - Lycée des métiers de la mode, des services aux personnes et aux entreprises;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;52;40;37;3;52;19;29
0130065A;LP La Viste - Lycée des métiers de la santé et de la relation client;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0130065A;LP La Viste - Lycée des métiers de la santé et de la relation client;PROVENCE-ALPES-COTE D'AZUR;ensemble;38;35;34;2;38;22;40
0130065A;LP La Viste - Lycée des métiers de la santé et de la relation client;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;38;35;34;2;38;22;40
0130068D;Lycée professionnel Camille Jullian;PROVENCE-ALPES-COTE D'AZUR;ensemble;54;35;35;0;54;16;30
0130071G;Lycée professionnel Colbert - Lycée des métiers des services aux entreprises et à la personne;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0130071G;Lycée professionnel Colbert - Lycée des métiers des services aux entreprises et à la personne;PROVENCE-ALPES-COTE D'AZUR;ensemble;56;32;37;-5;56;14;30
0130071G;Lycée professionnel Colbert - Lycée des métiers des services aux entreprises et à la personne;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;56;33;37;-4;56;14;30
0130072H;Lycée professionnel Ampère;PROVENCE-ALPES-COTE D'AZUR;ensemble;59;34;35;-1;59;14;27
0130143K;Lycée polyvalent Paul Langevin;PROVENCE-ALPES-COTE D'AZUR;ensemble;55;57;56;1;55;25;20
0130146N;Lycée professionnel Les Alpilles - lycée des métiers les Alpilles;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;46;71;68;3;46;39;15
0130146N;Lycée professionnel Les Alpilles - lycée des métiers les Alpilles;PROVENCE-ALPES-COTE D'AZUR;ensemble;43;48;43;5;43;28;29
0130146N;Lycée professionnel Les Alpilles - lycée des métiers les Alpilles;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;42;45;39;5;42;26;32
0130150T;LP Jean Moulin - Lycée des métiers de l'industrie et de l'artisanat;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;35;60;61;-1;35;39;26
0130150T;LP Jean Moulin - Lycée des métiers de l'industrie et de l'artisanat;PROVENCE-ALPES-COTE D'AZUR;ensemble;43;48;47;1;43;27;30
0130150T;LP Jean Moulin - Lycée des métiers de l'industrie et de l'artisanat;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;48;37;33;4;48;19;33
0130151U;LP Charles Mongrand - Lycée de la relation-client et des services à la personne;PROVENCE-ALPES-COTE D'AZUR;ensemble;50;26;33;-7;50;13;37
0130157A;Lycée Professionnel Les Ferrages;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0130157A;Lycée Professionnel Les Ferrages;PROVENCE-ALPES-COTE D'AZUR;ensemble;46;36;33;3;46;19;35
0130157A;Lycée Professionnel Les Ferrages;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;46;36;32;4;46;19;35
0130161E;Lycée polyvalent Adam de Craponne;PROVENCE-ALPES-COTE D'AZUR;ensemble;54;47;43;4;54;22;24
0130171R;LP Charles Privat - lycée des métiers des énergies et de l'industrie;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;30;61;62;-1;30;42;28
0130171R;LP Charles Privat - lycée des métiers des énergies et de l'industrie;PROVENCE-ALPES-COTE D'AZUR;ensemble;40;43;44;-1;40;26;34
0130171R;LP Charles Privat - lycée des métiers des énergies et de l'industrie;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;43;33;34;0;43;19;38
0130172S;SEP LEONARD DE VINCI;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;38;nd;nd;nd;38;10;52
0130172S;SEP LEONARD DE VINCI;PROVENCE-ALPES-COTE D'AZUR;ensemble;58;30;38;-8;58;13;29
0130172S;SEP LEONARD DE VINCI;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;60;33;35;-2;60;13;27
0130175V;Lycée général et technologique Honoré Daumier;PROVENCE-ALPES-COTE D'AZUR;ensemble;44;62;60;2;44;35;21
0131339K;Lycée général et technologique privé Saint Joseph de La Madeleine;PROVENCE-ALPES-COTE D'AZUR;ensemble;52;nd;nd;nd;52;32;16
0131391S;LPO Privé St.Eloi -  Lycée des métiers de l'énergie, du numérique et de la maintenance - St.Eloi;PROVENCE-ALPES-COTE D'AZUR;ensemble;58;48;51;-2;58;20;22
0131398Z;Lycée technologique privé Maximilien de Sully;PROVENCE-ALPES-COTE D'AZUR;ensemble;52;67;62;5;52;32;16
0131402D;LPO PR Charles Peguy - Lycée des métiers du tourisme, du management et de la finance;PROVENCE-ALPES-COTE D'AZUR;ensemble;50;49;52;-3;50;24;26
0131403E;Lycée technologique privé Saint-Vincent-de-Paul;PROVENCE-ALPES-COTE D'AZUR;ensemble;57;51;51;0;57;22;21
0131424C;Lycée professionnel privé ORT Léon Bramson;PROVENCE-ALPES-COTE D'AZUR;ensemble;69;nd;nd;nd;69;14;17
0131432L;LYCEE DES METIERS PRIVE SAINT ANDRE - Lycée des métiers du transport, de la logistique et de la maintenance des véhicules industriels;PROVENCE-ALPES-COTE D'AZUR;ensemble;33;42;39;3;33;28;39
0131433M;LP PR Saint henri - Lycée des métiers du bâtiment connecté;PROVENCE-ALPES-COTE D'AZUR;ensemble;62;60;48;12;62;22;16
0131434N;LYCEE DES METIERS PRIVE ECOLE LIBRE DES METIERS - Lycée des métiers du génie életrique et thermique;PROVENCE-ALPES-COTE D'AZUR;ensemble;59;27;38;-11;59;11;30
0131436R;Lycée technologique privé Modèle Electronique;PROVENCE-ALPES-COTE D'AZUR;ensemble;64;50;49;1;64;18;18
0131437S;Lycée professionnel privé Phocéa René Attoyan Coiffure;PROVENCE-ALPES-COTE D'AZUR;ensemble;68;nd;nd;nd;68;22;10
0131441W;Lycée professionnel privé Saint Michel;PROVENCE-ALPES-COTE D'AZUR;ensemble;63;32;38;-5;63;12;25
0131445A;LYCEE DES METIERS PRIVE CHARLOTTE GRAWITZ -Lycée des métiers des services aux entreprises et à la personne;PROVENCE-ALPES-COTE D'AZUR;ensemble;48;38;37;1;48;20;32
0131456M;Lycée technologique privé Pastre - Grande Bastide;PROVENCE-ALPES-COTE D'AZUR;ensemble;46;59;48;11;46;32;22
0131463V;Lycée professionnel privé La Cabucelle;PROVENCE-ALPES-COTE D'AZUR;ensemble;42;38;35;4;42;22;36
0131484T;LP PR Brise Lames - Lycée des métiers du commerce et de la restauration;PROVENCE-ALPES-COTE D'AZUR;ensemble;54;45;34;11;54;21;25
0131485U;LYCEE DES METIERS PRIVE LE ROCHER - Lycée des métiers des soins et services à la personne;PROVENCE-ALPES-COTE D'AZUR;ensemble;50;47;42;4;50;24;26
0131549N;Lycée général et technologique Frédéric Joliot-Curie;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;38;66;61;5;38;41;21
0131549N;Lycée général et technologique Frédéric Joliot-Curie;PROVENCE-ALPES-COTE D'AZUR;ensemble;34;60;60;0;34;40;26
0131549N;Lycée général et technologique Frédéric Joliot-Curie;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;32;58;60;-2;32;39;29
0131606A;LP La Calade - Lycée des métiers de la beauté, de la mode et de la relation-client;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0131606A;LP La Calade - Lycée des métiers de la beauté, de la mode et de la relation-client;PROVENCE-ALPES-COTE D'AZUR;ensemble;61;34;37;-3;61;13;26
0131606A;LP La Calade - Lycée des métiers de la beauté, de la mode et de la relation-client;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;62;33;36;-3;62;13;25
0131675A;Lycée professionnel privé Sainte Elisabeth;PROVENCE-ALPES-COTE D'AZUR;ensemble;53;44;39;6;53;21;26
0131681G;Lycée technologique privé Chimie et Biologie La Forbine;PROVENCE-ALPES-COTE D'AZUR;ensemble;37;67;63;3;37;42;21
0131684K;L.T.P. JEANNE PERRIMOND;PROVENCE-ALPES-COTE D'AZUR;ensemble;59;61;60;1;59;25;16
0131747D;Lycée polyvalent Auguste et Louis Lumière;PROVENCE-ALPES-COTE D'AZUR;ensemble;35;46;37;9;35;30;35
0131862D;Lycée général et technologique privé le Sacré-Coeur;PROVENCE-ALPES-COTE D'AZUR;ensemble;67;nd;nd;nd;67;20;13
0132193N;LP Edmond Rostand - lycée des métiers des services à la personne et aux entreprises;PROVENCE-ALPES-COTE D'AZUR;ensemble;36;50;39;11;36;32;32
0132210G;LPO Jean Lurçat - lycée des métiers des structures métalliques et de systèmes numériques;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0132210G;LPO Jean Lurçat - lycée des métiers des structures métalliques et de systèmes numériques;PROVENCE-ALPES-COTE D'AZUR;ensemble;56;57;56;1;56;25;19
0132210G;LPO Jean Lurçat - lycée des métiers des structures métalliques et de systèmes numériques;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;56;57;55;2;56;25;19
0132211H;Section d'Enseignement Professionnel  Jean Lurçat;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0132211H;Section d'Enseignement Professionnel  Jean Lurçat;PROVENCE-ALPES-COTE D'AZUR;ensemble;35;30;38;-8;35;20;45
0132211H;Section d'Enseignement Professionnel  Jean Lurçat;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;36;28;37;-9;36;18;46
0132276D;LP Pierre Latécoère - lycée des métiers de l'industrie;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;25;67;67;0;25;50;25
0132276D;LP Pierre Latécoère - lycée des métiers de l'industrie;PROVENCE-ALPES-COTE D'AZUR;ensemble;53;47;43;4;53;22;25
0132276D;LP Pierre Latécoère - lycée des métiers de l'industrie;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;56;42;37;5;56;18;26
0132280H;Lycée POlyvalent privé Henri Leroy;PROVENCE-ALPES-COTE D'AZUR;ensemble;54;39;38;1;54;18;28
0132319A;S.E.P. MAURICE GENEVOIX;PROVENCE-ALPES-COTE D'AZUR;ensemble;40;40;36;3;40;24;36
0132343B;Etablissement régional d'enseignement adapté Louis Aragon;PROVENCE-ALPES-COTE D'AZUR;ensemble;38;26;22;4;38;16;46
0132410Z;LYCEE POLYVALENT MAURICE GENEVOIX;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0132410Z;LYCEE POLYVALENT MAURICE GENEVOIX;PROVENCE-ALPES-COTE D'AZUR;ensemble;43;57;49;8;43;33;24
0132410Z;LYCEE POLYVALENT MAURICE GENEVOIX;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;44;57;48;8;44;32;24
0132495S;Lycée général et technologique Arthur Rimbaud;PROVENCE-ALPES-COTE D'AZUR;ensemble;46;58;61;-3;46;32;22
0132733A;Lycée polyvalent Antonin Artaud;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0132733A;Lycée polyvalent Antonin Artaud;PROVENCE-ALPES-COTE D'AZUR;ensemble;51;51;55;-4;51;25;24
0132733A;Lycée polyvalent Antonin Artaud;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;56;51;52;-1;56;22;22
0132790M;Lycée professionnel privé Jacques Raynaud;PROVENCE-ALPES-COTE D'AZUR;ensemble;46;29;32;-3;46;16;38
0132828D;Lycée Polyvalent Privé la Cadenelle;PROVENCE-ALPES-COTE D'AZUR;ensemble;50;61;60;0;50;30;20
0132922F;Lycée technologique privé Saint Jean;PROVENCE-ALPES-COTE D'AZUR;ensemble;58;75;63;12;58;31;11
0132974M;Lycée Régional Hôtelier Jean-Paul Passedat - Lycée des métiers de l'hôtellerie, du tourisme et de l'alimentation;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;29;63;56;7;29;44;27
0132974M;Lycée Régional Hôtelier Jean-Paul Passedat - Lycée des métiers de l'hôtellerie, du tourisme et de l'alimentation;PROVENCE-ALPES-COTE D'AZUR;ensemble;38;61;54;7;38;38;24
0132974M;Lycée Régional Hôtelier Jean-Paul Passedat - Lycée des métiers de l'hôtellerie, du tourisme et de l'alimentation;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;43;61;53;7;43;34;23
0133015G;Lycée polyvalent Pierre Mendès France - lycée des métiers de l'aeronautique;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0133015G;Lycée polyvalent Pierre Mendès France - lycée des métiers de l'aeronautique;PROVENCE-ALPES-COTE D'AZUR;ensemble;56;53;52;1;56;23;21
0133015G;Lycée polyvalent Pierre Mendès France - lycée des métiers de l'aeronautique;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;58;50;49;1;58;21;21
0133244F;Lycée polyvalent Marie-Madeleine Fourcade;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;17;83;72;12;17;69;14
0133244F;Lycée polyvalent Marie-Madeleine Fourcade;PROVENCE-ALPES-COTE D'AZUR;ensemble;45;52;49;3;45;29;26
0133244F;Lycée polyvalent Marie-Madeleine Fourcade;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;48;46;45;1;48;24;28
0133274N;Lycée professionnel privé Jeanne d'Arc;PROVENCE-ALPES-COTE D'AZUR;ensemble;58;45;43;2;58;19;23
0133288D;Lycée polyvalent Jean Monnet;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;34;75;64;11;34;49;17
0133288D;Lycée polyvalent Jean Monnet;PROVENCE-ALPES-COTE D'AZUR;ensemble;38;58;55;3;38;36;26
0133288D;Lycée polyvalent Jean Monnet;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;40;52;51;0;40;31;29
0133305X;Lycée professionnel privé Clovis Hugues;PROVENCE-ALPES-COTE D'AZUR;ensemble;50;53;59;-6;50;27;23
0133314G;Lycée général et technologique privé Saint Louis - Sainte Marie;PROVENCE-ALPES-COTE D'AZUR;ensemble;nd;nd;nd;nd;nd;nd;nd
0133334D;Lycée général et technologique privé ORT Léon Bramson;PROVENCE-ALPES-COTE D'AZUR;ensemble;43;65;61;4;43;37;20
0133395V;Lycée technologique privé Sainte Marie;PROVENCE-ALPES-COTE D'AZUR;ensemble;53;42;44;-2;53;20;27
0133396W;Lycée Privé Don Bosco - Lycée des métiers des ingénieries industrielles et des arts graphiques;PROVENCE-ALPES-COTE D'AZUR;ensemble;59;38;39;-1;59;16;25
0133406G;Lycée polyvalent de la Méditerranée;PROVENCE-ALPES-COTE D'AZUR;ensemble;53;33;38;-5;53;16;31
0133424B;LPO Caucadis - Lycée des métiers du transport logistique et des soins à la personne;PROVENCE-ALPES-COTE D'AZUR;ensemble;44;43;42;1;44;24;32
0133425C;LP Privé Célony - lycée des métiers de la communication visuelle, de la relation client et des services à la personne;PROVENCE-ALPES-COTE D'AZUR;ensemble;55;43;41;2;55;19;26
0133474F;Lycée technologique privé Marie Gasquet;PROVENCE-ALPES-COTE D'AZUR;ensemble;50;49;42;7;50;24;26
0133525L;Lycée général et technologique Georges Duby;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;50;nd;nd;nd;50;15;35
0133525L;Lycée général et technologique Georges Duby;PROVENCE-ALPES-COTE D'AZUR;ensemble;61;52;62;-11;61;20;19
0133525L;Lycée général et technologique Georges Duby;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;66;65;63;2;66;22;12
0134003F;Lycée régional Nelson MANDELA;PROVENCE-ALPES-COTE D'AZUR;ensemble;51;55;51;4;51;27;22
0134101M;Lycée Technologique Privé Saint Louis;PROVENCE-ALPES-COTE D'AZUR;ensemble;45;33;39;-6;45;18;37
0134155W;Lycée Polyvalent régional Simone Veil;PROVENCE-ALPES-COTE D'AZUR;ensemble;57;39;46;-7;57;17;26
0140014P;Lycée général et technologique Augustin Fresnel;NORMANDIE;ensemble;67;nd;nd;nd;67;9;24
0140017T;Lycée général et technologique Jean Rostand;NORMANDIE;ensemble;49;61;60;1;49;31;20
0140018U;Lycée professionnel Victor Lepine - Lycée des métiers d'arts appliqués à la création et au bien être;NORMANDIE;dont apprentis;9;76;70;6;9;70;21
0140018U;Lycée professionnel Victor Lepine - Lycée des métiers d'arts appliqués à la création et au bien être;NORMANDIE;ensemble;51;37;42;-5;51;18;31
0140018U;Lycée professionnel Victor Lepine - Lycée des métiers d'arts appliqués à la création et au bien être;NORMANDIE;dont élèves en voie pro sco;53;33;39;-6;53;15;32
0140019V;Lycée professionnel Camille Claudel - Lycée des métiers des services;NORMANDIE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0140019V;Lycée professionnel Camille Claudel - Lycée des métiers des services;NORMANDIE;ensemble;49;43;45;-1;49;22;29
0140019V;Lycée professionnel Camille Claudel - Lycée des métiers des services;NORMANDIE;dont élèves en voie pro sco;50;43;45;-1;50;22;28
0140043W;Lycée général André Maurois;NORMANDIE;ensemble;65;nd;nd;nd;65;15;20
0140052F;Lycée polyvalent Guillaume le Conquérant - Lycée des métiers de la gestion;NORMANDIE;ensemble;56;36;42;-6;56;16;28
0140056K;Lycée polyvalent Albert Sorel;NORMANDIE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0140056K;Lycée polyvalent Albert Sorel;NORMANDIE;ensemble;54;53;48;5;54;25;21
0140056K;Lycée polyvalent Albert Sorel;NORMANDIE;dont élèves en voie pro sco;51;52;47;5;51;25;24
0141175B;Lycée général et technologique privé institut Lemonnier - Lycée des métiers du développement durable et de l'efficacité énergétique et industrielle;NORMANDIE;ensemble;40;59;58;1;40;35;25
0141178E;Lycée technologique privé Sainte Ursule;NORMANDIE;ensemble;67;64;61;2;67;21;12
0141186N;Lycée professionnel privé L'Oasis - Lycée des métiers de service à la personne et à la collectivité;NORMANDIE;ensemble;61;60;48;12;61;24;15
0141191U;Lycée professionnel privé Notre Dame de Fidelite - Lycée des métiers du secteur de la santé et du social;NORMANDIE;ensemble;42;46;48;-1;42;27;31
0141192V;Lycée professionnel privé Saint Joseph;NORMANDIE;ensemble;33;42;48;-6;33;28;39
0141193W;Lycée professionnel privé Notre Dame de Nazareth;NORMANDIE;ensemble;56;47;50;-2;56;21;23
0141197A;Lycée professionnel privé Orphelins Apprentis d'Auteuil;NORMANDIE;ensemble;46;36;36;0;46;20;34
0141274J;Lycée polyvalent Arcisse de Caumont;NORMANDIE;dont apprentis;44;55;66;-11;44;31;25
0141274J;Lycée polyvalent Arcisse de Caumont;NORMANDIE;ensemble;41;59;53;6;41;35;24
0141274J;Lycée polyvalent Arcisse de Caumont;NORMANDIE;dont élèves en voie pro sco;40;60;51;9;40;35;25
0141275K;Lycée polyvalent Paul Cornu;NORMANDIE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0141275K;Lycée polyvalent Paul Cornu;NORMANDIE;ensemble;46;39;45;-6;46;21;33
0141275K;Lycée polyvalent Paul Cornu;NORMANDIE;dont élèves en voie pro sco;46;39;45;-6;46;21;33
0141418R;Lycée technologique privé Les Rosiers;NORMANDIE;ensemble;31;73;64;8;31;50;19
0141420T;Etablissement régional d'enseignement adapté Yvonne Guégan;NORMANDIE;ensemble;37;32;32;-1;37;20;43
0141555P;Lycée général et technologique Marie Curie;NORMANDIE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0141555P;Lycée général et technologique Marie Curie;NORMANDIE;ensemble;53;74;67;7;53;35;12
0141555P;Lycée général et technologique Marie Curie;NORMANDIE;dont élèves en voie pro sco;53;74;67;7;53;35;12
0141599M;Lycée professionnel Jean Jooris;NORMANDIE;ensemble;53;42;45;-3;53;20;27
0141687H;Lycée polyvalent Jules Verne - Lycée des métiers de l'automobile, des ingénieries électriques et industrielles;NORMANDIE;dont apprentis;26;72;74;-2;26;53;21
0141687H;Lycée polyvalent Jules Verne - Lycée des métiers de l'automobile, des ingénieries électriques et industrielles;NORMANDIE;ensemble;46;60;59;0;46;32;22
0141687H;Lycée polyvalent Jules Verne - Lycée des métiers de l'automobile, des ingénieries électriques et industrielles;NORMANDIE;dont élèves en voie pro sco;50;56;55;1;50;28;22
0141796B;Lycée général et technologique Salvador Allende;NORMANDIE;ensemble;47;78;66;12;47;41;12
0141866C;Lycée professionnel privé Institut Lemonnier - Lycée des métiers du développement durable et de l'efficacité énergétique et industrielle;NORMANDIE;ensemble;65;52;42;11;65;18;17
0141867D;Lycée professionnel privé Sainte Ursule;NORMANDIE;ensemble;53;56;47;9;53;26;21
0141868E;Lycée professionnel privé Les Rosiers;NORMANDIE;ensemble;49;55;45;10;49;28;23
0142084P;Lycée technologique privé Notre Dame de Fidelité;NORMANDIE;ensemble;52;77;65;12;52;37;11
0142108R;Lycée technologique privé Notre Dame de Nazareth;NORMANDIE;ensemble;23;74;65;9;23;57;20
0142120D;Lycée polyvalent Charles Tellier - Lycée des métiers du génie numérique;NORMANDIE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0142120D;Lycée polyvalent Charles Tellier - Lycée des métiers du génie numérique;NORMANDIE;ensemble;69;40;42;-2;69;13;18
0142120D;Lycée polyvalent Charles Tellier - Lycée des métiers du génie numérique;NORMANDIE;dont élèves en voie pro sco;69;40;40;0;69;12;19
0142131R;Lycée polyvalent Jules Dumont d'Urville;NORMANDIE;ensemble;54;52;55;-4;54;24;22
0142132S;Lycée polyvalent François Rabelais - Lycée des métiers de l'hôtellerie et de la restauration;NORMANDIE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0142132S;Lycée polyvalent François Rabelais - Lycée des métiers de l'hôtellerie et de la restauration;NORMANDIE;ensemble;55;58;57;1;55;26;19
0142132S;Lycée polyvalent François Rabelais - Lycée des métiers de l'hôtellerie et de la restauration;NORMANDIE;dont élèves en voie pro sco;56;59;57;2;56;26;18
0142133T;Lycée polyvalent Dumont d'Urville/Laplace;NORMANDIE;dont apprentis;24;100;88;12;24;76;0
0142133T;Lycée polyvalent Dumont d'Urville/Laplace;NORMANDIE;ensemble;54;60;58;2;54;27;19
0142133T;Lycée polyvalent Dumont d'Urville/Laplace;NORMANDIE;dont élèves en voie pro sco;56;55;55;0;56;24;20
0142178S;Lycée professionnel Jean Mermoz;NORMANDIE;dont apprentis;20;75;79;-4;20;60;20
0142178S;Lycée professionnel Jean Mermoz;NORMANDIE;ensemble;38;51;53;-2;38;32;30
0142178S;Lycée professionnel Jean Mermoz;NORMANDIE;dont élèves en voie pro sco;40;47;49;-2;40;29;31
0150006A;Lycée polyvalent Monnet-Mermoz - Lycée des métiers des sciences et techniques appliquées à l'industrie et aux services;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0150006A;Lycée polyvalent Monnet-Mermoz - Lycée des métiers des sciences et techniques appliquées à l'industrie et aux services;AUVERGNE-RHONE-ALPES;ensemble;54;59;55;4;54;27;19
0150006A;Lycée polyvalent Monnet-Mermoz - Lycée des métiers des sciences et techniques appliquées à l'industrie et aux services;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;56;57;53;4;56;25;19
0150008C;Lycée professionnel Raymond Cortat - Lycée des métiers de la restauration et du service aux personnes et aux entreprises;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0150008C;Lycée professionnel Raymond Cortat - Lycée des métiers de la restauration et du service aux personnes et aux entreprises;AUVERGNE-RHONE-ALPES;ensemble;49;46;49;-3;49;24;27
0150008C;Lycée professionnel Raymond Cortat - Lycée des métiers de la restauration et du service aux personnes et aux entreprises;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;49;44;48;-4;49;23;28
0150022T;Lycée professionnel Joseph Constant;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0150022T;Lycée professionnel Joseph Constant;AUVERGNE-RHONE-ALPES;ensemble;68;54;53;1;68;17;15
0150022T;Lycée professionnel Joseph Constant;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;68;57;51;6;68;18;14
0150030B;Lycée polyvalent de Haute Auvergne;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0150030B;Lycée polyvalent de Haute Auvergne;AUVERGNE-RHONE-ALPES;ensemble;52;55;55;0;52;26;22
0150030B;Lycée polyvalent de Haute Auvergne;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;53;54;55;-1;53;25;22
0150047V;Lycée polyvalent privé de la Communication Saint Géraud;AUVERGNE-RHONE-ALPES;ensemble;74;25;37;-12;74;6;20
0150613K;Etablissement régional d'enseignement adapté Albert Monier;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0150613K;Etablissement régional d'enseignement adapté Albert Monier;AUVERGNE-RHONE-ALPES;ensemble;56;36;38;-1;56;16;28
0150613K;Etablissement régional d'enseignement adapté Albert Monier;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;54;33;37;-3;54;15;31
0150747F;Lycée polyvalent - Lycée des métiers de l'eau et de la gestion comptable;AUVERGNE-RHONE-ALPES;ensemble;58;nd;nd;nd;nd;nd;nd
0150760V;Lycée Polyvalent privé Gerbert;AUVERGNE-RHONE-ALPES;ensemble;51;34;44;-10;51;17;32
0160003S;Lycée général et technologique Marguerite de Valois;NOUVELLE-AQUITAINE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0160003S;Lycée général et technologique Marguerite de Valois;NOUVELLE-AQUITAINE;ensemble;49;63;59;4;49;32;19
0160003S;Lycée général et technologique Marguerite de Valois;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;49;62;59;3;49;32;19
