n°UAI de l'établissement;Libellé de l'établissement;Région;Dont apprentis en EPLE;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études;Part en emploi 6 mois après la sortie;Part des autres situations
0161003D;Lycée professionnel Louise Michel;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;44;25;36;-11;44;14;42
0161095D;Lycée d'enseignement général et technologique Image et son - Lycée des métiers de l'image, du son et de la communication;NOUVELLE-AQUITAINE;ensemble;35;32;42;-10;35;21;44
0161133V;Lycée professionnel  privé Sainte Marthe Chavagnes;NOUVELLE-AQUITAINE;ensemble;69;31;34;-3;69;9;22
0170020E;Lycée polyvalent Emile Combes - Lycée des métiers de l'éco-construction et de la déconstruction;NOUVELLE-AQUITAINE;dont apprentis;34;77;75;2;34;51;15
0170020E;Lycée polyvalent Emile Combes - Lycée des métiers de l'éco-construction et de la déconstruction;NOUVELLE-AQUITAINE;ensemble;42;54;52;2;42;31;27
0170020E;Lycée polyvalent Emile Combes - Lycée des métiers de l'éco-construction et de la déconstruction;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;45;45;43;1;45;25;30
0170022G;Lycée général et technologique Maurice Merleau-Ponty;NOUVELLE-AQUITAINE;ensemble;51;42;44;-2;51;21;28
0170025K;Lycée professionnel Gilles Jamain;NOUVELLE-AQUITAINE;ensemble;48;25;26;-1;48;13;39
0170027M;Lycée général et technologique René Josué Valin;NOUVELLE-AQUITAINE;ensemble;52;58;58;0;52;28;20
0170028N;Lycée général et technologique Jean Dautet;NOUVELLE-AQUITAINE;ensemble;44;40;48;-8;44;22;34
0170029P;Lycée général et technologique Léonce Vieljeux;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;
0170029P;Lycée général et technologique Léonce Vieljeux;NOUVELLE-AQUITAINE;ensemble;39;57;52;5;39;35;26
0170029P;Lycée général et technologique Léonce Vieljeux;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;41;55;50;5;41;33;26
0170030R;Lycée professionnel Léonce Vieljeux;NOUVELLE-AQUITAINE;ensemble;58;32;42;-10;58;14;28
0170031S;Lycée professionnel Pierre Doriole - Lycée des métiers des services à la personne et aux entreprises;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;
0170031S;Lycée professionnel Pierre Doriole - Lycée des métiers des services à la personne et aux entreprises;NOUVELLE-AQUITAINE;ensemble;39;31;28;2;39;19;42
0170031S;Lycée professionnel Pierre Doriole - Lycée des métiers des services à la personne et aux entreprises;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;39;29;27;2;39;18;43
0170042D;Lycée d'enseignement général et technologique Cordouan - Lycée des métiers du tourisme;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;
0170042D;Lycée d'enseignement général et technologique Cordouan - Lycée des métiers du tourisme;NOUVELLE-AQUITAINE;ensemble;33;45;55;-9;33;30;37
0170042D;Lycée d'enseignement général et technologique Cordouan - Lycée des métiers du tourisme;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;33;34;46;-12;33;23;44
0170051N;Lycée polyvalent Louis Audouin Dubreuil;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;
0170051N;Lycée polyvalent Louis Audouin Dubreuil;NOUVELLE-AQUITAINE;ensemble;42;37;39;-2;42;21;37
0170051N;Lycée polyvalent Louis Audouin Dubreuil;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;41;36;38;-2;41;21;38
0170052P;Lycée professionnel Blaise Pascal - Lycée des métiers de la maintenance, de la sécurité et des travaux publics;NOUVELLE-AQUITAINE;dont apprentis;20;89;77;12;20;71;9
0170052P;Lycée professionnel Blaise Pascal - Lycée des métiers de la maintenance, de la sécurité et des travaux publics;NOUVELLE-AQUITAINE;ensemble;44;61;50;11;44;34;22
0170052P;Lycée professionnel Blaise Pascal - Lycée des métiers de la maintenance, de la sécurité et des travaux publics;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;51;46;37;10;51;22;27
0170058W;Lycée général et technologique Bellevue;NOUVELLE-AQUITAINE;ensemble;34;47;48;-1;34;31;35
0170060Y;Lycée général et technologique Bernard Palissy;NOUVELLE-AQUITAINE;dont apprentis;20;80;74;6;20;64;16
0170060Y;Lycée général et technologique Bernard Palissy;NOUVELLE-AQUITAINE;ensemble;33;55;59;-4;33;36;31
0170060Y;Lycée général et technologique Bernard Palissy;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;37;47;54;-7;37;30;33
0170070J;Lycée Polyvalent du Pays d'Aunis - Lycée des métiers du bois;NOUVELLE-AQUITAINE;dont apprentis;35;;;;35;35;30
0170070J;Lycée Polyvalent du Pays d'Aunis - Lycée des métiers du bois;NOUVELLE-AQUITAINE;ensemble;55;28;30;-3;55;12;33
0170070J;Lycée Polyvalent du Pays d'Aunis - Lycée des métiers du bois;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;58;21;22;-1;58;9;33
0170078T;Lycée professionnel Bernard Palissy;NOUVELLE-AQUITAINE;ensemble;65;26;30;-4;65;9;26
0170100S;Lycée polyvalent privé Fénelon Notre-Dame;NOUVELLE-AQUITAINE;ensemble;53;34;35;-1;53;16;31
0170135E;Lycée polyvalent Jean Hyppolite - Lycée des métiers de la santé et du social;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;
0170135E;Lycée polyvalent Jean Hyppolite - Lycée des métiers de la santé et du social;NOUVELLE-AQUITAINE;ensemble;37;30;35;-4;37;19;44
0170135E;Lycée polyvalent Jean Hyppolite - Lycée des métiers de la santé et du social;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;36;30;35;-5;36;19;45
0170392J;Etablissement régional d'enseignement adapté Théodore Monod;NOUVELLE-AQUITAINE;ensemble;36;11;15;-4;36;7;57
0171238D;Lycée professionnel Rompsay;NOUVELLE-AQUITAINE;dont apprentis;42;57;65;-8;42;33;25
0171238D;Lycée professionnel Rompsay;NOUVELLE-AQUITAINE;ensemble;51;34;39;-5;51;17;32
0171238D;Lycée professionnel Rompsay;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;52;29;34;-5;52;14;34
0171405K;Lycée Polyvalent Hôtelier du Parc de la Francophonie;NOUVELLE-AQUITAINE;dont apprentis;18;54;66;-12;18;44;38
0171405K;Lycée Polyvalent Hôtelier du Parc de la Francophonie;NOUVELLE-AQUITAINE;ensemble;45;57;52;5;45;31;24
0171405K;Lycée Polyvalent Hôtelier du Parc de la Francophonie;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;48;57;49;8;48;30;22
0171418Z;Lycée général et technologique Saint-Exupéry;NOUVELLE-AQUITAINE;ensemble;53;53;59;-6;53;25;22
0171455P;Lycée polyvalent Marcel Dassault - Lycée des métiers de la plasturgie, de la productique et de l'outillage;NOUVELLE-AQUITAINE;dont apprentis;51;14;26;-12;51;7;42
0171455P;Lycée polyvalent Marcel Dassault - Lycée des métiers de la plasturgie, de la productique et de l'outillage;NOUVELLE-AQUITAINE;ensemble;54;42;42;0;54;19;27
0171455P;Lycée polyvalent Marcel Dassault - Lycée des métiers de la plasturgie, de la productique et de l'outillage;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;55;49;39;10;55;22;23
0171571R;Lycée professionnel de l'Atlantique - Lycée des métiers du bâtiment, de l'hôtellerie et des services;NOUVELLE-AQUITAINE;dont apprentis;30;64;60;4;30;45;25
0171571R;Lycée professionnel de l'Atlantique - Lycée des métiers du bâtiment, de l'hôtellerie et des services;NOUVELLE-AQUITAINE;ensemble;49;35;38;-2;49;18;33
0171571R;Lycée professionnel de l'Atlantique - Lycée des métiers du bâtiment, de l'hôtellerie et des services;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;54;25;30;-5;54;12;34
0180006J;Lycée général et technologique Marguerite de Navarre;CENTRE-VAL DE LOIRE;ensemble;62;;;;62;12;26
0180007K;Lycée général et technologique Jacques Coeur;CENTRE-VAL DE LOIRE;ensemble;49;56;53;3;49;29;22
0180008L;Lycée polyvalent Pierre-Emile Martin - Lycée des métiers de l'ingenierie de l'énergie et de l'environnement;CENTRE-VAL DE LOIRE;dont apprentis;;;;;;;
0180008L;Lycée polyvalent Pierre-Emile Martin - Lycée des métiers de l'ingenierie de l'énergie et de l'environnement;CENTRE-VAL DE LOIRE;ensemble;60;28;32;-5;60;11;29
0180008L;Lycée polyvalent Pierre-Emile Martin - Lycée des métiers de l'ingenierie de l'énergie et de l'environnement;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;59;27;31;-5;59;11;30
0180009M;Lycée professionnel Jean de Berry - Lycée des métiers du bâtiment;CENTRE-VAL DE LOIRE;dont apprentis;48;82;72;10;48;43;9
0180009M;Lycée professionnel Jean de Berry - Lycée des métiers du bâtiment;CENTRE-VAL DE LOIRE;ensemble;49;60;48;12;49;31;20
0180009M;Lycée professionnel Jean de Berry - Lycée des métiers du bâtiment;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;50;44;32;12;50;22;28
0180010N;Lycée professionnel Jean Mermoz - Lycée des métiers de l'industrie, du tertiaire et du service à la personne;CENTRE-VAL DE LOIRE;ensemble;35;36;32;4;35;23;42
0180024D;Lycée général et technologique Jean Moulin;CENTRE-VAL DE LOIRE;ensemble;33;60;59;1;33;40;27
0180025E;Lycée professionnel Jean Guehenno - Lycée des métiers de la bijouterie, du commerce et de la restauration;CENTRE-VAL DE LOIRE;ensemble;54;36;39;-3;54;17;29
0180026F;Lycée professionnel Jean Moulin;CENTRE-VAL DE LOIRE;ensemble;30;17;26;-9;30;12;58
0180035R;Lycée polyvalent Edouard Vaillant;CENTRE-VAL DE LOIRE;ensemble;36;38;32;5;36;24;40
0180036S;Lycée polyvalent Henri Brisson - Lycée des métiers de l'industrie et des sciences appliquées;CENTRE-VAL DE LOIRE;dont apprentis;;;;;;;
0180036S;Lycée polyvalent Henri Brisson - Lycée des métiers de l'industrie et des sciences appliquées;CENTRE-VAL DE LOIRE;ensemble;63;50;50;0;63;18;19
0180036S;Lycée polyvalent Henri Brisson - Lycée des métiers de l'industrie et des sciences appliquées;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;65;46;46;0;65;16;19
0180042Y;Lycée professionnel Jacques Coeur;CENTRE-VAL DE LOIRE;ensemble;50;32;33;-2;50;16;34
0180561M;Lycée général et technologique privé Sainte Marie - Saint Dominique;CENTRE-VAL DE LOIRE;ensemble;49;48;56;-8;49;24;27
0180571Y;Lycée polyvalent privé St Jean Baptiste de la Salle;CENTRE-VAL DE LOIRE;ensemble;56;26;33;-7;56;12;32
0180572Z;Lycée professionnel privé Saint Joseph;CENTRE-VAL DE LOIRE;ensemble;50;44;37;7;50;22;28
0180823X;Lycée professionnel Vauvert - Lycée des métiers de l'automobile et du commerce;CENTRE-VAL DE LOIRE;ensemble;43;36;35;2;43;20;37
0190008F;Lycée professionnel Bort-Artense;NOUVELLE-AQUITAINE;ensemble;59;23;35;-12;59;10;31
0190010H;Lycée général et technologique Georges Cabanis;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;
0190010H;Lycée général et technologique Georges Cabanis;NOUVELLE-AQUITAINE;ensemble;43;65;56;9;43;37;20
0190010H;Lycée général et technologique Georges Cabanis;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;42;64;55;9;42;37;21
0190012K;Lycée Polyvalent Simone Veil;NOUVELLE-AQUITAINE;dont apprentis;37;54;57;-3;37;34;29
0190012K;Lycée Polyvalent Simone Veil;NOUVELLE-AQUITAINE;ensemble;41;40;42;-3;41;24;35
0190012K;Lycée Polyvalent Simone Veil;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;42;36;38;-2;42;21;37
0190018S;LPO Public Pierre Caraminot, Lycée des Métiers du Génie Civil;NOUVELLE-AQUITAINE;ensemble;60;75;63;12;60;30;10
0190027B;Lycée professionnel Marcel Barbanceys- Lycée des métiers de la Maintenance des Matériels;NOUVELLE-AQUITAINE;dont apprentis;33;;;;33;52;15
0190027B;Lycée professionnel Marcel Barbanceys- Lycée des métiers de la Maintenance des Matériels;NOUVELLE-AQUITAINE;ensemble;44;69;61;8;44;39;17
0190027B;Lycée professionnel Marcel Barbanceys- Lycée des métiers de la Maintenance des Matériels;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;48;65;55;10;48;34;18
0190032G;Lycée général et technologique Edmond Perrier;NOUVELLE-AQUITAINE;ensemble;48;52;54;-3;48;27;25
0190034J;Lycée professionnel René Cassin;NOUVELLE-AQUITAINE;ensemble;45;32;39;-7;45;17;38
0190038N;Lycée général et technologique Bernart de Ventadour;NOUVELLE-AQUITAINE;ensemble;63;;;;63;17;20
0190045W;Lycée professionnel Georges Cabanis;NOUVELLE-AQUITAINE;ensemble;73;31;35;-4;73;8;19
0190062P;Lycée polyvalent privé Notre Dame de La Providence;NOUVELLE-AQUITAINE;ensemble;44;21;32;-12;44;12;44
0190083M;Lycée polyvalent privé Marguerite Bahuet;NOUVELLE-AQUITAINE;ensemble;51;38;46;-8;51;19;30
0190089U;Lycée d'enseignement adapté - Etablissement régional d'enseignement adapté des milles sources;NOUVELLE-AQUITAINE;ensemble;50;;;;50;16;34
0190674E;Lycée professionnel Régional Bernart de Ventadour;NOUVELLE-AQUITAINE;ensemble;42;24;31;-7;42;14;44
0190701J;Lycée professionnel Lavoisier;NOUVELLE-AQUITAINE;dont apprentis;34;62;64;-1;34;41;25
0190701J;Lycée professionnel Lavoisier;NOUVELLE-AQUITAINE;ensemble;43;53;52;1;43;30;27
0190701J;Lycée professionnel Lavoisier;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;50;41;39;3;50;21;29
0190783Y;LP CENTRE DES MONEDIERES;NOUVELLE-AQUITAINE;ensemble;33;70;58;12;33;47;20
0210003P;Lycée polyvalent Prieur de La Côte d'Or;BOURGOGNE-FRANCHE-COMTE;dont apprentis;;;;;;;
0210003P;Lycée polyvalent Prieur de La Côte d'Or;BOURGOGNE-FRANCHE-COMTE;ensemble;45;33;42;-9;45;18;37
0210003P;Lycée polyvalent Prieur de La Côte d'Or;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;46;33;41;-8;46;18;36
0210006T;Lycée polyvalent Clos Maire;BOURGOGNE-FRANCHE-COMTE;ensemble;40;46;48;-2;40;28;32
0210012Z;Lycée général et technologique Stephen Liégeard;BOURGOGNE-FRANCHE-COMTE;ensemble;;;;;;;
0210013A;Lycée polyvalent Desiré Nisard;BOURGOGNE-FRANCHE-COMTE;ensemble;42;31;34;-3;42;18;40
0210017E;Lycée général et technologique Montchapet;BOURGOGNE-FRANCHE-COMTE;dont apprentis;;;;;;;
0210017E;Lycée général et technologique Montchapet;BOURGOGNE-FRANCHE-COMTE;ensemble;46;54;56;-2;46;29;25
0210017E;Lycée général et technologique Montchapet;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;47;54;56;-2;47;29;24
0210018F;Lycée polyvalent Hippolyte Fontaine, lycée des métiers;BOURGOGNE-FRANCHE-COMTE;dont apprentis;18;85;76;10;18;70;12
0210018F;Lycée polyvalent Hippolyte Fontaine, lycée des métiers;BOURGOGNE-FRANCHE-COMTE;ensemble;50;55;49;6;50;28;22
0210018F;Lycée polyvalent Hippolyte Fontaine, lycée des métiers;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;52;51;46;6;52;24;24
0210019G;Lycée polyvalent Le Castel;BOURGOGNE-FRANCHE-COMTE;dont apprentis;;;;;;;
0210019G;Lycée polyvalent Le Castel;BOURGOGNE-FRANCHE-COMTE;ensemble;46;49;49;0;46;26;28
0210019G;Lycée polyvalent Le Castel;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;46;48;49;0;46;26;28
0210032W;Lycée polyvalent de la Céramique Henry Moisand, lycée des métiers;BOURGOGNE-FRANCHE-COMTE;dont apprentis;;;;;;;
0210032W;Lycée polyvalent de la Céramique Henry Moisand, lycée des métiers;BOURGOGNE-FRANCHE-COMTE;ensemble;64;20;32;-12;64;7;29
0210032W;Lycée polyvalent de la Céramique Henry Moisand, lycée des métiers;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;65;17;29;-12;65;6;29
0210047M;Lycée polyvalent régional Anna Judic;BOURGOGNE-FRANCHE-COMTE;ensemble;45;36;43;-7;45;20;35
0210056X;Lycée professionnel Eugène Guillaume;BOURGOGNE-FRANCHE-COMTE;dont apprentis;40;;;;40;44;16
0210056X;Lycée professionnel Eugène Guillaume;BOURGOGNE-FRANCHE-COMTE;ensemble;44;56;46;9;44;31;25
0210056X;Lycée professionnel Eugène Guillaume;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;44;51;42;9;44;28;28
0211033J;Lycée technologique Gustave Eiffel;BOURGOGNE-FRANCHE-COMTE;ensemble;38;49;52;-3;38;30;32
0211089V;Lycée polyvalent Saint Joseph - La salle;BOURGOGNE-FRANCHE-COMTE;ensemble;69;51;46;5;69;16;15
0211090W;Lycée polyvalent privé Saint Benigne;BOURGOGNE-FRANCHE-COMTE;ensemble;43;53;52;1;43;30;27
0211091X;Lycée polyvalent privé Les Arcades;BOURGOGNE-FRANCHE-COMTE;ensemble;48;43;42;1;48;23;29
0211356K;Lycée professionnel Antoine;BOURGOGNE-FRANCHE-COMTE;ensemble;64;35;45;-10;64;12;24
0211428N;Etablissement régional d'enseignement adapté Alain Fournier;BOURGOGNE-FRANCHE-COMTE;ensemble;42;44;32;12;42;26;32
0211986V;Lycée polyvalent Les Marcs d'Or - Lycée des métiers du bâtiment et des travaux publics;BOURGOGNE-FRANCHE-COMTE;dont apprentis;;;;;;;
0211986V;Lycée polyvalent Les Marcs d'Or - Lycée des métiers du bâtiment et des travaux publics;BOURGOGNE-FRANCHE-COMTE;ensemble;51;53;49;3;51;26;23
0211986V;Lycée polyvalent Les Marcs d'Or - Lycée des métiers du bâtiment et des travaux publics;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;50;52;49;3;50;26;24
0212015B;Lycée polyvalent Simone Weil;BOURGOGNE-FRANCHE-COMTE;ensemble;49;37;37;0;49;19;32
0212023K;Lycée polyvalent privé Saint Vincent de Paul;BOURGOGNE-FRANCHE-COMTE;ensemble;64;53;41;12;64;19;17
0212045J;Lycée polyvalent Marey;BOURGOGNE-FRANCHE-COMTE;dont apprentis;;;;;;;
0212045J;Lycée polyvalent Marey;BOURGOGNE-FRANCHE-COMTE;ensemble;48;38;42;-3;48;20;32
0212045J;Lycée polyvalent Marey;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;51;34;38;-4;51;17;32
0220013V;Lycée polyvalent La Fontaine des Eaux - Lycée des métiers de la gestion énergétique des bâtiments;BRETAGNE;dont apprentis;;;;;;;
0220013V;Lycée polyvalent La Fontaine des Eaux - Lycée des métiers de la gestion énergétique des bâtiments;BRETAGNE;ensemble;43;55;51;5;43;32;25
0220013V;Lycée polyvalent La Fontaine des Eaux - Lycée des métiers de la gestion énergétique des bâtiments;BRETAGNE;dont élèves en voie pro sco;45;50;47;3;45;28;27
0220018A;Lycée général et technologique Auguste Pavie;BRETAGNE;ensemble;46;77;65;12;46;41;13
0220019B;Lycée professionnel Jules Verne - Lycée des métiers de l'industrie et du commerce;BRETAGNE;ensemble;51;37;39;-2;51;18;31
0220023F;Lycée général et technologique Félix Le Dantec;BRETAGNE;dont apprentis;;;;;;;
0220023F;Lycée général et technologique Félix Le Dantec;BRETAGNE;ensemble;42;48;52;-4;42;28;30
0220023F;Lycée général et technologique Félix Le Dantec;BRETAGNE;dont élèves en voie pro sco;42;46;51;-5;42;27;31
0220027K;Lycée polyvalent Fulgence Bienvenüe;BRETAGNE;ensemble;50;57;49;8;50;28;22
0220056S;Lycée général et technologique François Rabelais;BRETAGNE;ensemble;32;45;45;0;32;31;37
0220057T;Lycée général et technologique Ernest Renan;BRETAGNE;ensemble;40;43;55;-12;40;26;34
0220058U;Lycée polyvalent Chaptal;BRETAGNE;ensemble;49;55;48;7;49;28;23
0220060W;Lycée général et technologique Eugène Freyssinet;BRETAGNE;ensemble;39;77;65;12;39;47;14
0220064A;Lycée professionnel hotelier La Closerie;BRETAGNE;ensemble;59;45;44;1;59;19;22
0220065B;Lycée général et technologique Joseph Savina;BRETAGNE;ensemble;60;;;;60;13;27
0220071H;Lycée professionnel Eugène Freyssinet - Lycée des métiers du bâtiment et des travaux publics;BRETAGNE;ensemble;61;62;50;12;61;24;15
0220072J;Lycée professionnel Joseph Savina;BRETAGNE;ensemble;61;21;33;-12;61;8;31
0220075M;Lycée  professionnel Jean Monnet - Lycée des métiers du bâtiment et de l'art de la pierre;BRETAGNE;dont apprentis;;;;;;;
0220075M;Lycée  professionnel Jean Monnet - Lycée des métiers du bâtiment et de l'art de la pierre;BRETAGNE;ensemble;56;54;44;10;56;24;20
0220075M;Lycée  professionnel Jean Monnet - Lycée des métiers du bâtiment et de l'art de la pierre;BRETAGNE;dont élèves en voie pro sco;56;50;41;9;56;22;22
0220083W;Lycée professionnel Félix Le Dantec;BRETAGNE;ensemble;73;18;28;-10;73;5;22
0220094H;Lycée général et technologique privé Les Cordeliers-Notre Dame de la Victoire;BRETAGNE;ensemble;48;57;55;2;48;30;22
0220097L;Lycée général et technologique privé Notre-Dame;BRETAGNE;ensemble;49;59;55;4;49;30;21
0220102S;Lycée général et technologique privé Saint Joseph - Bossuet;BRETAGNE;ensemble;52;54;58;-4;52;26;22
0220107X;Lycée général et technologique privé Notre-Dame de Campostal;BRETAGNE;ensemble;27;40;52;-11;27;30;43
0220116G;Pôle Supérieur Lycée Saint Brieuc;BRETAGNE;ensemble;50;54;59;-5;50;27;23
0220117H;Lycée polyvalent privé Sacré-Coeur - Lycée des métiers de l'industrie et des services aux entreprises;BRETAGNE;ensemble;69;51;42;9;69;16;15
