n°UAI de l'établissement;Libellé de l'établissement;Région;Dont apprentis en EPLE;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études;Part en emploi 6 mois après la sortie;Part des autres situations
0130071G;Lycée professionnel Colbert - Lycée des métiers des services aux entreprises et à la personne;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;52;28;29;-1;52;13;35
0130072H;Lycée professionnel Ampère;PROVENCE-ALPES-COTE D'AZUR;ensemble;60;28;30;-1;60;11;29
0130143K;Lycée polyvalent Paul Langevin;PROVENCE-ALPES-COTE D'AZUR;ensemble;48;54;50;4;48;28;24
0130146N;Lycée professionnel Les Alpilles - lycée des métiers les Alpilles;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;42;;;;42;38;20
0130146N;Lycée professionnel Les Alpilles - lycée des métiers les Alpilles;PROVENCE-ALPES-COTE D'AZUR;ensemble;42;42;38;3;42;24;34
0130146N;Lycée professionnel Les Alpilles - lycée des métiers les Alpilles;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;42;40;36;4;42;23;35
0130150T;Lycée professionnel Jean Moulin - Lycée des métiers de la maintenance, de l'automobile et du nautisme;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;34;55;59;-4;34;36;30
0130150T;Lycée professionnel Jean Moulin - Lycée des métiers de la maintenance, de l'automobile et du nautisme;PROVENCE-ALPES-COTE D'AZUR;ensemble;45;45;45;0;45;25;30
0130150T;Lycée professionnel Jean Moulin - Lycée des métiers de la maintenance, de l'automobile et du nautisme;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;54;34;30;4;54;16;30
0130151U;Lycée Professionnel Charles Mongrand;PROVENCE-ALPES-COTE D'AZUR;ensemble;43;26;27;-1;43;15;42
0130157A;Lycée Professionnel Les Ferrages;PROVENCE-ALPES-COTE D'AZUR;ensemble;49;29;24;5;49;15;36
0130161E;Lycée polyvalent Adam de Craponne;PROVENCE-ALPES-COTE D'AZUR;ensemble;56;43;37;6;56;19;25
0130171R;Lycée professionnel lycée des métiers Charles Privat;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;36;41;53;-12;36;26;38
0130171R;Lycée professionnel lycée des métiers Charles Privat;PROVENCE-ALPES-COTE D'AZUR;ensemble;44;33;38;-5;44;18;38
0130171R;Lycée professionnel lycée des métiers Charles Privat;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;49;29;30;-1;49;15;36
0130172S;SEP LEONARD DE VINCI;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;31;26;38;-12;31;18;51
0130172S;SEP LEONARD DE VINCI;PROVENCE-ALPES-COTE D'AZUR;ensemble;59;28;37;-9;59;12;29
0130172S;SEP LEONARD DE VINCI;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;62;29;33;-4;62;11;27
0130175V;Lycée général et technologique Honoré Daumier;PROVENCE-ALPES-COTE D'AZUR;ensemble;41;56;54;2;41;33;26
0131331B;Lycée général et technologique privé Saint Joseph Les Maristes;PROVENCE-ALPES-COTE D'AZUR;ensemble;56;;;;56;16;28
0131339K;Lycée général et technologique privé Saint Joseph de La Madeleine;PROVENCE-ALPES-COTE D'AZUR;ensemble;50;50;49;1;50;25;25
0131391S;LYCEE DES METIERS PRIVE ST ELOI;PROVENCE-ALPES-COTE D'AZUR;ensemble;58;45;49;-3;58;19;23
0131398Z;Lycée technologique privé Maximilien de Sully;PROVENCE-ALPES-COTE D'AZUR;ensemble;41;62;56;5;41;36;23
0131402D;LYCEE DES METIERS PRIVE CHARLES PEGUY;PROVENCE-ALPES-COTE D'AZUR;ensemble;40;33;40;-6;40;20;40
0131403E;Lycée technologique privé Saint-Vincent-de-Paul;PROVENCE-ALPES-COTE D'AZUR;ensemble;48;44;45;-1;48;23;29
0131424C;Lycée professionnel privé ORT Léon Bramson;PROVENCE-ALPES-COTE D'AZUR;ensemble;68;;;;68;12;20
0131432L;LYCEE DES METIERS PRIVE SAINT ANDRE - Lycée des métiers du transport, de la logistique et de la maintenance des véhicules industriels;PROVENCE-ALPES-COTE D'AZUR;ensemble;43;39;37;2;43;22;35
0131433M;LYCEE DES METIERS PRIVE SAINT HENRI - Lycée des métiers du bâtiment connecté et des énergies renouvelables;PROVENCE-ALPES-COTE D'AZUR;ensemble;61;46;36;10;61;18;21
0131434N;LYCEE DES METIERS PRIVE ECOLE LIBRE DES METIERS - Lycée des métiers du génie életrique et thermique;PROVENCE-ALPES-COTE D'AZUR;ensemble;59;21;33;-12;59;8;33
0131436R;Lycée technologique privé Modèle Electronique;PROVENCE-ALPES-COTE D'AZUR;ensemble;53;41;43;-2;53;19;28
0131437S;Lycée professionnel privé Phocéa René Attoyan Coiffure;PROVENCE-ALPES-COTE D'AZUR;ensemble;82;;;;82;4;14
0131441W;Lycée professionnel privé Saint Michel;PROVENCE-ALPES-COTE D'AZUR;ensemble;52;18;30;-12;52;9;39
0131445A;LYCEE DES METIERS PRIVE CHARLOTTE GRAWITZ -Lycée des métiers des services aux entreprises et à la personne;PROVENCE-ALPES-COTE D'AZUR;ensemble;44;29;31;-2;44;16;40
0131456M;Lycée technologique privé Pastre - Grande Bastide;PROVENCE-ALPES-COTE D'AZUR;ensemble;47;43;38;5;47;23;30
0131463V;Lycée professionnel privé La Cabucelle;PROVENCE-ALPES-COTE D'AZUR;ensemble;52;37;30;7;52;18;30
0131484T;LYCEE DES METIERS PRIVE BRISE LAMES;PROVENCE-ALPES-COTE D'AZUR;ensemble;51;43;31;12;51;21;28
0131485U;LYCEE DES METIERS PRIVE LE ROCHER - Lycée des métiers des soins et services à la personne;PROVENCE-ALPES-COTE D'AZUR;ensemble;49;42;37;5;49;21;30
0131549N;Lycée général et technologique Frédéric Joliot-Curie;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;29;66;64;2;29;47;24
0131549N;Lycée général et technologique Frédéric Joliot-Curie;PROVENCE-ALPES-COTE D'AZUR;ensemble;34;60;57;3;34;39;27
0131549N;Lycée général et technologique Frédéric Joliot-Curie;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;37;58;55;3;37;37;26
0131606A;Lycée professionnel La Calade - lycée des métiers de la mode et du tertiaire;PROVENCE-ALPES-COTE D'AZUR;ensemble;64;29;29;0;64;10;26
0131675A;Lycée professionnel privé Sainte Elisabeth;PROVENCE-ALPES-COTE D'AZUR;ensemble;61;36;35;1;61;14;25
0131681G;Lycée technologique privé Chimie et Biologie La Forbine;PROVENCE-ALPES-COTE D'AZUR;ensemble;28;62;55;7;28;44;28
0131684K;L.T.P. JEANNE PERRIMOND;PROVENCE-ALPES-COTE D'AZUR;ensemble;52;54;53;1;52;26;22
0131747D;Lycée polyvalent Auguste et Louis Lumière;PROVENCE-ALPES-COTE D'AZUR;ensemble;39;28;30;-2;39;17;44
0131862D;Lycée général et technologique privé le Sacré-Coeur;PROVENCE-ALPES-COTE D'AZUR;ensemble;60;;;;60;33;7
0132193N;lycée des métiers privé Edmond Rostand;PROVENCE-ALPES-COTE D'AZUR;ensemble;38;40;29;11;38;25;37
0132210G;LYCEE POLYVALENT JEAN LURCAT;PROVENCE-ALPES-COTE D'AZUR;ensemble;25;50;59;-9;25;38;37
0132211H;Section d'Enseignement Professionnel  Jean Lurçat;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;;;;;;;
0132211H;Section d'Enseignement Professionnel  Jean Lurçat;PROVENCE-ALPES-COTE D'AZUR;ensemble;40;22;34;-12;40;13;47
0132211H;Section d'Enseignement Professionnel  Jean Lurçat;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;41;20;32;-12;41;12;47
0132276D;Lycée professionnel lycée des métiers Latécoere;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;17;62;65;-4;17;51;32
0132276D;Lycée professionnel lycée des métiers Latécoere;PROVENCE-ALPES-COTE D'AZUR;ensemble;50;42;40;3;50;21;29
0132276D;Lycée professionnel lycée des métiers Latécoere;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;56;35;31;5;56;16;28
0132280H;Lycée POlyvalent privé Henri Leroy;PROVENCE-ALPES-COTE D'AZUR;ensemble;56;36;30;5;56;16;28
0132319A;S.E.P. MAURICE GENEVOIX;PROVENCE-ALPES-COTE D'AZUR;ensemble;43;32;32;0;43;18;39
0132343B;Etablissement régional d'enseignement adapté Louis Aragon;PROVENCE-ALPES-COTE D'AZUR;ensemble;29;23;19;4;29;16;55
0132410Z;LYCEE POLYVALENT MAURICE GENEVOIX;PROVENCE-ALPES-COTE D'AZUR;ensemble;33;65;54;11;33;43;24
0132495S;Lycée général et technologique Arthur Rimbaud;PROVENCE-ALPES-COTE D'AZUR;ensemble;47;46;55;-8;47;25;28
0132733A;Lycée polyvalent Antonin Artaud;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;;;;;;;
0132733A;Lycée polyvalent Antonin Artaud;PROVENCE-ALPES-COTE D'AZUR;ensemble;45;42;48;-6;45;23;32
0132733A;Lycée polyvalent Antonin Artaud;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;47;42;46;-4;47;23;30
0132790M;Lycée professionnel privé Jacques Raynaud;PROVENCE-ALPES-COTE D'AZUR;ensemble;45;25;29;-4;45;14;41
0132828D;Lycée Polyvalent Privé la Cadenelle;PROVENCE-ALPES-COTE D'AZUR;ensemble;46;55;53;2;46;30;24
0132922F;Lycée technologique privé Saint Jean;PROVENCE-ALPES-COTE D'AZUR;ensemble;40;62;57;6;40;38;22
0132974M;Lycée polyvalent Hôtelier Régional Lycée des Métiers de l'hôtellerie du tourisme et de l'alimentation;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;30;60;48;12;30;41;29
0132974M;Lycée polyvalent Hôtelier Régional Lycée des Métiers de l'hôtellerie du tourisme et de l'alimentation;PROVENCE-ALPES-COTE D'AZUR;ensemble;38;51;47;4;38;32;30
0132974M;Lycée polyvalent Hôtelier Régional Lycée des Métiers de l'hôtellerie du tourisme et de l'alimentation;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;42;45;47;-3;42;26;32
0133015G;Lycée polyvalent Pierre Mendès France - lycée des métiers de l'aeronautique;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;;;;;;;
0133015G;Lycée polyvalent Pierre Mendès France - lycée des métiers de l'aeronautique;PROVENCE-ALPES-COTE D'AZUR;ensemble;54;41;40;1;54;19;27
0133015G;Lycée polyvalent Pierre Mendès France - lycée des métiers de l'aeronautique;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;54;41;40;1;54;19;27
0133244F;Lycée polyvalent Marie-Madeleine Fourcade;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;23;63;67;-4;23;49;28
0133244F;Lycée polyvalent Marie-Madeleine Fourcade;PROVENCE-ALPES-COTE D'AZUR;ensemble;43;48;43;6;43;28;29
0133244F;Lycée polyvalent Marie-Madeleine Fourcade;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;45;46;39;7;45;25;30
0133274N;Lycée professionnel privé Jeanne d'Arc;PROVENCE-ALPES-COTE D'AZUR;ensemble;47;35;38;-4;47;18;35
0133288D;Lycée polyvalent Jean Monnet;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;;;;;;;
0133288D;Lycée polyvalent Jean Monnet;PROVENCE-ALPES-COTE D'AZUR;ensemble;39;46;44;2;39;29;32
0133288D;Lycée polyvalent Jean Monnet;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;37;46;43;3;37;29;34
0133305X;Lycée professionnel privé Clovis Hugues;PROVENCE-ALPES-COTE D'AZUR;ensemble;41;51;49;2;41;30;29
0133314G;Lycée général et technologique privé Saint Louis - Sainte Marie;PROVENCE-ALPES-COTE D'AZUR;ensemble;50;;;;50;35;15
0133334D;Lycée général et technologique privé ORT Léon Bramson;PROVENCE-ALPES-COTE D'AZUR;ensemble;34;64;57;7;34;42;24
0133395V;Lycée technologique privé Sainte Marie;PROVENCE-ALPES-COTE D'AZUR;ensemble;52;46;38;8;52;22;26
0133396W;LYCEE DES METIERS PRIVE DON BOSCO;PROVENCE-ALPES-COTE D'AZUR;ensemble;62;30;32;-2;62;11;27
0133406G;Lycée polyvalent de la Méditerranée;PROVENCE-ALPES-COTE D'AZUR;ensemble;55;29;32;-2;55;13;32
0133424B;LYCEE DES METIERS PRIVE CAUCADIS;PROVENCE-ALPES-COTE D'AZUR;ensemble;41;35;34;0;41;20;39
0133425C;LYCEE DES METIERS PRIVE CELONY;PROVENCE-ALPES-COTE D'AZUR;ensemble;57;34;33;0;57;15;28
0133474F;Lycée technologique privé Marie Gasquet;PROVENCE-ALPES-COTE D'AZUR;ensemble;49;43;31;12;49;22;29
0133525L;Lycée général et technologique Georges Duby;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;;;;;;;
0133525L;Lycée général et technologique Georges Duby;PROVENCE-ALPES-COTE D'AZUR;ensemble;61;62;60;3;61;24;15
0133525L;Lycée général et technologique Georges Duby;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;62;62;58;5;62;24;14
0134003F;Lycée régional Nelson MANDELA;PROVENCE-ALPES-COTE D'AZUR;ensemble;43;48;40;8;43;27;30
0134101M;Lycée Technologique Privé Saint Louis;PROVENCE-ALPES-COTE D'AZUR;ensemble;45;22;32;-10;45;12;43
0134155W;Lycée Polyvalent régional Simone Veil;PROVENCE-ALPES-COTE D'AZUR;ensemble;55;;;;55;16;29
0140014P;Lycée général et technologique Augustin Fresnel;NORMANDIE;ensemble;59;52;58;-6;59;22;19
0140017T;Lycée général et technologique Jean Rostand;NORMANDIE;ensemble;46;56;51;5;46;30;24
0140018U;Lycée professionnel Victor Lepine - Lycée des métiers d'arts appliqués à la création et au bien être;NORMANDIE;dont apprentis;16;86;74;12;16;72;12
0140018U;Lycée professionnel Victor Lepine - Lycée des métiers d'arts appliqués à la création et au bien être;NORMANDIE;ensemble;54;33;35;-2;54;15;31
0140018U;Lycée professionnel Victor Lepine - Lycée des métiers d'arts appliqués à la création et au bien être;NORMANDIE;dont élèves en voie pro sco;56;28;32;-4;56;12;32
0140019V;Lycée professionnel Camille Claudel - Lycée des métiers des services;NORMANDIE;dont apprentis;;;;;;;
0140019V;Lycée professionnel Camille Claudel - Lycée des métiers des services;NORMANDIE;ensemble;46;36;35;1;46;19;35
0140019V;Lycée professionnel Camille Claudel - Lycée des métiers des services;NORMANDIE;dont élèves en voie pro sco;47;36;34;2;47;19;34
0140043W;Lycée général André Maurois;NORMANDIE;ensemble;50;32;44;-12;50;16;34
0140052F;Lycée polyvalent Guillaume le Conquérant - Lycée des métiers de la gestion;NORMANDIE;ensemble;49;23;31;-8;49;12;39
0140056K;Lycée polyvalent Albert Sorel;NORMANDIE;ensemble;46;47;44;3;46;25;29
0141175B;Lycée général et technologique privé institut Lemonnier - Lycée des métiers du développement durable et de l'efficacité énergétique et industrielle;NORMANDIE;ensemble;35;54;50;3;35;35;30
0141178E;Lycée technologique privé Sainte Ursule;NORMANDIE;ensemble;58;56;56;1;58;23;19
0141186N;Lycée professionnel privé L'Oasis - Lycée des métiers de service à la personne et à la collectivité;NORMANDIE;ensemble;65;35;30;4;65;12;23
0141191U;Lycée professionnel privé Notre Dame de Fidelite - Lycée des métiers du secteur de la santé et du social;NORMANDIE;ensemble;41;42;34;8;41;25;34
0141192V;Lycée professionnel privé Saint Joseph;NORMANDIE;ensemble;20;23;34;-12;20;18;62
0141193W;Lycée professionnel privé Notre Dame de Nazareth;NORMANDIE;ensemble;58;43;37;6;58;18;24
0141197A;Lycée professionnel privé Orphelins Apprentis d'Auteuil;NORMANDIE;ensemble;53;23;28;-5;53;11;36
0141274J;Lycée polyvalent Arcisse de Caumont - Lycée des métiers du transport et de la logistique;NORMANDIE;dont apprentis;42;;;;42;32;26
0141274J;Lycée polyvalent Arcisse de Caumont - Lycée des métiers du transport et de la logistique;NORMANDIE;ensemble;41;54;48;6;41;31;28
0141274J;Lycée polyvalent Arcisse de Caumont - Lycée des métiers du transport et de la logistique;NORMANDIE;dont élèves en voie pro sco;41;53;46;8;41;31;28
0141275K;Lycée polyvalent Paul Cornu - Lycée des métiers des industries graphiques;NORMANDIE;dont apprentis;;;;;;;
0141275K;Lycée polyvalent Paul Cornu - Lycée des métiers des industries graphiques;NORMANDIE;ensemble;45;33;38;-5;45;18;37
0141275K;Lycée polyvalent Paul Cornu - Lycée des métiers des industries graphiques;NORMANDIE;dont élèves en voie pro sco;45;32;37;-5;45;18;37
0141418R;Lycée technologique privé Les Rosiers;NORMANDIE;ensemble;26;;;;26;;
0141420T;Etablissement régional d'enseignement adapté Yvonne Guégan;NORMANDIE;ensemble;35;28;27;0;35;18;47
0141555P;Lycée général et technologique Marie Curie;NORMANDIE;dont apprentis;;;;;;;
0141555P;Lycée général et technologique Marie Curie;NORMANDIE;ensemble;64;72;60;12;64;26;10
0141555P;Lycée général et technologique Marie Curie;NORMANDIE;dont élèves en voie pro sco;64;71;59;12;64;26;10
0141599M;Lycée professionnel Jean Jooris;NORMANDIE;dont apprentis;;;;;;;
0141599M;Lycée professionnel Jean Jooris;NORMANDIE;ensemble;51;32;36;-5;51;16;33
0141599M;Lycée professionnel Jean Jooris;NORMANDIE;dont élèves en voie pro sco;52;33;37;-4;52;16;32
0141687H;Lycée polyvalent Jules Verne - Lycée des métiers de l'automobile, des ingénieries électriques et industrielles;NORMANDIE;dont apprentis;19;68;75;-7;19;55;26
0141687H;Lycée polyvalent Jules Verne - Lycée des métiers de l'automobile, des ingénieries électriques et industrielles;NORMANDIE;ensemble;42;53;54;-1;42;31;27
0141687H;Lycée polyvalent Jules Verne - Lycée des métiers de l'automobile, des ingénieries électriques et industrielles;NORMANDIE;dont élèves en voie pro sco;46;48;47;0;46;26;28
0141796B;Lycée général et technologique Salvador Allende;NORMANDIE;ensemble;43;61;59;2;43;35;22
0141866C;Lycée professionnel privé Institut Lemonnier - Lycée des métiers du développement durable et de l'efficacité énergétique et industrielle;NORMANDIE;ensemble;64;47;37;9;64;17;19
0141867D;Lycée professionnel privé Sainte Ursule - Lycée des métiers du tertiaire;NORMANDIE;ensemble;58;44;40;4;58;19;23
0141868E;Lycée professionnel privé Les Rosiers;NORMANDIE;ensemble;42;42;37;5;42;24;34
0142084P;Lycée technologique privé Notre Dame de Fidelité;NORMANDIE;ensemble;53;41;46;-6;53;19;28
0142108R;Lycée technologique privé Notre Dame de Nazareth;NORMANDIE;ensemble;26;79;67;12;26;58;16
0142120D;Lycée polyvalent Charles Tellier - Lycée des métiers du génie numérique;NORMANDIE;dont apprentis;;;;;;;
0142120D;Lycée polyvalent Charles Tellier - Lycée des métiers du génie numérique;NORMANDIE;ensemble;71;35;38;-3;71;10;19
0142120D;Lycée polyvalent Charles Tellier - Lycée des métiers du génie numérique;NORMANDIE;dont élèves en voie pro sco;72;33;35;-1;72;9;19
0142131R;Lycée polyvalent Jules Dumont d'Urville;NORMANDIE;ensemble;57;44;50;-5;57;19;24
0142132S;Lycée polyvalent François Rabelais - Lycée des métiers de l'hôtellerie et de la restauration;NORMANDIE;dont apprentis;;;;;;;
0142132S;Lycée polyvalent François Rabelais - Lycée des métiers de l'hôtellerie et de la restauration;NORMANDIE;ensemble;52;59;48;11;52;28;20
0142132S;Lycée polyvalent François Rabelais - Lycée des métiers de l'hôtellerie et de la restauration;NORMANDIE;dont élèves en voie pro sco;52;59;48;11;52;29;19
0142133T;Lycée polyvalent Laplace/Dumont d'Urville -Lycée des métiers de l'habitat et des travaux publics;NORMANDIE;dont apprentis;25;;;;25;75;0
0142133T;Lycée polyvalent Laplace/Dumont d'Urville -Lycée des métiers de l'habitat et des travaux publics;NORMANDIE;ensemble;53;57;52;6;53;27;20
0142133T;Lycée polyvalent Laplace/Dumont d'Urville -Lycée des métiers de l'habitat et des travaux publics;NORMANDIE;dont élèves en voie pro sco;55;54;49;4;55;24;21
0142178S;Lycée professionnel Jean Mermoz;NORMANDIE;dont apprentis;25;;;;25;55;20
0142178S;Lycée professionnel Jean Mermoz;NORMANDIE;ensemble;46;44;45;-1;46;24;30
0142178S;Lycée professionnel Jean Mermoz;NORMANDIE;dont élèves en voie pro sco;48;40;41;-1;48;21;31
0150006A;Lycée polyvalent Monnet-Mermoz - Lycée des métiers des sciences et techniques appliquées à l'industrie et aux services;AUVERGNE-RHONE-ALPES;dont apprentis;25;86;74;12;25;64;11
0150006A;Lycée polyvalent Monnet-Mermoz - Lycée des métiers des sciences et techniques appliquées à l'industrie et aux services;AUVERGNE-RHONE-ALPES;ensemble;53;58;52;7;53;28;19
0150006A;Lycée polyvalent Monnet-Mermoz - Lycée des métiers des sciences et techniques appliquées à l'industrie et aux services;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;56;54;49;5;56;24;20
0150008C;Lycée professionnel Raymond Cortat - Lycée des métiers de la restauration et du service aux personnes et aux entreprises;AUVERGNE-RHONE-ALPES;dont apprentis;;;;;;;
0150008C;Lycée professionnel Raymond Cortat - Lycée des métiers de la restauration et du service aux personnes et aux entreprises;AUVERGNE-RHONE-ALPES;ensemble;45;35;41;-6;45;19;36
0150008C;Lycée professionnel Raymond Cortat - Lycée des métiers de la restauration et du service aux personnes et aux entreprises;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;46;32;39;-8;46;17;37
0150022T;Lycée professionnel Joseph Constant;AUVERGNE-RHONE-ALPES;dont apprentis;;;;;;;
0150022T;Lycée professionnel Joseph Constant;AUVERGNE-RHONE-ALPES;ensemble;63;50;49;1;63;18;19
0150022T;Lycée professionnel Joseph Constant;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;67;42;44;-2;67;14;19
0150030B;Lycée polyvalent de Haute Auvergne;AUVERGNE-RHONE-ALPES;ensemble;55;59;50;9;55;26;19
0150047V;Lycée polyvalent privé de la Communication Saint Géraud;AUVERGNE-RHONE-ALPES;ensemble;55;32;41;-9;55;14;31
0150613K;Etablissement régional d'enseignement adapté Albert Monier;AUVERGNE-RHONE-ALPES;dont apprentis;;;;;;;
0150613K;Etablissement régional d'enseignement adapté Albert Monier;AUVERGNE-RHONE-ALPES;ensemble;55;27;26;1;55;12;33
0150613K;Etablissement régional d'enseignement adapté Albert Monier;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;57;20;23;-3;57;9;34
0150747F;Lycée polyvalent - Lycée des métiers de l'eau et de la gestion comptable;AUVERGNE-RHONE-ALPES;ensemble;31;;;;31;;
0150760V;Lycée Polyvalent privé Gerbert;AUVERGNE-RHONE-ALPES;ensemble;48;16;28;-12;48;9;43
0160003S;Lycée général et technologique Marguerite de Valois;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;
0160003S;Lycée général et technologique Marguerite de Valois;NOUVELLE-AQUITAINE;ensemble;42;49;53;-4;42;28;30
0160003S;Lycée général et technologique Marguerite de Valois;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;42;48;53;-5;42;28;30
0160004T;Lycée général et technologique Charles Augustin Coulomb;NOUVELLE-AQUITAINE;dont apprentis;27;66;74;-8;27;48;25
0160004T;Lycée général et technologique Charles Augustin Coulomb;NOUVELLE-AQUITAINE;ensemble;34;59;65;-6;34;39;27
0160004T;Lycée général et technologique Charles Augustin Coulomb;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;41;51;55;-4;41;30;29
0160010Z;Lycée général et technologique Elie Vinet;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;
0160010Z;Lycée général et technologique Elie Vinet;NOUVELLE-AQUITAINE;ensemble;35;61;50;11;35;39;26
0160010Z;Lycée général et technologique Elie Vinet;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;35;53;48;6;35;35;30
0160020K;Lycée polyvalent Jean Monnet;NOUVELLE-AQUITAINE;ensemble;61;44;44;0;61;17;22
0160022M;Lycée polyvalent Emile Roux;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;
0160022M;Lycée polyvalent Emile Roux;NOUVELLE-AQUITAINE;ensemble;24;48;45;3;24;36;40
0160022M;Lycée polyvalent Emile Roux;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;29;49;42;6;29;35;36
0160036C;Lycée professionnel Jean Caillaud - Lycée des métiers de l'énergie de la métallurgie et de la vente;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;
0160036C;Lycée professionnel Jean Caillaud - Lycée des métiers de l'énergie de la métallurgie et de la vente;NOUVELLE-AQUITAINE;ensemble;38;32;35;-3;38;20;42
0160036C;Lycée professionnel Jean Caillaud - Lycée des métiers de l'énergie de la métallurgie et de la vente;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;38;31;34;-3;38;20;42
0160047P;Lycée professionnel Charles A. Coulomb;NOUVELLE-AQUITAINE;ensemble;69;43;34;9;69;13;18
0160048R;Lycée professionnel Pierre-André Chabanne -  Lycée des métiers des services à la personne et aux entreprises;NOUVELLE-AQUITAINE;dont apprentis;67;;;;67;24;9
0160048R;Lycée professionnel Pierre-André Chabanne -  Lycée des métiers des services à la personne et aux entreprises;NOUVELLE-AQUITAINE;ensemble;51;39;30;9;51;19;30
0160048R;Lycée professionnel Pierre-André Chabanne -  Lycée des métiers des services à la personne et aux entreprises;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;50;38;29;10;50;19;31
0160049S;Lycée professionnel Jean Rostand - Lycée des métiers de la mode et des services;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;
0160049S;Lycée professionnel Jean Rostand - Lycée des métiers de la mode et des services;NOUVELLE-AQUITAINE;ensemble;46;30;32;-2;46;16;38
0160049S;Lycée professionnel Jean Rostand - Lycée des métiers de la mode et des services;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;47;26;29;-3;47;14;39
0160079Z;Lycée général et technologique privé Sainte Marthe Chavagnes;NOUVELLE-AQUITAINE;ensemble;43;56;54;3;43;32;25
0160083D;Lycée polyvalent privé Saint Joseph L'Amandier;NOUVELLE-AQUITAINE;ensemble;53;61;49;12;53;29;18
0160119T;Lycée professionnel Louis Delage;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;
0160119T;Lycée professionnel Louis Delage;NOUVELLE-AQUITAINE;ensemble;42;39;37;2;42;23;35
0160119T;Lycée professionnel Louis Delage;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;43;38;36;2;43;22;35
0160792Z;Lycée professionnel Sillac - Lycée des métiers de l'habitat, du bâtiment et de la topographie;NOUVELLE-AQUITAINE;dont apprentis;27;70;75;-4;27;51;22
0160792Z;Lycée professionnel Sillac - Lycée des métiers de l'habitat, du bâtiment et de la topographie;NOUVELLE-AQUITAINE;ensemble;44;53;59;-7;44;30;26
0160792Z;Lycée professionnel Sillac - Lycée des métiers de l'habitat, du bâtiment et de la topographie;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;59;25;36;-10;59;10;31
0160862A;Lycée professionnel Jean Albert Grégoire - Lycée des métiers du transport, de la logistique et de la maintenance automobile;NOUVELLE-AQUITAINE;dont apprentis;25;70;72;-2;25;53;22
0160862A;Lycée professionnel Jean Albert Grégoire - Lycée des métiers du transport, de la logistique et de la maintenance automobile;NOUVELLE-AQUITAINE;ensemble;35;50;51;-1;35;32;33
0160862A;Lycée professionnel Jean Albert Grégoire - Lycée des métiers du transport, de la logistique et de la maintenance automobile;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;38;44;45;-1;38;27;35
0160968R;Etablissement régional d'enseignement adapté;NOUVELLE-AQUITAINE;ensemble;19;21;23;-2;19;17;64
0161003D;Lycée professionnel Louise Michel;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;
0161003D;Lycée professionnel Louise Michel;NOUVELLE-AQUITAINE;ensemble;41;29;39;-9;41;17;42
